Time,O'Connell St Outside Pennys,O'Connell St Outside Clerys,Mary Street,Capel Street,Aston Quay,Grafton Street @ CompuB,Talbot Street North,"Doilier Street, Burgh Quay",Dawson Street Replacement,Dame Street,Talbot Street South,"O'Connell St, Parnell St @ AIB",Grafton Street / Nassau Street / Suffolk Street,"College Green, Bank Of Ireland",Henry Street,Westmoreland Street East,Dawson Street,Liffey Street,Westmoreland Street West,Grafton Street,Bachelors Walk,College Green @ Church Lane,College Green - Dame St Side
01/07/2019 00:00:00,265,165,13,51,142,349,143,68,0,162,1448,134,38,232,121,83,22,101,319,330,50,112,69
01/07/2019 01:00:00,144,75,3,23,82,267,18,25,0,102,1877,67,24,136,54,55,11,59,169,226,23,50,31
01/07/2019 02:00:00,99,49,1,11,74,150,24,6,0,61,2398,38,21,109,38,46,6,34,135,171,49,39,12
01/07/2019 03:00:00,63,42,4,10,54,186,4,7,0,73,1821,33,15,122,35,70,6,26,101,165,21,29,9
01/07/2019 04:00:00,92,47,3,15,34,240,11,7,0,55,1133,58,15,129,49,42,3,16,114,171,8,16,18
01/07/2019 05:00:00,112,143,12,25,68,169,15,41,0,56,1125,83,33,94,127,51,14,25,255,82,82,48,52
01/07/2019 06:00:00,336,437,33,62,253,1315,75,270,0,356,1675,224,137,281,399,149,92,234,477,276,167,374,288
01/07/2019 07:00:00,589,883,41,98,449,2511,198,528,0,586,1932,371,260,500,822,296,278,477,744,618,341,600,744
01/07/2019 08:00:00,1246,1534,115,282,831,3269,301,1176,0,917,1881,428,541,1040,1605,713,516,1118,1506,1513,765,1228,1715
01/07/2019 09:00:00,1376,1297,104,253,715,2755,121,1076,0,791,735,729,502,881,1914,599,431,785,1249,1225,369,1037,1206
01/07/2019 10:00:00,1650,1313,114,306,736,2294,115,758,0,750,583,877,457,753,2341,584,382,920,886,1283,275,1031,956
01/07/2019 11:00:00,2030,1435,254,321,649,2676,181,769,0,921,635,1070,550,1129,3034,763,480,1144,1249,1893,395,1146,977
01/07/2019 12:00:00,2047,1660,363,556,712,3332,209,890,0,1200,1004,1343,791,1341,4128,860,928,1603,1400,2767,472,1313,1231
01/07/2019 13:00:00,2839,1873,583,651,1024,3751,189,1168,0,1618,1239,1499,1043,1690,5218,958,1079,2040,1777,3669,958,1652,1543
01/07/2019 14:00:00,2955,1642,398,319,1055,3223,166,937,0,1491,820,1263,978,1741,4803,871,767,2205,1640,2918,991,1645,1197
01/07/2019 15:00:00,2999,1723,316,348,1019,3667,162,1281,0,1777,720,1282,991,1810,4858,941,755,1927,1623,2786,717,1525,1286
01/07/2019 16:00:00,2939,1950,317,478,1267,3772,262,1682,0,1623,1035,1490,1176,1922,4770,1225,894,1749,1539,2853,774,1679,1548
01/07/2019 17:00:00,3215,2130,303,540,1606,3941,155,1238,0,1642,1482,1698,1423,2087,4803,1345,1138,1776,1471,2916,762,1888,2219
01/07/2019 18:00:00,2537,1786,243,515,1274,3741,33,821,0,1359,1614,1574,1012,1880,4127,986,841,1458,1507,2307,784,1533,1712
01/07/2019 19:00:00,1732,1504,161,448,1083,2970,48,894,0,1018,1263,1190,951,1391,2473,716,588,1071,1335,1438,742,1141,1109
01/07/2019 20:00:00,1250,1228,95,261,1028,2209,114,587,0,880,1092,844,637,1084,1264,596,383,563,1225,960,633,872,735
01/07/2019 21:00:00,860,816,38,180,744,1940,106,636,0,594,843,629,288,840,783,367,257,400,916,777,615,604,460
01/07/2019 22:00:00,701,742,41,138,633,1646,100,596,0,628,910,466,395,758,441,368,275,417,716,654,580,683,513
01/07/2019 23:00:00,505,458,21,90,446,1267,65,386,0,371,1465,299,228,503,257,282,150,282,719,464,189,419,279
02/07/2019 00:00:00,195,199,15,33,216,404,20,124,0,149,2616,101,75,176,93,105,41,109,259,331,41,102,119
02/07/2019 01:00:00,117,78,6,25,81,254,15,62,0,154,2783,68,52,143,37,26,11,140,220,211,18,55,48
02/07/2019 02:00:00,86,53,6,12,51,255,6,76,0,62,1911,71,37,110,39,35,11,53,131,249,27,37,25
02/07/2019 03:00:00,58,41,2,6,47,230,2,153,0,51,1679,38,13,117,34,24,3,18,135,247,27,29,29
02/07/2019 04:00:00,38,45,4,10,32,99,13,18,0,48,565,18,15,64,32,20,4,8,63,64,14,10,13
02/07/2019 05:00:00,85,138,4,10,30,218,11,33,0,59,1063,64,30,71,93,34,10,18,155,93,44,53,58
02/07/2019 06:00:00,314,470,33,69,249,717,58,263,0,370,1611,220,119,309,426,160,74,84,407,239,165,363,276
02/07/2019 07:00:00,653,916,96,106,511,1382,170,675,0,589,2589,385,293,490,816,366,278,250,824,710,550,651,759
02/07/2019 08:00:00,1604,1551,228,320,919,1099,252,1056,0,1148,2097,819,732,912,1721,800,662,577,1397,1872,875,1384,1863
02/07/2019 09:00:00,1581,1367,211,288,787,828,169,944,0,1115,844,744,567,983,2103,652,475,673,1127,1218,210,1119,1210
02/07/2019 10:00:00,1586,1507,196,312,724,460,153,765,0,1098,577,912,509,793,2718,610,467,977,922,1428,168,1084,1080
02/07/2019 11:00:00,1841,1441,283,352,757,2410,171,670,0,1060,672,1026,692,912,3581,720,544,1118,1292,2051,285,1098,1099
02/07/2019 12:00:00,2374,1926,377,584,957,2938,175,881,0,1256,954,1451,742,975,4808,808,885,1368,1288,2922,305,1359,1337
02/07/2019 13:00:00,2739,2189,553,566,1181,3376,278,938,0,1422,1262,1531,1046,1286,5679,1018,1166,2012,1615,3786,477,1647,1545
02/07/2019 14:00:00,2534,1853,370,466,1105,3435,257,813,0,1277,850,1262,941,1279,4853,896,781,1979,1243,2940,324,1449,1291
02/07/2019 15:00:00,2656,1808,276,359,889,2730,228,719,0,1468,804,1375,956,1603,4846,893,264,2119,1510,2789,460,1503,1366
02/07/2019 16:00:00,2829,1963,307,515,831,3946,301,816,0,1465,1037,1506,1142,1739,5169,1138,841,2462,1387,2895,551,1666,1700
02/07/2019 17:00:00,3259,2220,361,622,1614,3946,262,1026,0,614,1473,1711,1375,2034,4904,1333,1114,1923,1783,3258,681,1816,2111
02/07/2019 18:00:00,2607,2054,270,536,1431,3446,232,941,0,37,1625,1630,1071,1791,4490,1081,947,1506,1494,2835,784,1575,1908
02/07/2019 19:00:00,1880,1636,189,414,1111,3172,204,910,0,13,1131,1288,932,1320,2749,790,663,1018,1141,1684,680,1253,1226
02/07/2019 20:00:00,1444,1215,152,363,903,2055,93,836,0,998,757,991,880,1143,1544,614,485,712,1017,1147,654,1127,813
02/07/2019 21:00:00,1005,932,64,228,743,1703,111,613,0,718,604,671,265,882,854,375,295,465,1067,898,462,662,480
02/07/2019 22:00:00,760,876,70,205,796,1665,100,659,0,782,742,491,480,814,537,398,282,351,1192,727,459,652,538
02/07/2019 23:00:00,578,539,27,157,542,1779,73,510,0,404,903,342,192,555,264,307,123,256,1096,600,243,469,306
03/07/2019 00:00:00,280,193,14,55,0,701,44,306,0,248,1481,161,77,246,119,140,62,186,430,333,174,155,95
03/07/2019 01:00:00,151,78,7,26,0,59,19,70,0,103,2072,66,34,137,36,40,22,82,199,262,29,74,38
03/07/2019 02:00:00,90,60,8,32,0,183,4,28,0,73,2021,34,24,116,27,34,7,37,150,161,26,59,30
03/07/2019 03:00:00,105,55,4,1763,0,164,4,39,0,44,1620,42,11,104,50,7,8,25,130,167,18,26,9
03/07/2019 04:00:00,69,49,7,10,0,60,11,25,0,35,1042,19,18,87,26,23,0,4,86,121,16,18,24
03/07/2019 05:00:00,101,164,13,25,0,241,14,64,0,62,1334,65,29,124,107,38,14,17,131,86,17,40,61
03/07/2019 06:00:00,311,435,39,57,0,856,160,477,0,348,1591,171,124,254,383,153,69,93,533,331,231,462,280
03/07/2019 07:00:00,705,840,125,107,0,1876,196,751,0,583,2023,388,316,413,785,326,265,263,1076,856,764,676,778
03/07/2019 08:00:00,1542,1556,227,314,0,3110,276,1367,0,1109,1674,786,743,980,1816,821,628,589,1454,1907,1054,1425,1856
03/07/2019 09:00:00,1620,1380,254,271,0,2627,362,879,0,1076,884,700,593,1056,2233,674,490,618,1121,1559,261,1144,1312
03/07/2019 10:00:00,1892,1316,269,318,0,2959,121,630,0,1156,771,896,549,1232,3064,592,454,886,1399,1576,522,1000,930
03/07/2019 11:00:00,2308,1488,452,339,0,2736,42,652,0,1094,835,1071,559,1754,4172,687,579,990,1855,2387,855,1229,1051
03/07/2019 12:00:00,2858,1907,593,654,0,3520,347,920,0,1523,1239,1417,1048,2010,4960,924,941,1367,2336,3332,1184,1588,1555
03/07/2019 13:00:00,3200,2218,801,743,0,4145,939,1225,0,2049,1665,1439,1241,1950,5703,1178,1231,1758,1933,3884,1491,1923,1747
03/07/2019 14:00:00,2883,2057,563,355,0,3691,256,1019,0,1763,1073,1214,1122,1474,4855,1090,638,1530,1597,3632,1391,1633,1443
03/07/2019 15:00:00,2930,2003,347,441,0,4011,243,878,0,1835,998,1270,1118,1628,4919,1162,467,1630,1586,3343,1108,1613,1358
03/07/2019 16:00:00,3162,2228,471,573,0,4314,293,1028,0,2191,1135,1514,1339,1924,5446,1399,920,1757,1709,4059,804,1813,1739
03/07/2019 17:00:00,3011,2692,495,449,0,4994,231,1427,0,2365,1482,1696,1458,2307,6035,1578,1182,2032,1873,5102,646,2122,2469
03/07/2019 18:00:00,3061,2442,776,481,61,4776,266,1345,0,1854,2007,1785,1033,2105,5079,1147,1086,1656,1870,3852,651,1943,1958
03/07/2019 19:00:00,2158,1738,270,430,33,3972,130,974,0,1381,1886,1322,772,1651,2643,762,699,1065,1700,1748,482,1467,1225
03/07/2019 20:00:00,1397,1441,87,317,51,2987,72,633,0,1008,2062,1101,660,1316,1502,613,495,772,1241,963,500,1061,823
03/07/2019 21:00:00,1378,1026,37,244,319,2378,62,395,0,823,1454,773,323,1074,696,440,334,457,991,808,495,849,611
03/07/2019 22:00:00,842,812,26,193,584,1611,69,413,0,678,1281,572,251,837,463,310,235,355,800,601,332,610,406
03/07/2019 23:00:00,581,545,22,100,1022,1360,64,493,0,470,2274,388,347,584,260,308,193,216,817,575,222,564,447
04/07/2019 00:00:00,333,410,16,68,818,638,40,434,0,281,2506,207,159,337,150,249,76,115,574,395,98,226,218
04/07/2019 01:00:00,159,115,9,23,642,304,34,93,0,190,2274,84,36,145,57,65,35,35,330,290,23,60,61
04/07/2019 02:00:00,127,100,7,24,759,332,6,31,0,103,1744,80,13,112,47,34,19,15,149,230,15,31,20
04/07/2019 03:00:00,83,51,7,10,53,257,3,12,0,55,1139,26,13,84,37,22,6,27,109,191,18,27,22
04/07/2019 04:00:00,69,40,6,9,73,110,10,16,0,34,583,28,16,53,92,21,4,21,66,83,33,14,29
04/07/2019 05:00:00,139,104,10,25,70,46,19,45,0,77,1235,69,44,89,118,35,14,21,97,110,20,47,69
04/07/2019 06:00:00,306,484,38,66,267,905,62,391,0,430,1784,197,166,256,402,186,79,86,423,318,194,452,292
04/07/2019 07:00:00,646,889,74,111,511,2878,191,809,0,545,2531,396,297,373,848,358,248,194,809,772,613,698,763
04/07/2019 08:00:00,1592,1569,271,330,996,3646,164,1049,0,832,1842,747,814,818,1820,776,609,396,1462,1796,891,1302,1855
04/07/2019 09:00:00,1672,1339,248,267,660,3107,231,787,0,1073,837,768,642,938,2260,678,441,563,1085,1306,149,1211,1297
04/07/2019 10:00:00,2080,1399,286,317,688,2751,77,760,0,1107,714,931,702,1276,3222,623,388,813,1457,1715,336,1220,1210
04/07/2019 11:00:00,2440,1564,369,397,877,3007,44,721,0,1297,743,1056,769,1673,3930,764,512,1054,1932,2514,760,1411,1129
04/07/2019 12:00:00,3028,1947,577,643,1098,4146,293,890,0,1532,1207,1333,961,1927,5152,861,807,1374,2033,3387,1284,1600,1667
04/07/2019 13:00:00,3289,2196,655,618,1291,4838,362,1013,0,1823,1407,1496,1259,1750,5905,1090,998,1701,1751,3995,1173,1921,1803
04/07/2019 14:00:00,2815,1953,399,377,1163,4136,340,1006,0,1781,908,1260,1013,1131,5235,1005,658,1583,1369,3335,997,1862,1526
04/07/2019 15:00:00,3233,1961,303,233,1207,3545,236,875,0,1845,935,1303,1004,1136,5142,990,699,1635,1450,3017,1015,1668,1412
04/07/2019 16:00:00,3396,2188,246,276,898,3701,289,802,0,1859,1090,1509,961,1221,5423,1028,823,1614,1495,2551,797,1694,1530
04/07/2019 17:00:00,3806,2510,299,321,1754,4032,314,932,0,2199,1357,1659,1413,1452,5703,1200,1165,2017,1329,2866,667,1918,2335
04/07/2019 18:00:00,3149,2027,248,472,1618,3982,235,862,0,1795,1250,1536,1184,1431,5380,1024,918,2068,1725,2923,644,1668,2022
04/07/2019 19:00:00,2578,1759,208,397,1156,3900,38,880,0,1442,1526,1258,1160,1313,3871,857,786,1711,1357,2503,451,1359,1383
04/07/2019 20:00:00,1847,1417,118,320,1017,3266,175,704,0,1247,1046,1052,903,1217,2385,682,622,1239,1036,1607,422,1139,946
04/07/2019 21:00:00,1347,1137,83,255,971,2866,133,1060,0,869,918,820,348,860,1245,575,368,840,1205,1070,575,830,718
04/07/2019 22:00:00,1051,945,50,167,957,2622,92,702,0,921,571,519,541,949,588,527,400,653,836,1137,515,857,739
04/07/2019 23:00:00,630,656,19,95,696,2020,103,725,0,574,892,421,288,605,281,391,249,460,914,498,221,573,407
05/07/2019 00:00:00,321,261,10,54,250,821,47,437,0,215,2361,156,121,322,135,196,105,193,463,441,39,265,175
05/07/2019 01:00:00,171,123,9,34,176,486,16,168,0,194,2677,79,49,176,65,67,20,93,260,328,39,99,96
05/07/2019 02:00:00,148,134,6,15,165,695,13,257,0,204,2434,55,61,178,51,88,14,31,232,295,16,67,68
05/07/2019 03:00:00,87,90,10,9,56,680,16,25,0,70,2282,43,17,82,34,25,17,47,127,180,20,57,22
05/07/2019 04:00:00,59,52,7,14,41,688,13,15,0,49,1638,30,11,69,53,15,10,11,77,108,12,16,18
05/07/2019 05:00:00,92,137,11,12,46,702,14,31,0,81,1622,65,32,79,105,35,18,26,83,80,12,47,59
05/07/2019 06:00:00,302,492,41,56,246,1542,59,390,0,388,1625,213,124,230,394,168,87,79,388,320,128,465,269
05/07/2019 07:00:00,633,906,92,105,473,3291,178,684,0,561,1928,351,226,437,861,302,234,199,950,728,567,600,743
05/07/2019 08:00:00,1520,1552,196,296,885,4297,362,1097,0,1073,1965,703,647,1059,1827,720,595,456,1475,1685,649,1378,1667
05/07/2019 09:00:00,1773,1406,208,275,701,3349,69,916,0,1098,891,717,588,1159,2394,666,512,651,1200,1342,325,1074,1206
05/07/2019 10:00:00,2170,1462,204,325,743,3280,41,756,0,1094,591,949,619,1342,3170,613,476,763,1462,1802,608,1064,1015
05/07/2019 11:00:00,2558,1804,391,362,983,3028,20,644,0,1257,788,1124,648,1390,4009,689,578,1097,1328,2532,488,1308,1190
05/07/2019 12:00:00,2979,1972,363,536,947,3545,161,924,0,1291,1162,1496,926,1285,4969,884,867,1354,1055,3082,462,1495,1488
05/07/2019 13:00:00,3219,2307,439,634,1020,3880,289,1193,0,1676,1352,1519,1140,1372,5722,1051,1136,1360,1485,3541,610,1767,1710
05/07/2019 14:00:00,3145,2404,244,260,1216,3713,247,946,0,1457,1022,1427,1107,1156,5630,1047,854,1344,1590,3226,390,1532,1573
05/07/2019 15:00:00,3138,2238,295,413,1258,3470,242,811,0,1403,877,1522,1014,1236,5712,1130,824,1373,1773,3355,642,1569,1565
05/07/2019 16:00:00,3575,2332,347,500,1269,3309,290,861,0,1667,1084,1685,1327,1363,6149,1203,813,1100,1711,3373,673,1591,1740
05/07/2019 17:00:00,3758,2470,354,567,1268,3639,368,1016,0,1763,1321,1837,1522,1559,5826,1416,212,869,1670,3419,699,1644,2264
05/07/2019 18:00:00,3362,2119,241,525,1578,3878,360,923,0,1586,1713,1698,1149,1487,4525,1103,1085,1911,1628,2839,578,1563,1735
05/07/2019 19:00:00,2461,1752,170,436,1032,3475,25,864,0,1312,1674,1269,1198,1237,2938,845,915,1179,1424,1887,512,1418,1413
05/07/2019 20:00:00,1756,1492,113,401,882,2828,30,810,0,1178,1376,974,779,1106,1863,643,601,1017,1176,1209,396,1220,1058
05/07/2019 21:00:00,1219,1133,61,305,822,2627,86,650,0,1056,1249,669,389,943,1101,562,525,859,1288,1046,319,895,793
05/07/2019 22:00:00,1006,1124,56,226,896,2218,64,785,0,967,1366,581,612,915,614,602,509,721,1193,1013,376,903,771
05/07/2019 23:00:00,1886,2625,51,274,1227,2441,166,1281,0,1023,1618,1003,584,1261,666,833,450,658,1483,1050,514,978,1018
06/07/2019 00:00:00,1390,2053,37,276,942,2449,347,1402,0,1053,0,824,759,1350,374,812,557,493,1555,1176,657,928,990
06/07/2019 01:00:00,786,870,24,137,741,1572,64,927,0,767,0,366,406,924,223,416,272,253,1713,923,267,527,474
06/07/2019 02:00:00,444,432,14,71,420,1157,48,595,0,483,0,194,152,512,134,188,113,165,921,649,65,283,207
06/07/2019 03:00:00,357,240,9,56,221,945,45,261,0,322,1931,155,52,426,82,129,55,158,631,592,45,169,102
06/07/2019 04:00:00,191,116,4,34,92,463,20,36,0,113,1915,67,28,183,59,35,25,15,181,354,43,62,37
06/07/2019 05:00:00,100,76,5,15,55,397,25,39,0,72,945,70,23,116,77,33,16,5,130,149,16,87,38
06/07/2019 06:00:00,235,236,19,105,164,786,30,139,0,251,1314,165,69,207,231,84,37,29,263,165,50,455,136
06/07/2019 07:00:00,364,440,16,48,239,1157,34,216,0,236,941,175,101,245,334,119,78,94,320,288,95,318,203
06/07/2019 08:00:00,509,488,32,75,342,1289,109,339,0,287,1453,330,109,294,729,128,117,228,329,353,100,449,348
06/07/2019 09:00:00,902,729,67,135,481,1859,132,566,0,488,391,562,184,559,1376,216,221,289,757,726,130,540,530
06/07/2019 10:00:00,1558,1295,148,286,722,2472,151,760,0,735,553,839,432,875,2407,414,339,407,1060,1441,438,845,927
06/07/2019 11:00:00,2162,1498,278,359,901,3119,165,878,0,915,757,1054,588,1323,3566,514,552,444,1544,2385,647,1164,1158
06/07/2019 12:00:00,2317,1821,296,397,941,3550,239,916,0,1146,825,1192,702,1511,4339,672,589,586,1526,2955,707,1247,1190
06/07/2019 13:00:00,2697,2067,431,504,1094,3696,312,899,0,1568,796,1410,571,1650,5190,685,817,588,1568,3119,830,1326,1400
06/07/2019 14:00:00,2946,2306,511,515,1089,3977,181,973,0,1656,902,1646,716,1879,5765,813,856,547,2023,3292,818,1497,1421
06/07/2019 15:00:00,3068,2256,547,621,1199,4271,145,1257,0,1618,910,1705,1017,2131,6286,1082,944,468,2043,3171,716,1649,1762
06/07/2019 16:00:00,3243,2447,533,509,1529,3925,5,1121,0,1780,1030,1711,984,2321,6100,1118,1071,988,1864,2874,804,1559,1538
06/07/2019 17:00:00,3433,2123,351,431,1406,4282,34,957,0,1549,948,1875,811,2317,5322,955,1018,1243,1846,2874,773,1532,1353
06/07/2019 18:00:00,3011,1919,238,503,1297,4042,105,813,0,1487,1220,1694,890,2110,3971,946,918,1248,1741,2313,889,1360,1297
06/07/2019 19:00:00,2064,1673,123,451,1085,3524,125,841,0,1323,1224,1426,922,1693,2496,722,728,838,1458,1775,672,1249,1179
06/07/2019 20:00:00,1310,1365,52,309,985,3006,168,773,0,1044,1391,950,859,1389,1366,555,657,580,1340,1285,947,1063,963
06/07/2019 21:00:00,931,1104,0,232,808,2351,95,530,0,962,1315,607,446,1099,918,430,382,614,1120,1224,1035,727,629
06/07/2019 22:00:00,935,1060,0,209,834,2465,131,975,0,969,1171,572,368,1066,565,453,437,619,1124,1000,840,794,697
06/07/2019 23:00:00,1831,3108,0,309,1003,3015,147,1682,0,999,1196,1122,706,1623,626,1087,607,884,1574,1446,903,1199,1190
07/07/2019 00:00:00,1256,1765,0,228,467,2785,87,1727,0,1177,1851,715,668,1492,356,819,543,719,2059,1740,1068,925,935
07/07/2019 01:00:00,860,922,1,170,862,2237,23,1191,0,1055,2464,451,429,1136,215,512,374,466,1564,1243,639,597,526
07/07/2019 02:00:00,614,552,19,72,548,1298,40,706,0,761,2973,235,325,868,155,292,194,348,1286,1034,314,404,310
07/07/2019 03:00:00,568,484,29,88,400,807,32,489,0,500,2475,175,206,690,166,276,115,336,1086,887,206,197,198
07/07/2019 04:00:00,205,112,8,38,116,418,15,146,0,129,2773,73,67,232,59,70,31,85,256,434,85,55,62
07/07/2019 05:00:00,97,76,6,18,64,647,10,80,0,77,1448,53,29,152,37,52,10,26,111,198,44,34,29
07/07/2019 06:00:00,147,154,17,32,113,505,9,68,0,139,1929,106,44,197,110,64,17,40,186,164,32,341,74
07/07/2019 07:00:00,199,242,22,29,183,489,36,188,0,147,2525,137,62,167,184,103,38,78,217,189,134,193,126
07/07/2019 08:00:00,346,376,35,54,315,694,76,345,0,259,2445,158,104,217,312,125,78,86,343,267,135,331,169
07/07/2019 09:00:00,827,562,80,104,439,1676,91,398,0,564,2018,365,166,541,835,208,145,204,574,635,151,463,435
07/07/2019 10:00:00,1475,1335,197,207,607,2635,154,473,0,812,1223,631,413,981,1924,372,329,499,1017,1344,396,690,889
07/07/2019 11:00:00,2085,1495,428,324,702,3566,232,852,0,1144,1608,800,668,1510,3326,474,445,855,1512,2278,908,1136,1028
07/07/2019 12:00:00,2612,1581,590,474,912,4112,301,899,0,1251,1199,1033,902,1829,4663,585,550,1120,2336,3438,1386,1248,1095
07/07/2019 13:00:00,2627,1690,618,568,1197,4405,280,965,0,1513,1166,1104,953,1768,5097,787,682,1422,1850,3830,1462,1554,1276
07/07/2019 14:00:00,2668,1650,540,437,1257,4291,224,915,0,1728,1717,1179,879,1612,4926,831,811,1661,1682,4058,1143,1737,1215
07/07/2019 15:00:00,2800,1739,449,323,1293,4743,204,1028,0,1860,1225,1241,899,1773,5060,895,813,1512,1605,3924,1162,1667,1274
07/07/2019 16:00:00,2745,1776,322,284,1185,4478,113,793,0,1669,1164,1268,722,1726,4855,978,870,173,1349,3571,622,1425,1283
07/07/2019 17:00:00,2475,1669,333,302,1159,4378,108,741,0,1303,1455,1315,728,1609,4314,819,750,215,1614,3476,504,1426,1204
07/07/2019 18:00:00,2182,1855,456,383,1235,4006,65,883,0,1207,1842,1295,769,1558,3709,696,595,240,1474,2468,513,1343,1008
07/07/2019 19:00:00,1621,1416,181,358,1182,3379,45,766,0,1110,1337,1199,791,1377,1847,578,567,128,1481,1407,525,1161,870
07/07/2019 20:00:00,1316,1272,56,256,1034,2771,210,652,0,770,977,1023,592,1062,1258,429,52,95,1124,1089,565,864,606
07/07/2019 21:00:00,952,913,28,170,728,2119,133,434,0,699,1084,665,280,768,727,303,30,96,968,708,373,621,383
07/07/2019 22:00:00,766,847,37,141,709,1964,242,417,0,691,736,528,438,767,466,377,120,94,743,789,399,622,424
07/07/2019 23:00:00,788,678,27,109,680,1687,55,357,0,569,756,433,255,770,275,331,157,121,999,710,527,502,311
08/07/2019 00:00:00,567,378,30,77,505,962,39,189,0,357,1158,244,133,485,175,210,78,137,826,516,230,209,155
08/07/2019 01:00:00,253,159,12,40,174,570,27,80,0,197,2270,103,41,190,85,57,25,78,333,272,78,86,63
08/07/2019 02:00:00,168,136,7,14,108,458,14,135,0,84,2620,70,23,136,44,43,8,34,440,192,35,46,28
08/07/2019 03:00:00,113,59,6,10,89,271,19,15,0,83,2091,58,17,128,54,42,17,38,137,190,6,32,14
08/07/2019 04:00:00,101,91,5,16,35,286,12,12,0,51,2281,53,20,130,79,46,4,9,101,126,14,23,30
08/07/2019 05:00:00,117,137,7,21,75,69,21,32,0,93,1033,85,44,109,108,44,30,22,178,105,20,40,54
08/07/2019 06:00:00,345,448,25,48,328,533,62,313,0,355,905,188,144,279,371,194,64,69,472,258,137,374,281
08/07/2019 07:00:00,725,896,58,99,518,1477,630,616,0,568,1994,401,301,531,875,313,225,170,783,724,356,594,740
08/07/2019 08:00:00,1392,1590,96,330,800,3442,704,990,0,883,2097,667,721,1051,1798,803,589,385,1195,1644,689,1257,1740
08/07/2019 09:00:00,1319,1386,100,258,784,3063,777,797,0,846,754,627,590,930,2079,665,451,496,1059,1256,389,1040,1213
08/07/2019 10:00:00,1769,1301,153,289,660,2883,178,648,0,875,596,829,417,1008,2561,653,417,761,1061,1478,395,849,880
08/07/2019 11:00:00,2245,1355,223,325,828,3056,124,754,0,960,697,1041,572,1151,3365,792,440,1070,1285,1967,559,1117,996
08/07/2019 12:00:00,2677,1751,319,559,853,3755,321,788,0,1208,1097,1426,846,1457,4415,861,813,1198,1435,2746,683,1276,1258
08/07/2019 13:00:00,3000,2157,379,632,1150,4070,294,964,0,1438,1425,1530,1004,1710,5496,1001,1086,1720,1714,3231,759,1502,1488
08/07/2019 14:00:00,2722,1828,333,499,742,3876,223,700,0,1428,965,1337,856,1699,4342,1004,798,2109,1609,2727,501,1404,1245
08/07/2019 15:00:00,2803,1865,348,463,836,3868,212,850,0,1640,848,1278,1004,1952,4454,1071,623,1945,1679,2984,640,1438,1361
08/07/2019 16:00:00,3003,2032,344,540,1178,3803,141,793,0,1569,1083,1413,1130,1972,4754,1088,819,1669,1581,2987,724,1644,1518
08/07/2019 17:00:00,3275,2356,351,560,1595,4401,19,1083,0,1722,1505,1747,1597,2293,5061,1470,1176,1802,1490,3517,774,1781,2290
08/07/2019 18:00:00,2442,2014,285,529,1220,4307,218,956,0,1345,1667,1484,952,1817,3751,1048,763,2850,1482,2547,763,1411,1601
08/07/2019 19:00:00,1702,1479,144,371,994,2748,26,890,0,910,1175,1068,495,1261,2146,604,452,1927,1150,1405,550,921,811
08/07/2019 20:00:00,1053,1059,94,302,846,2268,131,635,0,784,890,780,347,1003,1178,399,321,1206,1026,825,435,808,635
08/07/2019 21:00:00,860,787,3,167,704,1397,93,596,0,597,806,596,253,689,767,374,219,943,786,501,428,521,462
08/07/2019 22:00:00,494,625,31,126,452,575,89,465,0,390,879,454,605,426,403,267,173,404,482,378,229,466,372
08/07/2019 23:00:00,322,452,19,63,355,401,67,315,0,255,891,266,345,296,181,202,94,135,374,262,168,234,219
09/07/2019 00:00:00,155,189,8,37,157,136,110,98,0,124,1872,109,173,130,77,92,27,66,143,177,31,70,73
09/07/2019 01:00:00,90,64,3,16,84,35,63,52,0,90,2342,50,101,73,33,35,13,36,126,196,33,29,19
09/07/2019 02:00:00,68,49,6,15,54,65,69,139,0,66,2209,32,159,78,28,40,0,30,100,206,12,31,59
09/07/2019 03:00:00,74,41,3,11,27,50,76,8,0,61,1481,40,100,59,43,39,1,30,95,164,28,27,44
09/07/2019 04:00:00,32,33,10,5,32,35,43,52,0,48,1198,17,26,36,38,17,1,7,41,45,7,13,13
09/07/2019 05:00:00,117,72,9,17,41,67,11,159,0,78,819,58,34,99,104,48,7,15,191,95,19,44,50
09/07/2019 06:00:00,362,528,42,45,283,820,75,557,0,398,1666,221,161,312,422,163,99,118,338,277,199,435,278
09/07/2019 07:00:00,690,880,52,110,506,1101,143,895,0,611,1811,380,336,569,825,363,247,275,751,696,382,591,780
09/07/2019 08:00:00,1509,1504,146,288,930,1522,139,958,0,1022,2105,728,755,1184,1587,728,683,612,1214,1712,764,1247,1830
09/07/2019 09:00:00,1483,1438,117,285,683,1447,225,866,0,806,886,683,597,980,2004,692,542,680,1162,1276,378,1050,1271
09/07/2019 10:00:00,1821,1371,142,271,722,1457,184,728,0,903,652,882,562,1017,2700,587,503,809,1057,1732,336,982,989
09/07/2019 11:00:00,2216,1355,190,306,674,2832,231,648,0,1006,663,1046,676,1228,3507,843,536,1050,1017,2387,348,1160,1084
09/07/2019 12:00:00,2961,1537,395,571,904,3581,237,819,0,1280,923,1383,937,1541,4660,850,848,1273,1215,2926,281,1414,1452
09/07/2019 13:00:00,3417,1844,488,582,1042,3741,318,907,0,1376,1304,1467,1105,1768,5813,1093,1052,1605,1228,3600,329,1682,1569
