Unnamed: 0,O'Connell Street at Clerys,Grafton St at Card Gallery,Grafton St at M&S,O'Connell Street at Easons,Henry Street at Butlers,Grafton St at Korkys
21/09/2010 22:00,1092,1720,1761,555,526,1036
21/09/2010 23:00,991,1643,1806,369,429,779
22/09/2010 00:00,487,921,809,169,172,281
22/09/2010 01:00,225,516,572,53,108,382
22/09/2010 02:00,119,738,800,109,57,633
22/09/2010 03:00,148,817,825,85,88,178
22/09/2010 04:00,96,191,125,34,128,209
22/09/2010 05:00,46,189,219,43,293,372
22/09/2010 06:00,180,559,530,124,437,1123
22/09/2010 07:00,688,1048,1306,615,501,1697
22/09/2010 08:00,1647,2417,4019,1452,1579,2539
22/09/2010 09:00,2606,2128,3228,2008,1694,2358
22/09/2010 10:00,2478,2445,3747,1694,2479,2674
22/09/2010 11:00,2485,2825,5240,2235,3223,3173
22/09/2010 12:00,2548,4610,6417,2675,4464,6804
22/09/2010 13:00,3406,7762,5895,3830,5486,5195
22/09/2010 14:00,3472,5578,6197,3623,4955,4074
22/09/2010 15:00,3627,5461,5926,3571,4524,3246
22/09/2010 16:00,4473,4700,6566,3747,4568,4152
22/09/2010 17:00,3035,6708,6874,4472,5125,5450
22/09/2010 18:00,3387,4924,5215,3071,2544,2735
22/09/2010 19:00,2556,2588,3055,1629,1524,1859
22/09/2010 20:00,1856,1689,1311,496,700,1147
22/09/2010 21:00,1278,1299,1097,411,495,924
22/09/2010 22:00,1075,1058,1083,306,357,878
22/09/2010 23:00,1136,1154,999,199,408,689
23/09/2010 00:00,611,932,627,103,213,419
23/09/2010 01:00,216,359,216,45,124,342
23/09/2010 02:00,174,539,455,43,43,372
23/09/2010 03:00,190,514,422,48,75,161
23/09/2010 04:00,127,245,137,13,193,204
23/09/2010 05:00,55,160,210,37,289,417
23/09/2010 06:00,184,513,470,126,553,676
23/09/2010 07:00,529,935,2127,379,820,1911
23/09/2010 08:00,1233,2304,5214,1072,1412,2428
23/09/2010 09:00,1729,2161,4894,1541,2079,2192
23/09/2010 10:00,2015,2552,4623,1755,3138,2900
23/09/2010 11:00,2213,3228,5794,2744,3560,3548
23/09/2010 12:00,2913,5400,5864,3614,4811,6798
23/09/2010 13:00,3350,8174,4935,4374,5784,6847
23/09/2010 14:00,3061,7530,4709,3876,4991,4263
23/09/2010 15:00,3534,6508,6062,3734,4776,4176
23/09/2010 16:00,4133,6832,6435,4887,5384,6057
23/09/2010 17:00,4029,7939,5444,5472,4878,5736
23/09/2010 18:00,4216,6797,5037,4060,3836,5229
23/09/2010 19:00,2853,5755,3666,2450,2308,3348
23/09/2010 20:00,2353,4914,2659,1282,1662,2049
23/09/2010 21:00,1715,3101,1855,551,674,1607
23/09/2010 22:00,1315,2363,1896,418,408,1434
23/09/2010 23:00,1425,2684,2303,452,418,1659
24/09/2010 00:00,937,2595,2086,315,378,855
24/09/2010 01:00,539,1354,1302,158,246,784
24/09/2010 02:00,307,1226,1216,207,87,783
24/09/2010 03:00,362,1154,1175,233,158,374
24/09/2010 04:00,162,471,399,80,230,204
24/09/2010 05:00,91,230,302,54,325,377
24/09/2010 06:00,199,646,587,161,440,849
24/09/2010 07:00,500,912,1882,344,594,1192
24/09/2010 08:00,1146,1827,5102,917,1443,2534
24/09/2010 09:00,1749,1841,4006,1733,2733,2233
24/09/2010 10:00,2124,2930,3738,2355,3743,2963
24/09/2010 11:00,2641,4354,5365,2904,4292,4454
24/09/2010 12:00,3235,7010,6284,4151,4932,9406
24/09/2010 13:00,4712,9318,5325,4577,6509,6522
24/09/2010 14:00,4869,8566,5303,4756,6028,4346
24/09/2010 15:00,4377,8113,4965,4232,5741,5129
24/09/2010 16:00,5360,7308,6589,4767,5709,6492
24/09/2010 17:00,3660,9000,5862,4817,5668,5844
24/09/2010 18:00,3752,6301,6618,3367,4049,3842
24/09/2010 19:00,2825,4849,4874,2439,2618,2443
24/09/2010 20:00,2570,4619,3358,1712,1685,1947
24/09/2010 21:00,1933,3723,3391,1311,891,1595
24/09/2010 22:00,1704,4198,3491,1180,580,1867
24/09/2010 23:00,1904,3416,3150,957,489,1265
25/09/2010 00:00,929,1784,1931,371,337,657
25/09/2010 01:00,524,1096,1311,238,178,602
25/09/2010 02:00,345,1111,1155,233,195,719
25/09/2010 03:00,366,1128,1276,272,106,441
25/09/2010 04:00,147,456,450,74,105,172
25/09/2010 05:00,67,214,256,37,247,316
25/09/2010 06:00,120,363,406,93,261,420
25/09/2010 07:00,129,420,955,172,327,482
25/09/2010 08:00,0,684,1600,331,608,1071
25/09/2010 09:00,251,1503,3069,786,1616,1854
25/09/2010 10:00,1439,2894,5221,1574,3358,4109
25/09/2010 11:00,2174,6012,5261,3639,5235,7296
25/09/2010 12:00,2762,9249,4971,4247,6537,8627
25/09/2010 13:00,3420,10307,4287,5195,7862,9871
25/09/2010 14:00,3537,11234,3422,5946,9419,9621
25/09/2010 15:00,4039,11749,3383,6042,9606,10611
25/09/2010 16:00,3586,11057,3853,6016,8991,10256
25/09/2010 17:00,3623,10476,3871,5477,8321,6338
25/09/2010 18:00,3148,6319,5197,3470,5643,3338
25/09/2010 19:00,2553,3097,3213,1972,1977,1557
25/09/2010 20:00,2218,2327,1813,944,1242,1145
25/09/2010 21:00,1737,1990,1972,800,657,1078
25/09/2010 22:00,1435,2076,2230,743,455,1379
25/09/2010 23:00,1836,2937,3047,715,436,1078
26/09/2010 00:00,1222,1868,1912,453,302,727
26/09/2010 01:00,560,1363,1454,270,176,659
26/09/2010 02:00,426,1078,1306,266,160,807
26/09/2010 03:00,501,1747,1844,462,158,848
26/09/2010 04:00,269,1160,912,122,34,166
26/09/2010 05:00,90,185,214,45,64,108
26/09/2010 06:00,72,184,249,113,102,150
26/09/2010 07:00,147,195,421,124,168,209
26/09/2010 08:00,163,284,798,113,191,339
26/09/2010 09:00,403,553,986,521,614,771
26/09/2010 10:00,772,1263,2348,1172,1726,1955
26/09/2010 11:00,1238,2360,3605,1786,2435,4817
26/09/2010 12:00,1807,5531,5063,2265,3170,5634
26/09/2010 13:00,2179,7135,4916,2044,4078,5663
26/09/2010 14:00,2178,8591,2963,2420,4216,4863
26/09/2010 15:00,2861,8211,5085,2737,4493,4973
26/09/2010 16:00,2472,7262,6660,2656,4500,4125
26/09/2010 17:00,1995,5686,6383,2815,3886,3088
26/09/2010 18:00,2230,3051,5035,1905,2602,1769
26/09/2010 19:00,1593,1995,2092,1153,1266,1058
26/09/2010 20:00,1993,1487,1152,782,860,703
26/09/2010 21:00,1433,1116,939,677,464,546
26/09/2010 22:00,1065,947,1096,529,342,460
26/09/2010 23:00,771,648,787,332,284,269
27/09/2010 00:00,363,396,359,161,136,147
27/09/2010 01:00,149,233,247,91,25,91
27/09/2010 02:00,121,129,73,54,35,85
27/09/2010 03:00,127,98,128,58,30,77
27/09/2010 04:00,46,178,81,19,143,213
27/09/2010 05:00,81,158,232,48,340,420
27/09/2010 06:00,183,568,587,124,429,722
27/09/2010 07:00,531,885,2193,331,667,1873
27/09/2010 08:00,1105,2061,5196,746,1381,2698
27/09/2010 09:00,2395,2587,4968,1312,2097,2504
27/09/2010 10:00,2100,2301,4637,1703,3521,3344
27/09/2010 11:00,1861,3136,4704,3052,3495,5750
27/09/2010 12:00,2639,5554,4876,4003,4297,9278
27/09/2010 13:00,4421,8387,4445,3595,5783,5243
27/09/2010 14:00,4717,8002,1930,2977,3637,2062
27/09/2010 15:00,5515,5191,3647,2896,3556,3614
27/09/2010 16:00,4745,5939,7283,4097,5289,5067
27/09/2010 17:00,2915,6015,7661,3870,5748,4441
27/09/2010 18:00,2877,4179,6556,2568,3985,2345
27/09/2010 19:00,1813,2662,2871,1339,1792,1357
27/09/2010 20:00,1848,1870,1520,743,950,1156
27/09/2010 21:00,1185,1389,1501,584,614,662
27/09/2010 22:00,894,1088,1147,496,441,644
27/09/2010 23:00,905,966,964,245,302,524
28/09/2010 00:00,558,612,641,144,228,192
28/09/2010 01:00,153,248,279,28,98,147
28/09/2010 02:00,101,321,372,54,49,234
28/09/2010 03:00,127,329,289,65,114,111
28/09/2010 04:00,63,207,83,26,200,181
28/09/2010 05:00,44,274,217,43,282,413
28/09/2010 06:00,169,573,588,141,381,772
28/09/2010 07:00,557,797,2212,373,586,1534
28/09/2010 08:00,1308,2433,5383,989,1342,2445
28/09/2010 09:00,1909,2540,4907,1190,2017,2350
28/09/2010 10:00,1805,2549,4997,1749,2436,2555
28/09/2010 11:00,2087,3076,5846,2277,3853,3533
28/09/2010 12:00,2498,5567,6788,3138,4919,7067
28/09/2010 13:00,3268,7414,7239,4016,6115,5976
28/09/2010 14:00,3085,5669,6804,3558,4958,4540
28/09/2010 15:00,2677,5754,6352,3630,5185,5256
28/09/2010 16:00,2925,5998,6216,4055,5016,4571
28/09/2010 17:00,3777,6674,5510,4846,4716,4713
28/09/2010 18:00,3381,5041,4957,3147,3207,2664
28/09/2010 19:00,2340,3200,2303,1175,1773,1794
28/09/2010 20:00,1757,1730,1332,483,826,1086
28/09/2010 21:00,1271,1552,1388,365,484,845
28/09/2010 22:00,1035,1351,1360,339,483,727
28/09/2010 23:00,887,1085,1157,233,388,612
29/09/2010 00:00,348,730,745,109,202,352
29/09/2010 01:00,145,249,176,26,120,260
29/09/2010 02:00,132,393,454,54,67,360
29/09/2010 03:00,178,546,495,61,75,198
29/09/2010 04:00,122,240,99,117,152,300
29/09/2010 05:00,57,227,200,45,347,419
29/09/2010 06:00,205,513,501,170,409,1507
29/09/2010 07:00,615,932,1865,401,701,3221
29/09/2010 08:00,1202,2376,5402,1102,1133,3926
29/09/2010 09:00,1902,2291,4582,1393,1806,3123
29/09/2010 10:00,1722,2779,3376,2041,2797,4858
29/09/2010 11:00,2014,3431,5612,3030,3483,6548
29/09/2010 12:00,2636,6037,6507,3597,4008,11959
29/09/2010 13:00,4246,8792,4876,3946,5307,8910
29/09/2010 14:00,5263,7065,5556,3588,4704,6501
29/09/2010 15:00,4792,6382,5415,3488,4457,7108
29/09/2010 16:00,4199,5308,6751,3802,4601,6158
29/09/2010 17:00,2821,6641,7440,3429,5448,7253
29/09/2010 18:00,2794,5126,7371,2073,3137,4235
29/09/2010 19:00,2028,3677,3599,1444,1636,2313
29/09/2010 20:00,2037,2427,2057,863,1146,1755
29/09/2010 21:00,1326,1798,1918,540,638,1362
29/09/2010 22:00,1125,1436,1750,507,496,1386
29/09/2010 23:00,1004,1581,1887,299,381,1286
30/09/2010 00:00,583,1151,1111,122,225,608
30/09/2010 01:00,190,573,656,98,143,705
30/09/2010 02:00,122,771,910,63,63,1141
30/09/2010 03:00,114,992,891,85,74,315
30/09/2010 04:00,90,237,217,24,173,309
30/09/2010 05:00,56,240,245,45,314,573
30/09/2010 06:00,173,606,585,159,480,1036
30/09/2010 07:00,662,1033,2133,362,879,2445
30/09/2010 08:00,1466,1917,4909,1002,1600,3736
30/09/2010 09:00,1940,2079,4653,1194,2397,3059
30/09/2010 10:00,1822,2645,5093,1532,3513,4098
30/09/2010 11:00,2206,3286,6382,2270,4159,7073
30/09/2010 12:00,2741,5744,6874,3608,4692,10511
30/09/2010 13:00,3263,8776,5865,3968,6220,9708
30/09/2010 14:00,3809,7205,6748,3782,5548,7708
30/09/2010 15:00,3212,6978,6806,4197,5536,8021
30/09/2010 16:00,3322,6816,6549,4699,5638,8518
30/09/2010 17:00,3169,7972,6360,4645,6198,9686
30/09/2010 18:00,3388,7649,6936,3204,4546,6614
30/09/2010 19:00,2443,6656,4148,2057,2972,3757
30/09/2010 20:00,2346,4399,2847,1557,2114,2283
30/09/2010 21:00,1735,2615,2212,739,833,1547
30/09/2010 22:00,1384,1773,2159,564,480,1460
30/09/2010 23:00,1268,2216,2271,399,417,1401
01/10/2010 00:00,755,1184,1222,203,313,540
01/10/2010 01:00,296,490,601,113,131,459
01/10/2010 02:00,260,565,722,78,73,694
01/10/2010 03:00,237,541,613,56,127,417
01/10/2010 04:00,134,305,208,8,278,192
01/10/2010 05:00,83,177,209,28,314,455
01/10/2010 06:00,198,598,442,89,424,1357
01/10/2010 07:00,660,1147,1682,465,687,2262
01/10/2010 08:00,1649,2275,4321,1216,1298,3823
01/10/2010 09:00,2017,2346,3508,1587,2826,3584
01/10/2010 10:00,1900,2376,3512,2207,3772,4978
01/10/2010 11:00,2468,3460,5578,3325,4189,8411
01/10/2010 12:00,3301,5858,6339,4319,5083,11574
01/10/2010 13:00,4021,8296,5899,6005,6482,9755
01/10/2010 14:00,4436,7466,5217,4075,6061,7125
01/10/2010 15:00,4474,5686,4354,3285,6217,5351
01/10/2010 16:00,4922,4708,5389,3549,6323,7248
01/10/2010 17:00,2870,7454,6770,3276,5962,7573
01/10/2010 18:00,2799,5522,6870,2175,3949,5071
01/10/2010 19:00,2374,4745,3962,1920,2385,2791
01/10/2010 20:00,2255,3025,2436,1077,1455,2417
01/10/2010 21:00,1776,2772,2560,723,908,2162
01/10/2010 22:00,1467,2593,2669,645,557,2328
01/10/2010 23:00,1526,2711,2802,565,426,1869
02/10/2010 00:00,1009,2196,2250,376,312,1167
02/10/2010 01:00,550,1200,1537,207,203,1400
02/10/2010 02:00,335,1179,1556,262,187,1174
02/10/2010 03:00,325,1443,1618,318,123,798
02/10/2010 04:00,204,550,613,87,148,315
02/10/2010 05:00,123,259,359,48,189,321
02/10/2010 06:00,115,427,406,102,335,754
02/10/2010 07:00,243,502,798,183,348,690
02/10/2010 08:00,405,796,2093,423,678,1417
02/10/2010 09:00,772,1454,3556,709,1833,2837
02/10/2010 10:00,1439,2681,4946,1513,3348,5468
02/10/2010 11:00,2139,4990,5600,2438,4594,8048
02/10/2010 12:00,2629,6901,4935,3826,5486,8527
02/10/2010 13:00,3578,7755,4015,5064,6594,9523
02/10/2010 14:00,4356,9052,4222,5752,8574,9970
02/10/2010 15:00,4773,9834,3620,5697,8454,8050
02/10/2010 16:00,3403,8766,4142,5221,7490,9343
02/10/2010 17:00,3553,7779,5133,4841,7627,6789
02/10/2010 18:00,2777,5169,5241,2898,4955,4061
02/10/2010 19:00,2407,3333,2084,1418,1930,1895
02/10/2010 20:00,2201,2071,1394,483,1136,1680
02/10/2010 21:00,1756,2000,1779,459,751,1908
02/10/2010 22:00,1575,2775,2676,603,507,1704
02/10/2010 23:00,1614,2688,2686,452,409,1602
03/10/2010 00:00,914,1906,2047,349,304,1346
03/10/2010 01:00,475,1638,1812,242,195,1139
03/10/2010 02:00,365,1375,1514,259,156,1737
03/10/2010 03:00,542,2033,2066,364,181,1314
03/10/2010 04:00,391,950,1006,137,78,251
03/10/2010 05:00,143,220,267,24,66,139
03/10/2010 06:00,98,192,241,67,149,311
03/10/2010 07:00,137,235,417,56,155,328
03/10/2010 08:00,166,295,918,106,203,497
03/10/2010 09:00,366,551,1509,270,649,1082
03/10/2010 10:00,725,1290,2495,1166,1679,2790
03/10/2010 11:00,1103,2256,3665,1530,2811,6130
03/10/2010 12:00,1819,4752,4708,2127,3606,8200
03/10/2010 13:00,2585,6189,3692,1686,4315,7517
03/10/2010 14:00,3783,8730,1712,2134,4932,8619
03/10/2010 15:00,3905,7681,5158,2713,5268,8372
03/10/2010 16:00,2674,6280,6285,2675,5032,8211
03/10/2010 17:00,2252,6315,5882,2597,4235,5564
03/10/2010 18:00,1908,3080,5244,1715,2896,2148
03/10/2010 19:00,1688,2246,2073,1086,1366,1473
03/10/2010 20:00,1905,1594,1534,948,940,1100
03/10/2010 21:00,1450,1248,1336,599,491,926
03/10/2010 22:00,1143,1004,1461,555,369,753
03/10/2010 23:00,840,661,987,313,293,420
04/10/2010 00:00,410,485,508,161,133,174
04/10/2010 01:00,264,280,238,128,56,233
04/10/2010 02:00,121,155,145,65,40,124
04/10/2010 03:00,81,122,115,30,45,104
04/10/2010 04:00,32,178,121,28,169,308
04/10/2010 05:00,55,166,200,50,311,572
04/10/2010 06:00,187,487,545,170,387,1156
04/10/2010 07:00,513,927,1785,316,740,2218
04/10/2010 08:00,1242,2150,4320,583,1379,3780
04/10/2010 09:00,1900,1870,2860,2094,2154,2336
04/10/2010 10:00,1827,2183,2328,3022,3207,4260
04/10/2010 11:00,1920,2882,4638,3607,3758,7068
04/10/2010 12:00,3028,5251,5946,4189,4223,11239
04/10/2010 13:00,4546,8135,4723,3743,5485,7675
04/10/2010 14:00,5814,7122,2205,3538,4182,5498
04/10/2010 15:00,4096,5212,6485,4073,4364,6170
04/10/2010 16:00,2643,5349,7164,4245,5164,6704
04/10/2010 17:00,2652,6098,7514,4095,5241,6513
04/10/2010 18:00,2620,4185,6458,2833,3428,2950
04/10/2010 19:00,1796,2653,1840,1234,1632,1760
04/10/2010 20:00,1774,1788,1618,673,906,1219
04/10/2010 21:00,1236,1265,1637,561,580,1058
04/10/2010 22:00,971,1178,1396,441,438,826
04/10/2010 23:00,990,956,1103,329,312,629
05/10/2010 00:00,437,686,645,172,185,212
05/10/2010 01:00,182,360,343,74,85,226
05/10/2010 02:00,100,346,387,72,57,170
05/10/2010 03:00,97,243,297,85,67,176
05/10/2010 04:00,59,177,131,24,168,227
05/10/2010 05:00,65,172,208,34,251,363
05/10/2010 06:00,168,504,643,179,450,945
05/10/2010 07:00,565,986,1859,390,584,1738
05/10/2010 08:00,1202,2293,5337,871,1313,2703
05/10/2010 09:00,1740,2139,3155,1989,1865,2385
05/10/2010 10:00,1693,2254,3785,2897,2653,3097
05/10/2010 11:00,1882,2925,5376,3845,3378,5719
05/10/2010 12:00,2816,5611,5597,4383,3860,8334
05/10/2010 13:00,5283,8488,4899,4005,5358,5938
05/10/2010 14:00,5422,7959,1932,3409,4304,3681
05/10/2010 15:00,5523,4484,3709,3219,4632,3695
05/10/2010 16:00,3134,4467,4886,3815,4554,5170
05/10/2010 17:00,2592,6097,7742,3603,4960,5135
05/10/2010 18:00,2739,4711,7387,2512,3591,3072
05/10/2010 19:00,1885,3652,3045,1409,1536,1708
05/10/2010 20:00,1831,2382,2150,926,915,1465
05/10/2010 21:00,1396,1922,2137,715,550,1339
05/10/2010 22:00,1107,1687,1782,517,428,1012
05/10/2010 23:00,933,1095,1103,259,372,719
06/10/2010 00:00,527,706,683,116,207,338
06/10/2010 01:00,318,407,377,81,143,278
06/10/2010 02:00,169,403,444,142,60,468
06/10/2010 03:00,131,523,570,56,83,217
06/10/2010 04:00,62,225,149,19,150,381
06/10/2010 05:00,67,248,236,34,319,421
06/10/2010 06:00,165,526,614,124,407,767
06/10/2010 07:00,512,829,1946,325,675,1814
06/10/2010 08:00,1124,2043,5487,927,1223,2801
06/10/2010 09:00,1903,1606,4215,1419,1849,2415
06/10/2010 10:00,1860,2055,3674,2731,2649,3259
06/10/2010 11:00,1837,3047,5246,3786,3416,5982
06/10/2010 12:00,2895,5523,5737,4289,4049,8418
06/10/2010 13:00,5053,8630,4777,3697,5483,6095
06/10/2010 14:00,5314,8502,2232,3518,4871,3901
06/10/2010 15:00,4756,4780,5018,3459,4489,3684
06/10/2010 16:00,2698,4771,4841,3374,4519,5770
06/10/2010 17:00,2753,6886,6978,4265,5354,5614
06/10/2010 18:00,3258,4979,6884,2625,3019,3050
06/10/2010 19:00,2042,4311,3386,1409,1588,1881
06/10/2010 20:00,1974,2610,2114,915,1072,1392
06/10/2010 21:00,1468,1983,2166,642,605,1193
06/10/2010 22:00,1050,1770,2072,498,479,1186
06/10/2010 23:00,1021,1459,1545,337,369,819
07/10/2010 00:00,525,856,913,136,204,384
07/10/2010 01:00,178,504,532,98,132,553
07/10/2010 02:00,101,836,829,65,60,673
07/10/2010 03:00,178,627,623,98,71,314
07/10/2010 04:00,55,332,226,30,177,299
07/10/2010 05:00,64,193,221,28,298,310
07/10/2010 06:00,170,504,581,120,460,734
07/10/2010 07:00,565,1088,1988,386,839,1499
07/10/2010 08:00,1163,2675,5482,965,1520,2279
07/10/2010 09:00,1926,2318,4443,2039,2239,2114
07/10/2010 10:00,1872,2193,4553,2554,3194,3278
07/10/2010 11:00,2126,3554,5968,3493,3992,5824
07/10/2010 12:00,3237,5313,6592,4573,4608,8446
07/10/2010 13:00,4116,7981,7077,4544,5851,7293
07/10/2010 14:00,3510,6887,6098,3826,5236,4727
07/10/2010 15:00,4137,5345,6391,3894,5152,5112
07/10/2010 16:00,3134,5715,6799,3950,5172,6376
07/10/2010 17:00,3077,7433,7241,4038,5760,6416
07/10/2010 18:00,3072,7027,7509,2771,4154,5124
07/10/2010 19:00,2217,7139,4878,2581,2680,3158
07/10/2010 20:00,2392,4391,3245,1902,2025,1644
07/10/2010 21:00,1795,2343,2381,935,791,1238
07/10/2010 22:00,1407,1761,2010,651,475,1133
07/10/2010 23:00,1259,1496,1571,345,430,1264
08/10/2010 00:00,839,1406,1097,183,318,493
08/10/2010 01:00,335,699,750,128,154,425
08/10/2010 02:00,223,439,538,135,80,473
08/10/2010 03:00,277,652,630,91,129,283
08/10/2010 04:00,141,272,187,26,284,343
08/10/2010 05:00,99,233,205,37,299,361
08/10/2010 06:00,206,547,469,126,414,992
08/10/2010 07:00,604,1005,1540,430,651,1769
08/10/2010 08:00,1357,2496,5186,991,1216,2921
08/10/2010 09:00,2254,2655,5161,1373,2719,2504
08/10/2010 10:00,2320,2590,4549,2438,3649,3718
08/10/2010 11:00,2552,3881,5883,4246,4201,6312
08/10/2010 12:00,3463,6083,6487,4990,4904,8852
08/10/2010 13:00,5536,9322,5264,4051,6305,6965
08/10/2010 14:00,5211,8773,4706,4359,6017,6648
08/10/2010 15:00,3769,7181,6884,4402,5944,6747
08/10/2010 16:00,3591,8147,6462,5165,5980,6914
08/10/2010 17:00,3699,8336,6620,4422,5742,6744
08/10/2010 18:00,3662,6473,5971,3223,3941,4120
08/10/2010 19:00,2940,5101,3713,2226,2366,1987
08/10/2010 20:00,2449,3156,2436,1064,1432,1388
08/10/2010 21:00,1710,2511,2266,913,834,1759
08/10/2010 22:00,1846,3263,3121,898,527,1712
08/10/2010 23:00,2210,2692,2745,570,414,1521
09/10/2010 00:00,1047,2134,2183,352,301,965
09/10/2010 01:00,662,1744,1686,252,194,967
09/10/2010 02:00,391,1223,1268,290,180,989
09/10/2010 03:00,407,1460,1663,410,120,837
09/10/2010 04:00,184,655,658,185,134,237
09/10/2010 05:00,83,274,310,58,188,378
09/10/2010 06:00,107,390,364,106,295,554
09/10/2010 07:00,278,432,590,155,341,537
09/10/2010 08:00,538,731,1754,362,659,1019
09/10/2010 09:00,1140,1339,3167,694,1649,2104
09/10/2010 10:00,1761,2858,5081,1762,3090,4180
09/10/2010 11:00,2362,4972,5963,2539,4590,7279
09/10/2010 12:00,2437,7097,6053,3581,5708,8238
09/10/2010 13:00,3106,8946,4970,5162,6854,8398
09/10/2010 14:00,3934,10374,2248,5337,8618,7873
09/10/2010 15:00,4448,9813,6273,5269,8601,8692
09/10/2010 16:00,3494,9541,5843,5590,7374,8431
09/10/2010 17:00,3188,8931,5301,4972,7256,5804
09/10/2010 18:00,2745,5380,5536,2837,4869,3396
09/10/2010 19:00,2577,4210,2667,1865,1858,1866
09/10/2010 20:00,2326,3068,1814,1125,1123,1326
09/10/2010 21:00,1717,2264,1964,784,695,1385
09/10/2010 22:00,1600,2432,2264,778,488,1343
09/10/2010 23:00,1736,2261,2235,614,400,1166
10/10/2010 00:00,1014,1780,1709,408,287,923
10/10/2010 01:00,613,1417,1547,305,193,730
10/10/2010 02:00,450,1159,1283,329,153,877
10/10/2010 03:00,594,1632,1752,517,177,898
10/10/2010 04:00,303,820,787,155,66,174
10/10/2010 05:00,87,202,244,52,62,132
10/10/2010 06:00,81,184,310,91,123,177
10/10/2010 07:00,191,215,281,63,154,233
10/10/2010 08:00,240,307,691,141,195,403
10/10/2010 09:00,432,573,1553,336,578,868
10/10/2010 10:00,889,1245,2893,840,1576,1821
10/10/2010 11:00,1317,2255,3992,1205,2770,3079
10/10/2010 12:00,1574,3736,5144,1765,3601,4628
10/10/2010 13:00,1868,4884,5633,2387,4026,5637
10/10/2010 14:00,1916,6324,5056,3090,4459,6076
10/10/2010 15:00,2033,7236,5056,3680,4662,6204
10/10/2010 16:00,2042,6622,6206,3007,4549,4972
10/10/2010 17:00,1815,5134,6330,2623,3799,3396
10/10/2010 18:00,2007,3278,4632,1809,2648,1715
10/10/2010 19:00,1685,2599,1630,1219,1305,909
10/10/2010 20:00,1950,1642,1122,850,882,1020
10/10/2010 21:00,1457,1173,978,601,452,612
10/10/2010 22:00,1152,1097,991,562,346,607
10/10/2010 23:00,906,738,809,367,291,318
11/10/2010 00:00,382,311,323,176,119,201
11/10/2010 01:00,188,316,243,155,48,109
11/10/2010 02:00,176,97,90,87,42,175
11/10/2010 03:00,101,120,101,32,41,67
11/10/2010 04:00,53,166,63,30,153,304
11/10/2010 05:00,69,256,199,54,295,673
11/10/2010 06:00,186,473,467,222,378,980
11/10/2010 07:00,571,945,1501,403,675,1015
11/10/2010 08:00,1400,2309,5371,934,1284,960
11/10/2010 09:00,2278,2034,3361,1511,1960,694
11/10/2010 10:00,2068,2114,3642,3211,3081,1923
11/10/2010 11:00,2131,2862,5013,4515,3525,5932
11/10/2010 12:00,2941,5172,5894,4953,3767,8125
11/10/2010 13:00,4831,8042,3866,3863,4992,5730
11/10/2010 14:00,5948,8037,1626,3429,3634,3946
11/10/2010 15:00,5227,3823,3023,3309,3734,5229
11/10/2010 16:00,2487,4647,4633,3765,4690,5514
11/10/2010 17:00,2538,6112,7710,3852,4886,5064
11/10/2010 18:00,2603,4614,6121,2743,3201,2548
11/10/2010 19:00,1901,3792,2603,1660,1574,1447
11/10/2010 20:00,1737,1954,1740,1001,889,1018
11/10/2010 21:00,1359,1467,1434,699,581,721
11/10/2010 22:00,990,1152,1127,573,440,825
11/10/2010 23:00,766,1192,1148,367,288,536
12/10/2010 00:00,380,612,533,136,210,226
12/10/2010 01:00,161,296,253,74,99,164
12/10/2010 02:00,102,238,257,43,65,199
12/10/2010 03:00,148,255,245,50,80,282
12/10/2010 04:00,66,314,200,24,179,279
12/10/2010 05:00,60,148,193,56,269,443
12/10/2010 06:00,186,530,496,141,433,937
12/10/2010 07:00,564,1101,1674,425,624,2208
12/10/2010 08:00,1188,1780,5757,1323,1375,2642
12/10/2010 09:00,1833,1154,5058,1600,1930,2458
12/10/2010 10:00,1877,2281,4817,1965,2612,2689
12/10/2010 11:00,2240,3252,5890,2652,3629,5144
12/10/2010 12:00,2670,5196,6797,3909,4237,8144
12/10/2010 13:00,4710,8502,5330,3758,5666,5977
12/10/2010 14:00,5710,8766,1962,3346,4672,3792
12/10/2010 15:00,5804,4842,3905,3228,4985,4887
12/10/2010 16:00,2839,5058,5570,3435,4793,5512
12/10/2010 17:00,3039,6034,7975,3804,4738,4996
12/10/2010 18:00,2913,4834,6333,2309,3331,2912
12/10/2010 19:00,2035,3646,2369,1531,1635,1499
12/10/2010 20:00,1932,2333,1437,856,929,1268
12/10/2010 21:00,1260,1782,1509,712,570,1133
12/10/2010 22:00,1184,1653,1376,616,479,1000
12/10/2010 23:00,878,1311,1235,352,396,751
13/10/2010 00:00,404,817,550,172,193,287
13/10/2010 01:00,176,344,342,98,123,299
13/10/2010 02:00,109,448,428,85,61,500
13/10/2010 03:00,132,567,465,85,82,147
13/10/2010 04:00,62,206,97,37,143,244
13/10/2010 05:00,55,259,208,61,319,397
13/10/2010 06:00,148,432,500,172,417,816
13/10/2010 07:00,581,1193,1169,454,625,2310
13/10/2010 08:00,1466,2716,4936,1449,1311,2963
13/10/2010 09:00,2053,2649,5121,1624,1783,2360
13/10/2010 10:00,1766,2766,4641,1919,2641,2989
13/10/2010 11:00,2090,3483,6069,2832,3374,4192
13/10/2010 12:00,2299,5288,6750,3822,4174,7364
13/10/2010 13:00,3077,7848,6858,5278,5427,6266
13/10/2010 14:00,3107,5916,6741,4929,4844,4724
