Unnamed: 0,O'Connell Street at Clerys,Grafton St at Card Gallery,Grafton St at M&S,O'Connell Street at Easons,Henry Street at Butlers,Grafton St at Korkys
01/01/2010 00:00,852,1134,229,131,78,421
01/01/2010 01:00,736,1281,276,92,44,634
01/01/2010 02:00,1064,1839,944,74,28,995
01/01/2010 03:00,1646,2683,1219,106,49,979
01/01/2010 04:00,598,865,491,35,47,356
01/01/2010 05:00,317,363,553,25,121,176
01/01/2010 06:00,231,251,496,82,168,184
01/01/2010 07:00,176,161,386,202,292,128
01/01/2010 08:00,140,157,404,499,625,150
01/01/2010 09:00,272,199,766,628,812,211
01/01/2010 10:00,545,491,1325,1139,1024,1389
01/01/2010 11:00,809,996,2341,1356,1290,2246
01/01/2010 12:00,1117,2027,3809,1980,1771,2232
01/01/2010 13:00,1256,4224,3139,2412,2286,1995
01/01/2010 14:00,1175,3568,2607,2350,1970,2467
01/01/2010 15:00,1316,3879,5013,2414,1900,3033
01/01/2010 16:00,1478,4997,3057,2480,1974,2497
01/01/2010 17:00,1309,4464,1415,2303,1790,1581
01/01/2010 18:00,1195,2236,895,1577,1416,1010
01/01/2010 19:00,1166,1310,716,1067,1054,556
01/01/2010 20:00,713,1015,595,707,274,482
01/01/2010 21:00,688,748,533,513,168,482
01/01/2010 22:00,644,696,403,470,114,318
01/01/2010 23:00,362,412,95,337,73,189
02/01/2010 00:00,192,242,80,573,226,93
02/01/2010 01:00,107,204,68,397,156,69
02/01/2010 02:00,96,86,84,390,124,65
02/01/2010 03:00,67,73,57,512,187,55
02/01/2010 04:00,26,62,38,144,94,50
02/01/2010 05:00,32,136,375,56,199,79
02/01/2010 06:00,130,278,507,181,233,239
02/01/2010 07:00,248,338,397,260,292,258
02/01/2010 08:00,319,464,866,573,696,483
02/01/2010 09:00,528,720,2170,1051,1361,772
02/01/2010 10:00,998,1345,3500,3082,2687,2867
02/01/2010 11:00,2459,2633,5096,4538,3791,3665
02/01/2010 12:00,3445,4447,5591,5434,5595,4142
02/01/2010 13:00,3140,6505,4625,5399,6266,6241
02/01/2010 14:00,2410,8624,4577,6642,7029,6661
02/01/2010 15:00,2639,9962,4231,7533,7145,8653
02/01/2010 16:00,2536,11262,5413,7409,6704,6921
02/01/2010 17:00,2637,10986,4032,6229,6633,4165
02/01/2010 18:00,1907,5904,2434,5244,4462,2102
02/01/2010 19:00,1719,2845,1226,3327,2322,1081
02/01/2010 20:00,1232,1788,495,1728,1170,858
02/01/2010 21:00,956,1294,393,1371,842,655
02/01/2010 22:00,1045,1096,289,1860,789,489
02/01/2010 23:00,681,918,280,1129,396,420
03/01/2010 00:00,409,712,202,741,201,259
03/01/2010 01:00,226,610,248,674,152,185
03/01/2010 02:00,237,552,385,579,130,317
03/01/2010 03:00,295,684,534,477,156,289
03/01/2010 04:00,127,208,230,148,70,95
03/01/2010 05:00,58,78,137,55,54,32
03/01/2010 06:00,105,123,502,98,92,134
03/01/2010 07:00,116,214,614,94,96,106
03/01/2010 08:00,164,173,737,181,112,204
03/01/2010 09:00,178,368,1205,567,579,396
03/01/2010 10:00,469,822,2264,1337,1492,910
03/01/2010 11:00,980,1443,3589,1816,2132,1965
03/01/2010 12:00,1497,2932,5099,2585,3033,3407
03/01/2010 13:00,1943,4357,5447,3174,4264,3541
03/01/2010 14:00,1772,5690,4321,3861,4940,5095
03/01/2010 15:00,1848,7234,5761,3964,4065,6338
03/01/2010 16:00,1740,9095,5998,4318,4309,5271
03/01/2010 17:00,2227,8367,4577,3822,3989,3147
03/01/2010 18:00,1654,4588,2623,2637,2575,1387
03/01/2010 19:00,1383,1857,1197,1946,1347,721
03/01/2010 20:00,1109,1011,463,1389,795,651
03/01/2010 21:00,763,788,237,1006,448,385
03/01/2010 22:00,678,703,213,897,291,315
03/01/2010 23:00,403,503,136,555,175,243
04/01/2010 00:00,238,288,83,141,151,123
04/01/2010 01:00,134,278,78,78,75,110
04/01/2010 02:00,75,140,60,81,35,96
04/01/2010 03:00,38,94,43,97,52,126
04/01/2010 04:00,39,145,22,61,110,62
04/01/2010 05:00,83,144,155,30,269,228
04/01/2010 06:00,312,451,612,101,447,553
04/01/2010 07:00,822,889,719,191,612,1337
04/01/2010 08:00,1604,2076,3251,402,1183,2058
04/01/2010 09:00,1540,1726,4242,767,1199,1454
04/01/2010 10:00,2145,1808,3999,1388,3318,3130
04/01/2010 11:00,3410,2176,5208,1647,3822,5112
04/01/2010 12:00,5209,4340,7130,1669,4375,5841
04/01/2010 13:00,5714,8510,6801,2243,5422,7040
04/01/2010 14:00,2647,6656,6792,2583,4419,4820
04/01/2010 15:00,2343,6715,6675,2554,4177,5367
04/01/2010 16:00,2467,8109,6297,2453,3990,5622
04/01/2010 17:00,2779,10227,5058,2686,4193,4813
04/01/2010 18:00,2273,6089,3490,1668,3221,1990
04/01/2010 19:00,1576,2247,1494,1061,950,915
04/01/2010 20:00,909,1149,454,668,1010,526
04/01/2010 21:00,703,757,259,520,582,404
04/01/2010 22:00,751,706,201,408,399,427
04/01/2010 23:00,436,532,123,271,263,204
05/01/2010 00:00,200,301,95,102,184,137
05/01/2010 01:00,148,181,57,55,134,91
05/01/2010 02:00,70,187,89,82,122,169
05/01/2010 03:00,159,289,155,74,132,206
05/01/2010 04:00,63,243,36,51,181,123
05/01/2010 05:00,100,162,113,70,414,167
05/01/2010 06:00,318,530,388,125,521,574
05/01/2010 07:00,774,990,680,272,1045,1204
05/01/2010 08:00,958,2076,3115,737,2062,2212
05/01/2010 09:00,1087,1341,3941,847,2618,1385
05/01/2010 10:00,1306,1405,3867,1083,3388,2815
05/01/2010 11:00,1636,1973,5377,1494,4348,4051
05/01/2010 12:00,5111,4058,6902,1989,5494,4520
05/01/2010 13:00,4982,8139,4873,2586,6426,4283
05/01/2010 14:00,1951,5873,3750,2206,5691,4201
05/01/2010 15:00,2213,5967,7149,2441,5814,4668
05/01/2010 16:00,2512,6989,5975,2509,6539,4749
05/01/2010 17:00,3022,9922,5262,2524,6228,4763
05/01/2010 18:00,2407,6405,3635,1709,4467,2054
05/01/2010 19:00,1494,2266,1597,986,2485,974
05/01/2010 20:00,983,1365,561,592,1258,804
05/01/2010 21:00,629,1105,369,458,890,499
05/01/2010 22:00,830,669,235,357,624,370
05/01/2010 23:00,403,516,148,251,308,302
06/01/2010 00:00,194,318,109,84,68,121
06/01/2010 01:00,101,222,90,50,48,102
06/01/2010 02:00,91,182,124,40,58,168
06/01/2010 03:00,39,242,194,43,57,138
06/01/2010 04:00,18,136,55,25,139,106
06/01/2010 05:00,58,150,149,32,237,250
06/01/2010 06:00,304,435,509,109,266,386
06/01/2010 07:00,761,1020,892,235,537,1401
06/01/2010 08:00,1248,2500,3732,591,1057,2614
06/01/2010 09:00,1427,1994,3790,780,1528,1497
06/01/2010 10:00,1714,1663,3205,1292,2579,1732
06/01/2010 11:00,2147,1995,4563,1495,3076,2287
06/01/2010 12:00,6708,3871,5554,1764,3740,3408
06/01/2010 13:00,6538,5228,5736,2486,4574,5334
06/01/2010 14:00,2561,4527,5713,2214,3942,4609
06/01/2010 15:00,2904,5135,6238,2337,3876,4755
06/01/2010 16:00,3297,7415,5587,2518,3603,5438
06/01/2010 17:00,3689,8660,3893,2874,3876,4386
06/01/2010 18:00,2421,4893,2190,2135,2762,2251
06/01/2010 19:00,1480,1947,1280,1005,1541,1011
06/01/2010 20:00,1058,1050,785,614,932,787
06/01/2010 21:00,689,856,707,546,548,543
06/01/2010 22:00,863,529,480,422,329,362
06/01/2010 23:00,334,440,230,348,219,273
07/01/2010 00:00,134,187,89,90,87,61
07/01/2010 01:00,66,71,62,63,53,43
07/01/2010 02:00,36,71,79,82,52,78
07/01/2010 03:00,57,150,120,86,43,99
07/01/2010 04:00,44,99,33,46,128,81
07/01/2010 05:00,53,189,210,43,179,218
07/01/2010 06:00,322,420,452,83,257,554
07/01/2010 07:00,848,1155,801,167,403,1415
07/01/2010 08:00,1143,2071,3930,406,814,2509
07/01/2010 09:00,1702,1928,4406,466,1213,1579
07/01/2010 10:00,2234,1357,3499,620,1615,2325
07/01/2010 11:00,2746,1479,4350,899,2307,2208
07/01/2010 12:00,5746,2470,5897,1383,2933,2918
07/01/2010 13:00,7732,5787,4878,1698,3643,3031
07/01/2010 14:00,2289,3743,6360,1512,3220,3103
07/01/2010 15:00,2148,4038,5864,1541,3096,4007
07/01/2010 16:00,2381,6428,4656,1764,3352,4684
07/01/2010 17:00,2734,8096,3220,1744,3656,4138
07/01/2010 18:00,1821,5442,2390,1389,2939,2372
07/01/2010 19:00,1320,2603,1307,881,1922,1132
07/01/2010 20:00,702,1190,745,672,1271,759
07/01/2010 21:00,480,800,440,381,633,474
07/01/2010 22:00,596,594,340,271,330,372
07/01/2010 23:00,342,427,197,222,220,296
08/01/2010 00:00,255,340,171,92,148,122
08/01/2010 01:00,119,152,98,63,84,55
08/01/2010 02:00,50,125,85,52,52,73
08/01/2010 03:00,59,128,138,73,92,86
08/01/2010 04:00,25,108,65,23,89,60
08/01/2010 05:00,46,182,236,16,228,168
08/01/2010 06:00,284,378,487,56,317,507
08/01/2010 07:00,732,1070,914,141,551,1301
08/01/2010 08:00,972,2104,3784,349,1179,2552
08/01/2010 09:00,1271,2268,5009,439,1531,2221
08/01/2010 10:00,1359,1571,3907,800,1930,2902
08/01/2010 11:00,1590,1849,4862,952,2433,4198
08/01/2010 12:00,1880,2890,6402,1394,3341,4080
08/01/2010 13:00,2128,7394,4968,1697,4311,3639
08/01/2010 14:00,2438,4656,3708,1654,3715,3696
08/01/2010 15:00,2332,4680,7338,1699,3583,3711
08/01/2010 16:00,2454,6957,5475,1746,3724,4753
08/01/2010 17:00,2779,9314,3820,1621,3377,4266
08/01/2010 18:00,2167,5798,2676,1110,2670,2477
08/01/2010 19:00,1634,2839,1376,751,1987,1227
08/01/2010 20:00,1031,1520,742,497,517,747
08/01/2010 21:00,820,1157,553,362,317,695
08/01/2010 22:00,878,1134,564,331,217,558
08/01/2010 23:00,493,857,434,237,139,478
09/01/2010 00:00,238,620,454,165,171,261
09/01/2010 01:00,197,341,419,114,117,119
09/01/2010 02:00,197,274,311,113,94,275
09/01/2010 03:00,238,363,357,148,141,224
09/01/2010 04:00,98,191,140,41,71,66
09/01/2010 05:00,68,143,201,15,150,112
09/01/2010 06:00,152,294,308,51,176,294
09/01/2010 07:00,274,499,536,74,221,524
09/01/2010 08:00,325,561,1628,166,526,637
09/01/2010 09:00,505,855,2572,306,1030,1033
09/01/2010 10:00,976,1301,3245,899,2033,1683
09/01/2010 11:00,1604,2660,4012,1325,2867,3579
09/01/2010 12:00,2728,4343,5085,1590,4232,6319
09/01/2010 13:00,2990,6628,6214,1579,4740,7760
09/01/2010 14:00,2439,6313,6298,1943,5317,7908
09/01/2010 15:00,2583,7106,6299,2203,5403,8250
09/01/2010 16:00,2365,8528,5503,2167,5071,7072
09/01/2010 17:00,2206,8768,3445,1821,5018,4399
09/01/2010 18:00,1506,4357,2142,1534,3375,2108
09/01/2010 19:00,1212,1885,1183,973,1757,1128
09/01/2010 20:00,902,1475,2045,507,885,1025
09/01/2010 21:00,762,1073,919,402,637,945
09/01/2010 22:00,816,1107,1467,544,597,757
09/01/2010 23:00,584,1081,1298,329,300,578
10/01/2010 00:00,257,836,1054,275,129,423
10/01/2010 01:00,160,532,608,248,97,260
10/01/2010 02:00,124,482,775,213,82,447
10/01/2010 03:00,220,734,920,174,99,472
10/01/2010 04:00,87,331,404,53,44,146
10/01/2010 05:00,34,64,209,19,34,43
10/01/2010 06:00,52,111,266,35,59,124
10/01/2010 07:00,72,196,309,33,61,168
10/01/2010 08:00,113,251,415,65,71,286
10/01/2010 09:00,209,263,1014,209,369,475
10/01/2010 10:00,450,509,1778,494,952,765
10/01/2010 11:00,815,1085,2616,671,1361,1152
10/01/2010 12:00,1474,2032,3489,958,1936,2117
10/01/2010 13:00,1670,2663,4056,1177,2722,2740
10/01/2010 14:00,1365,3516,3902,1431,3154,3454
10/01/2010 15:00,1568,4132,4809,1469,2595,3918
10/01/2010 16:00,1471,4888,3814,1600,2751,3452
10/01/2010 17:00,1595,4259,2472,1416,2547,1955
10/01/2010 18:00,1184,2048,1335,978,1644,900
10/01/2010 19:00,931,810,613,721,860,415
10/01/2010 20:00,604,519,353,515,508,364
10/01/2010 21:00,455,398,218,373,286,279
10/01/2010 22:00,471,357,182,334,186,279
10/01/2010 23:00,334,288,144,207,112,128
11/01/2010 00:00,143,116,56,90,138,58
11/01/2010 01:00,107,156,63,49,68,133
11/01/2010 02:00,78,116,42,51,32,87
11/01/2010 03:00,49,76,47,62,48,94
11/01/2010 04:00,40,176,101,39,101,148
11/01/2010 05:00,88,177,109,19,248,199
11/01/2010 06:00,376,466,461,64,412,657
11/01/2010 07:00,1040,1033,727,122,564,1467
11/01/2010 08:00,1688,2855,2018,257,1091,2416
11/01/2010 09:00,1478,2096,3623,491,1106,1665
11/01/2010 10:00,1732,1676,3219,889,3060,1877
11/01/2010 11:00,2017,1792,3954,1055,3524,2010
11/01/2010 12:00,2391,2725,5973,1070,4034,3877
11/01/2010 13:00,3370,5151,7746,1439,5000,4684
11/01/2010 14:00,2469,4182,6937,1659,4075,3388
11/01/2010 15:00,1936,3996,7000,1640,3852,3772
11/01/2010 16:00,2040,5119,6168,1574,3679,3960
11/01/2010 17:00,2915,8488,4861,1724,3867,4381
11/01/2010 18:00,2222,5424,3568,1070,2970,2053
11/01/2010 19:00,1436,2158,1557,681,877,899
11/01/2010 20:00,1043,1290,1031,429,932,710
11/01/2010 21:00,792,888,691,334,536,599
11/01/2010 22:00,625,816,496,262,368,282
11/01/2010 23:00,432,511,375,175,242,304
12/01/2010 00:00,209,362,266,56,121,206
12/01/2010 01:00,112,236,146,31,88,144
12/01/2010 02:00,107,160,131,45,80,103
12/01/2010 03:00,122,223,184,41,86,122
12/01/2010 04:00,65,130,74,28,119,95
12/01/2010 05:00,101,161,154,38,272,179
12/01/2010 06:00,294,544,663,68,342,652
12/01/2010 07:00,806,1163,1166,150,687,1549
12/01/2010 08:00,1591,2927,3068,409,1357,2784
12/01/2010 09:00,1227,2154,3747,469,1722,1939
12/01/2010 10:00,1378,1837,4619,601,2229,1843
12/01/2010 11:00,1814,1958,5978,830,2861,2206
12/01/2010 12:00,2908,3406,7338,1107,3615,4562
12/01/2010 13:00,5784,6214,7928,1439,4228,5401
12/01/2010 14:00,3381,4117,7302,1228,3745,3222
12/01/2010 15:00,2770,3305,5389,1359,3826,2787
12/01/2010 16:00,2067,3542,3434,1396,4303,2979
12/01/2010 17:00,2381,6148,3215,1405,4098,3582
12/01/2010 18:00,1737,4003,2262,951,2940,1584
12/01/2010 19:00,1174,1501,928,549,1636,853
12/01/2010 20:00,894,926,659,330,828,717
12/01/2010 21:00,598,656,524,255,586,396
12/01/2010 22:00,581,523,429,199,410,307
12/01/2010 23:00,332,322,240,141,202,230
13/01/2010 00:00,139,272,156,47,52,124
13/01/2010 01:00,68,153,59,47,11,53
13/01/2010 02:00,47,104,88,31,17,96
13/01/2010 03:00,70,143,102,19,75,98
13/01/2010 04:00,72,211,69,11,24,242
13/01/2010 05:00,115,211,258,17,109,234
13/01/2010 06:00,376,442,500,78,300,741
13/01/2010 07:00,998,1044,988,218,502,1696
13/01/2010 08:00,1521,2772,3279,447,920,2336
13/01/2010 09:00,1198,1848,4555,530,1235,1344
13/01/2010 10:00,1017,1778,4049,675,1735,1621
13/01/2010 11:00,1327,1962,4602,770,2531,2234
13/01/2010 12:00,2062,3444,5748,1274,3513,4639
13/01/2010 13:00,2835,5901,5541,1450,4123,4934
13/01/2010 14:00,2644,4477,6108,1335,3542,3584
13/01/2010 15:00,2545,4071,6262,1229,3339,4007
13/01/2010 16:00,2509,5247,6180,1585,3725,4230
13/01/2010 17:00,3100,8558,5153,1720,3611,4422
13/01/2010 18:00,2278,6180,3906,1273,2530,2262
13/01/2010 19:00,1698,3210,2089,765,1154,1278
13/01/2010 20:00,1187,1600,1085,550,627,881
13/01/2010 21:00,807,1305,865,339,387,663
13/01/2010 22:00,750,1047,609,234,213,554
13/01/2010 23:00,462,868,530,159,152,498
14/01/2010 00:00,259,564,298,102,147,203
14/01/2010 01:00,130,230,135,74,91,146
14/01/2010 02:00,105,201,212,97,88,190
14/01/2010 03:00,84,377,329,101,74,247
14/01/2010 04:00,44,260,100,54,218,127
14/01/2010 05:00,119,210,250,50,306,156
14/01/2010 06:00,318,420,561,97,439,584
14/01/2010 07:00,821,1221,1129,195,686,1520
14/01/2010 08:00,1542,2560,4687,473,1388,2623
14/01/2010 09:00,1732,1994,4845,543,2068,1906
14/01/2010 10:00,2245,1893,4473,723,2753,2769
14/01/2010 11:00,2604,2194,5746,1048,3932,4634
14/01/2010 12:00,3998,4059,7516,1613,5001,4742
14/01/2010 13:00,9509,7996,4798,1980,6210,3884
14/01/2010 14:00,3060,5769,4306,1762,5489,3834
14/01/2010 15:00,2461,5087,6921,1797,5278,3925
14/01/2010 16:00,2738,6434,7068,2054,5715,5089
14/01/2010 17:00,4006,11003,7194,2031,6232,6659
14/01/2010 18:00,2726,10240,6636,1616,5010,4329
14/01/2010 19:00,1862,6450,4725,1025,3277,2648
14/01/2010 20:00,1392,3808,2728,783,2166,1394
14/01/2010 21:00,1109,1909,1166,442,1079,895
14/01/2010 22:00,1096,1235,765,316,563,579
14/01/2010 23:00,656,897,594,258,375,485
15/01/2010 00:00,340,630,466,134,237,210
15/01/2010 01:00,160,440,243,92,134,163
15/01/2010 02:00,167,184,197,75,83,197
15/01/2010 03:00,242,310,281,107,147,141
15/01/2010 04:00,119,267,151,34,142,173
15/01/2010 05:00,112,188,210,24,366,251
15/01/2010 06:00,336,531,483,82,508,633
15/01/2010 07:00,896,1157,965,207,887,1591
15/01/2010 08:00,1662,2578,3825,514,1899,2607
15/01/2010 09:00,1813,2430,4195,646,2467,1785
15/01/2010 10:00,1698,2090,4478,1174,3112,2126
15/01/2010 11:00,2166,2985,6337,1398,3923,3058
15/01/2010 12:00,2659,4699,7368,2046,5389,5625
15/01/2010 13:00,5030,8128,6180,2491,6957,6277
15/01/2010 14:00,2914,6303,6902,2429,5996,4822
15/01/2010 15:00,2983,6117,6986,2495,5783,5904
15/01/2010 16:00,3100,7403,6843,2563,6008,5710
15/01/2010 17:00,3571,10408,6740,2378,5448,5788
15/01/2010 18:00,2708,7830,5194,1629,4309,3049
15/01/2010 19:00,1827,3094,2146,1101,3205,1461
15/01/2010 20:00,1513,1903,1302,730,835,1097
15/01/2010 21:00,1053,1297,864,530,512,794
15/01/2010 22:00,1253,1186,881,486,350,778
15/01/2010 23:00,822,967,819,348,222,538
16/01/2010 00:00,442,780,744,196,171,360
16/01/2010 01:00,274,478,530,135,118,218
16/01/2010 02:00,259,346,560,132,94,345
16/01/2010 03:00,251,475,648,173,141,242
16/01/2010 04:00,96,165,181,47,71,83
16/01/2010 05:00,91,210,225,18,150,264
16/01/2010 06:00,229,325,302,60,176,323
16/01/2010 07:00,384,411,376,87,221,461
16/01/2010 08:00,777,769,1483,194,527,733
16/01/2010 09:00,837,1121,3441,357,1032,1306
16/01/2010 10:00,1493,2127,5006,1050,2038,3205
16/01/2010 11:00,1896,4181,5924,1546,2875,4297
16/01/2010 12:00,2231,7349,4742,1856,4246,6580
16/01/2010 13:00,2618,8914,5332,1845,4755,7836
16/01/2010 14:00,2794,9418,4511,2268,5334,7663
16/01/2010 15:00,2759,10051,4345,2573,5421,8297
16/01/2010 16:00,2800,11156,5682,2530,5088,8585
16/01/2010 17:00,3255,11724,6735,2127,5034,5650
16/01/2010 18:00,2432,7418,4819,1791,3385,2683
16/01/2010 19:00,2016,3193,2642,1136,1761,1508
16/01/2010 20:00,1756,2485,1897,590,887,1191
16/01/2010 21:00,1131,2228,1651,469,638,1236
16/01/2010 22:00,1580,2304,1682,635,598,1146
16/01/2010 23:00,971,2213,1931,386,300,998
17/01/2010 00:00,575,1588,1513,306,214,730
17/01/2010 01:00,367,1394,1447,277,161,645
17/01/2010 02:00,236,1326,1359,238,137,776
17/01/2010 03:00,450,3629,2061,194,165,1019
17/01/2010 04:00,114,715,730,59,73,171
17/01/2010 05:00,49,165,314,21,57,74
17/01/2010 06:00,97,147,254,39,97,132
17/01/2010 07:00,98,239,306,37,102,160
17/01/2010 08:00,117,247,569,73,118,259
17/01/2010 09:00,339,431,1291,232,616,487
17/01/2010 10:00,802,1020,2585,550,1587,1218
17/01/2010 11:00,1468,1712,4240,748,2269,2534
17/01/2010 12:00,2590,2966,5211,1070,3227,3390
17/01/2010 13:00,4297,5568,3364,1312,4539,2691
17/01/2010 14:00,2631,6922,3534,1595,5258,5838
17/01/2010 15:00,1746,7517,5398,1637,4327,6397
17/01/2010 16:00,1780,8188,5845,1785,4586,6037
17/01/2010 17:00,2207,8628,5166,1580,4245,3392
17/01/2010 18:00,1927,4861,2774,1090,2741,1308
17/01/2010 19:00,1426,1839,1353,804,1434,887
17/01/2010 20:00,1319,1322,973,574,847,718
17/01/2010 21:00,814,928,718,415,477,459
17/01/2010 22:00,945,770,626,371,310,473
17/01/2010 23:00,416,533,442,230,186,192
18/01/2010 00:00,214,300,225,101,161,134
18/01/2010 01:00,119,290,216,55,79,106
18/01/2010 02:00,80,145,139,57,37,118
18/01/2010 03:00,45,170,138,69,55,188
18/01/2010 04:00,51,172,86,43,117,149
18/01/2010 05:00,82,244,207,21,289,223
18/01/2010 06:00,302,523,606,71,480,650
18/01/2010 07:00,770,1142,1228,137,657,1406
18/01/2010 08:00,1639,2819,5223,287,1272,2851
18/01/2010 09:00,1594,2365,5120,549,1289,1921
18/01/2010 10:00,1658,1729,4754,995,3568,2844
18/01/2010 11:00,3609,2645,5886,1181,4110,5247
18/01/2010 12:00,6158,4304,7231,1197,4705,4602
18/01/2010 13:00,10507,7968,4294,1609,5832,3318
18/01/2010 14:00,3565,5811,3574,1855,4753,3799
18/01/2010 15:00,2510,5043,6798,1834,4493,4141
18/01/2010 16:00,2521,5227,6825,1761,4291,4548
18/01/2010 17:00,3272,9173,6498,1928,4509,4770
18/01/2010 18:00,2371,6166,4728,1197,3464,2268
18/01/2010 19:00,1531,2591,2141,762,1021,1139
18/01/2010 20:00,1126,1685,1402,480,1087,855
18/01/2010 21:00,757,1332,816,373,625,609
18/01/2010 22:00,782,813,627,294,430,526
18/01/2010 23:00,569,938,632,196,282,450
19/01/2010 00:00,219,498,322,71,161,196
19/01/2010 01:00,136,243,177,39,117,134
19/01/2010 02:00,150,308,341,57,106,247
19/01/2010 03:00,215,430,399,52,115,185
19/01/2010 04:00,74,193,121,35,158,161
19/01/2010 05:00,93,151,162,49,361,176
19/01/2010 06:00,334,432,609,87,454,556
19/01/2010 07:00,833,1259,1283,191,911,1652
19/01/2010 08:00,1457,2983,4296,519,1799,2927
19/01/2010 09:00,2169,1590,4900,596,2284,2054
19/01/2010 10:00,1968,1919,5126,764,2956,2064
19/01/2010 11:00,2178,2393,6446,1054,3794,2717
19/01/2010 12:00,3122,4581,7328,1404,4794,5779
19/01/2010 13:00,3870,7098,7380,1825,5607,5776
19/01/2010 14:00,3590,4472,6936,1557,4966,3684
19/01/2010 15:00,3644,4232,6818,1724,5073,3972
19/01/2010 16:00,3162,5487,5691,1771,5706,4178
19/01/2010 17:00,2925,9011,6279,1782,5435,4708
19/01/2010 18:00,2305,5942,4895,1206,3898,2335
19/01/2010 19:00,1677,2712,2688,696,2168,1354
19/01/2010 20:00,1106,1597,1505,418,1097,1332
19/01/2010 21:00,785,1151,791,323,776,649
19/01/2010 22:00,915,779,534,252,544,394
19/01/2010 23:00,487,572,352,176,268,304
20/01/2010 00:00,148,323,273,53,84,225
20/01/2010 01:00,117,96,93,36,48,78
20/01/2010 02:00,100,480,155,27,61,159
20/01/2010 03:00,102,1285,157,25,81,179
20/01/2010 04:00,61,312,63,15,140,243
20/01/2010 05:00,86,238,99,20,265,222
20/01/2010 06:00,428,595,322,74,364,615
20/01/2010 07:00,930,1128,747,174,696,1682
20/01/2010 08:00,2195,2310,4315,409,1347,2667
20/01/2010 09:00,1815,1786,4673,523,1912,1831
20/01/2010 10:00,2488,1909,4779,812,3096,2151
20/01/2010 11:00,3170,2623,6082,936,3867,2608
20/01/2010 12:00,3808,4485,7770,1207,4867,5630
20/01/2010 13:00,3206,7799,7120,1604,5887,6384
20/01/2010 14:00,2667,5401,6913,1441,5070,4428
20/01/2010 15:00,2478,5138,7031,1471,4932,4271
20/01/2010 16:00,2367,5933,6842,1658,4818,5477
20/01/2010 17:00,3283,10277,6743,1867,5034,6069
20/01/2010 18:00,2661,7606,5348,1387,3571,2739
20/01/2010 19:00,1971,3658,3312,699,1894,1516
20/01/2010 20:00,1408,1997,2489,451,1119,1161
20/01/2010 21:00,895,1652,1570,357,665,922
20/01/2010 22:00,1019,1307,1064,269,392,795
20/01/2010 23:00,701,1545,1452,212,264,916
21/01/2010 00:00,245,943,811,93,131,381
21/01/2010 01:00,118,444,481,65,81,421
21/01/2010 02:00,93,615,802,85,79,656
21/01/2010 03:00,121,736,680,89,66,311
21/01/2010 04:00,39,337,545,47,195,166
21/01/2010 05:00,105,191,158,44,275,288
21/01/2010 06:00,445,551,535,86,394,577
21/01/2010 07:00,969,1182,1149,173,616,1835
21/01/2010 08:00,1742,2689,4014,420,1247,3154
21/01/2010 09:00,1794,2220,4806,483,1859,2081
21/01/2010 10:00,2030,2168,3998,643,2475,2225
21/01/2010 11:00,2223,2381,4712,933,3535,2601
21/01/2010 12:00,2972,4023,4628,1433,4496,4628
21/01/2010 13:00,3582,6467,5143,1760,5584,5238
21/01/2010 14:00,3189,4920,6085,1567,4936,3793
21/01/2010 15:00,3172,4637,6324,1598,4745,4014
21/01/2010 16:00,3119,5984,6096,1829,5139,4557
21/01/2010 17:00,3232,9681,4908,1808,5604,4957
21/01/2010 18:00,2636,8191,4323,1438,4505,3403
21/01/2010 19:00,1812,5154,2931,913,2947,2070
21/01/2010 20:00,1699,2999,2013,697,1948,1298
21/01/2010 21:00,1133,1799,1037,395,970,875
21/01/2010 22:00,1197,1263,935,282,506,947
21/01/2010 23:00,741,996,890,231,337,583
22/01/2010 00:00,377,677,549,104,234,228
22/01/2010 01:00,175,305,357,71,132,167
22/01/2010 02:00,239,365,456,58,82,264
22/01/2010 03:00,279,538,537,83,146,280
22/01/2010 04:00,83,255,229,26,140,97
22/01/2010 05:00,106,179,254,18,362,385
22/01/2010 06:00,392,514,582,64,504,649
22/01/2010 07:00,995,1114,1192,161,877,1526
22/01/2010 08:00,1615,800,4867,400,1879,2420
22/01/2010 09:00,1739,1479,4904,503,2441,1915
22/01/2010 10:00,2084,2270,5215,916,3079,3582
22/01/2010 11:00,3363,3345,6673,1090,3880,5796
22/01/2010 12:00,6909,5831,7136,1596,5330,5126
22/01/2010 13:00,12354,8888,4326,1944,6881,4126
22/01/2010 14:00,4637,8100,4511,1894,5929,4945
22/01/2010 15:00,2944,6626,6417,1945,5719,5017
22/01/2010 16:00,2921,8199,6746,1999,5943,6417
22/01/2010 17:00,3611,10619,6736,1856,5388,6287
22/01/2010 18:00,3067,8487,5337,1271,4261,3296
22/01/2010 19:00,2107,4584,3610,860,3171,1933
22/01/2010 20:00,1696,2784,2231,570,826,1285
22/01/2010 21:00,1267,2174,1651,414,505,1179
22/01/2010 22:00,1575,2317,1577,380,345,1246
22/01/2010 23:00,1127,2206,1935,273,219,1093
23/01/2010 00:00,583,1871,1627,179,226,610
23/01/2010 01:00,294,1083,1262,124,156,503
23/01/2010 02:00,300,1027,1289,121,124,704
23/01/2010 03:00,295,1166,1280,159,187,496
23/01/2010 04:00,94,349,374,44,93,169
23/01/2010 05:00,61,192,232,16,199,146
23/01/2010 06:00,161,344,386,55,234,288
