Date and Time,O'Connell St Outside Clerys,O'Connell St Outside Pennys,Grafton Street,Henry Street
28/01/2008 06:00,630,340,693,486
28/01/2008 07:00,1275,790,1594,915
28/01/2008 08:00,2331,1347,3460,1575
28/01/2008 09:00,1897,1299,2534,2192
28/01/2008 10:00,1893,2800,2097,3309
28/01/2008 11:00,3576,5251,3408,4020
28/01/2008 12:00,4337,4420,6226,6037
28/01/2008 13:00,4539,5983,9706,8089
28/01/2008 14:00,2932,4137,5949,5937
28/01/2008 15:00,2710,4414,4895,5544
28/01/2008 16:00,2946,4849,6258,6036
28/01/2008 17:00,3857,5345,8838,6537
28/01/2008 18:00,3156,4478,6344,4225
28/01/2008 19:00,1767,2710,2586,1811
28/01/2008 20:00,1423,1684,1554,976
28/01/2008 21:00,1058,1109,1162,647
28/01/2008 22:00,980,813,721,352
28/01/2008 23:00,578,629,560,203
29/01/2008 00:00,220,216,326,92
29/01/2008 01:00,99,127,154,51
29/01/2008 02:00,124,103,155,53
29/01/2008 03:00,80,113,204,120
29/01/2008 04:00,79,40,121,43
29/01/2008 05:00,148,69,311,233
29/01/2008 06:00,626,266,703,450
29/01/2008 07:00,1302,691,1674,815
29/01/2008 08:00,2447,1733,3779,1525
29/01/2008 09:00,3114,2418,3206,2080
29/01/2008 10:00,2604,2566,2293,2658
29/01/2008 11:00,2566,3227,3122,3567
29/01/2008 12:00,3332,4050,4509,4774
29/01/2008 13:00,3758,4926,7190,5825
29/01/2008 14:00,2544,3837,4857,5050
29/01/2008 15:00,2908,3652,4890,5779
29/01/2008 16:00,3114,4745,6234,5746
29/01/2008 17:00,4010,5589,9110,5781
29/01/2008 18:00,3238,4762,6865,4098
29/01/2008 19:00,2090,2745,2837,1775
29/01/2008 20:00,1698,1810,1645,1023
29/01/2008 21:00,1176,1234,1346,554
29/01/2008 22:00,945,884,945,321
29/01/2008 23:00,603,736,706,178
30/01/2008 00:00,225,243,398,73
30/01/2008 01:00,91,108,193,46
30/01/2008 02:00,101,155,173,34
30/01/2008 03:00,81,75,157,84
30/01/2008 04:00,42,36,150,59
30/01/2008 05:00,141,89,303,209
30/01/2008 06:00,708,329,753,423
30/01/2008 07:00,1435,781,1239,787
30/01/2008 08:00,2618,1309,3211,1459
30/01/2008 09:00,2689,1275,2698,2177
30/01/2008 10:00,2432,4566,2016,4379
30/01/2008 11:00,2542,4233,3436,3608
30/01/2008 12:00,3043,4056,5471,5176
30/01/2008 13:00,3247,5627,9201,6840
30/01/2008 14:00,2738,4535,5882,5307
30/01/2008 15:00,2889,4301,5101,5524
30/01/2008 16:00,3099,5210,6266,5674
30/01/2008 17:00,4364,6481,9361,5885
30/01/2008 18:00,3510,4629,7338,4350
30/01/2008 19:00,2172,2573,3413,1831
30/01/2008 20:00,1776,1712,1851,978
30/01/2008 21:00,1238,1167,1526,552
30/01/2008 22:00,1223,928,1098,396
30/01/2008 23:00,717,640,935,267
31/01/2008 00:00,356,203,530,121
31/01/2008 01:00,130,129,226,52
31/01/2008 02:00,144,82,190,26
31/01/2008 03:00,128,115,287,109
31/01/2008 04:00,354,36,786,156
31/01/2008 05:00,206,110,398,269
31/01/2008 06:00,662,265,769,528
31/01/2008 07:00,1466,640,1505,883
31/01/2008 08:00,2682,1268,3455,1653
31/01/2008 09:00,2079,1091,2413,1839
31/01/2008 10:00,1972,3725,2315,2877
31/01/2008 11:00,2176,2967,3065,3401
31/01/2008 12:00,2815,3492,5935,4502
31/01/2008 13:00,5508,4979,7613,5142
31/01/2008 14:00,3455,4003,5191,4348
31/01/2008 15:00,2735,4568,4477,4377
31/01/2008 16:00,2840,4825,5271,4616
31/01/2008 17:00,3651,5692,9120,5815
31/01/2008 18:00,3367,5319,9708,5142
31/01/2008 19:00,2276,3960,5442,3077
31/01/2008 20:00,2094,2875,3297,2014
31/01/2008 21:00,1278,1823,1712,897
31/01/2008 22:00,956,1142,1201,353
31/01/2008 23:00,830,744,1134,235
01/02/2008 00:00,541,389,830,129
01/02/2008 01:00,308,221,330,62
01/02/2008 02:00,250,134,289,46
01/02/2008 03:00,166,165,328,105
01/02/2008 04:00,89,70,217,73
01/02/2008 05:00,152,73,307,221
01/02/2008 06:00,636,283,684,575
01/02/2008 07:00,1322,639,1456,871
01/02/2008 08:00,2210,1442,3305,1653
01/02/2008 09:00,1967,1432,2954,2204
01/02/2008 10:00,2134,2045,2342,3069
01/02/2008 11:00,3775,3161,3608,3541
01/02/2008 12:00,7269,3984,7321,4836
01/02/2008 13:00,8693,5302,10025,6569
01/02/2008 14:00,6745,4967,7686,5684
01/02/2008 15:00,3829,5151,6773,6025
01/02/2008 16:00,4074,5262,8105,6187
01/02/2008 17:00,4697,6554,11033,6185
01/02/2008 18:00,3558,5385,8009,4753
01/02/2008 19:00,2269,3450,3640,2219
01/02/2008 20:00,1934,2416,2472,1135
01/02/2008 21:00,1517,1682,1800,642
01/02/2008 22:00,1609,1587,2084,531
01/02/2008 23:00,1194,1362,1757,387
02/02/2008 00:00,855,768,1532,194
02/02/2008 01:00,398,509,871,120
02/02/2008 02:00,387,459,760,130
02/02/2008 03:00,354,575,1242,136
02/02/2008 04:00,118,126,484,102
02/02/2008 05:00,92,67,216,148
02/02/2008 06:00,250,179,401,254
02/02/2008 07:00,456,234,658,337
02/02/2008 08:00,735,448,977,739
02/02/2008 09:00,1480,1064,1417,1368
02/02/2008 10:00,926,3084,3509,3089
02/02/2008 11:00,3148,5254,6340,6773
02/02/2008 12:00,5678,6967,8317,8240
02/02/2008 13:00,8846,6730,7555,8775
02/02/2008 14:00,6354,5765,7857,10065
02/02/2008 15:00,7001,6202,8244,8942
02/02/2008 16:00,8112,7993,10228,10420
02/02/2008 17:00,5805,8642,10257,8759
02/02/2008 18:00,4050,5912,6460,5174
02/02/2008 19:00,2915,3610,4015,1944
02/02/2008 20:00,2255,2513,2670,1049
02/02/2008 21:00,1976,2489,2752,673
02/02/2008 22:00,1913,2216,2997,534
02/02/2008 23:00,1345,1657,2971,387
03/02/2008 00:00,779,968,2394,216
03/02/2008 01:00,507,791,1489,174
03/02/2008 02:00,597,636,1506,148
03/02/2008 03:00,870,1125,2323,224
03/02/2008 04:00,252,324,857,112
03/02/2008 05:00,80,84,127,49
03/02/2008 06:00,115,145,137,87
03/02/2008 07:00,184,116,229,162
03/02/2008 08:00,280,238,268,203
03/02/2008 09:00,659,350,524,337
03/02/2008 10:00,1327,1002,1090,892
03/02/2008 11:00,1599,1696,1895,1715
03/02/2008 12:00,1872,2280,3159,2925
03/02/2008 13:00,2034,3076,4063,3900
03/02/2008 14:00,2267,3703,3931,4446
03/02/2008 15:00,2124,3752,4475,4797
03/02/2008 16:00,2002,3632,5627,4827
03/02/2008 17:00,2366,4311,4943,4273
03/02/2008 18:00,2052,2784,3013,2729
03/02/2008 19:00,1775,2213,1404,1167
03/02/2008 20:00,1675,1488,1094,609
03/02/2008 21:00,1272,1162,856,469
03/02/2008 22:00,1059,914,638,290
03/02/2008 23:00,598,516,528,224
04/02/2008 00:00,249,279,160,117
04/02/2008 01:00,176,320,195,28
04/02/2008 02:00,93,253,128,78
04/02/2008 03:00,144,202,221,211
04/02/2008 04:00,55,81,148,42
04/02/2008 05:00,117,98,261,237
04/02/2008 06:00,692,353,605,526
04/02/2008 07:00,1451,748,1146,959
04/02/2008 08:00,1517,1258,2950,1678
04/02/2008 09:00,1778,1366,2363,2141
04/02/2008 10:00,2078,4010,1979,4145
04/02/2008 11:00,2596,4871,3310,3472
04/02/2008 12:00,6396,3681,5687,4974
04/02/2008 13:00,8765,5111,8509,6430
04/02/2008 14:00,4747,3788,4703,4902
04/02/2008 15:00,2634,4320,4232,4862
04/02/2008 16:00,2941,4744,5324,5171
04/02/2008 17:00,3847,5138,8324,6382
04/02/2008 18:00,3454,4265,5794,4372
04/02/2008 19:00,1984,2113,2319,1789
04/02/2008 20:00,1483,1487,1335,995
04/02/2008 21:00,1195,979,1033,708
04/02/2008 22:00,1124,681,768,406
04/02/2008 23:00,723,516,496,235
05/02/2008 00:00,277,281,292,78
05/02/2008 01:00,107,230,121,35
05/02/2008 02:00,142,189,183,61
05/02/2008 03:00,131,155,182,143
05/02/2008 04:00,79,48,172,87
05/02/2008 05:00,157,85,268,220
05/02/2008 06:00,660,322,605,538
05/02/2008 07:00,1293,750,1478,927
05/02/2008 08:00,2269,1514,3466,1694
05/02/2008 09:00,1745,1362,2658,1795
05/02/2008 10:00,2055,2438,2119,2815
05/02/2008 11:00,2137,2805,2856,3414
05/02/2008 12:00,2882,3876,5082,4642
05/02/2008 13:00,5945,5234,8386,6207
05/02/2008 14:00,3409,4513,5482,5259
05/02/2008 15:00,2969,4422,4500,4813
05/02/2008 16:00,3028,5147,5544,5215
05/02/2008 17:00,3893,5588,8741,5062
05/02/2008 18:00,3595,4234,6647,3505
05/02/2008 19:00,2215,2278,2905,1684
05/02/2008 20:00,1776,1552,1705,897
05/02/2008 21:00,1015,1005,1258,604
05/02/2008 22:00,1113,786,896,338
05/02/2008 23:00,945,476,775,235
06/02/2008 00:00,262,217,364,94
06/02/2008 01:00,131,146,187,142
06/02/2008 02:00,73,113,216,51
06/02/2008 03:00,69,186,176,102
06/02/2008 04:00,50,93,158,114
06/02/2008 05:00,130,84,355,218
06/02/2008 06:00,763,392,725,587
06/02/2008 07:00,1446,796,1542,998
06/02/2008 08:00,2332,1405,3448,1676
06/02/2008 09:00,3174,1755,2831,2096
06/02/2008 10:00,3694,4755,2238,4390
06/02/2008 11:00,4925,5076,3375,3476
06/02/2008 12:00,5542,4476,5694,5097
06/02/2008 13:00,10174,5578,7730,6847
06/02/2008 14:00,5276,4985,5996,5662
06/02/2008 15:00,2961,5260,5365,5500
06/02/2008 16:00,3472,6328,6213,6339
06/02/2008 17:00,5917,5619,9582,6810
06/02/2008 18:00,6441,4839,8360,4845
06/02/2008 19:00,3525,2555,3546,2030
06/02/2008 20:00,1819,1261,1857,1063
06/02/2008 21:00,1563,793,1333,440
06/02/2008 22:00,5840,491,1958,558
06/02/2008 23:00,1662,389,1311,275
07/02/2008 00:00,643,333,601,151
07/02/2008 01:00,241,360,302,85
07/02/2008 02:00,225,272,253,154
07/02/2008 03:00,233,206,322,89
07/02/2008 04:00,143,95,343,157
07/02/2008 05:00,170,84,366,212
07/02/2008 06:00,786,299,708,565
07/02/2008 07:00,1527,771,1513,792
07/02/2008 08:00,2867,1770,3671,1743
07/02/2008 09:00,2160,1870,2765,2039
07/02/2008 10:00,1813,2201,2326,2792
07/02/2008 11:00,2361,3333,3269,3993
07/02/2008 12:00,3997,4385,6465,5526
07/02/2008 13:00,3454,6129,8558,7627
07/02/2008 14:00,3359,5393,5949,6056
07/02/2008 15:00,3184,5338,6146,6349
07/02/2008 16:00,3549,6567,6982,6767
07/02/2008 17:00,4584,6052,10377,8245
07/02/2008 18:00,3844,4671,10721,7091
07/02/2008 19:00,2659,2502,6296,3870
07/02/2008 20:00,2310,1643,3854,2337
07/02/2008 21:00,1667,1079,2054,1174
07/02/2008 22:00,1328,896,1418,549
07/02/2008 23:00,1014,537,1191,255
08/02/2008 00:00,549,172,736,197
08/02/2008 01:00,252,132,351,76
08/02/2008 02:00,251,168,309,85
08/02/2008 03:00,174,240,322,167
08/02/2008 04:00,85,76,212,172
08/02/2008 05:00,143,89,347,238
08/02/2008 06:00,690,370,712,546
08/02/2008 07:00,1345,782,1613,916
08/02/2008 08:00,2461,1792,3434,1836
08/02/2008 09:00,2104,1986,2849,2049
08/02/2008 10:00,2489,2947,2434,2814
08/02/2008 11:00,3095,3233,3787,3610
08/02/2008 12:00,4158,3684,6565,5509
08/02/2008 13:00,4560,4887,9889,7657
08/02/2008 14:00,3647,4430,7388,6968
08/02/2008 15:00,3946,4897,7525,7661
08/02/2008 16:00,4042,5743,8553,7680
08/02/2008 17:00,4444,6879,10798,7209
08/02/2008 18:00,4032,5245,8154,4923
08/02/2008 19:00,2694,2520,4132,2543
08/02/2008 20:00,2619,1766,2720,1394
08/02/2008 21:00,1695,1137,2293,873
08/02/2008 22:00,1914,909,2285,526
08/02/2008 23:00,1351,540,2131,339
09/02/2008 00:00,802,328,1711,237
09/02/2008 01:00,486,496,1068,134
09/02/2008 02:00,455,375,967,153
09/02/2008 03:00,446,739,1295,188
09/02/2008 04:00,122,188,497,70
09/02/2008 05:00,107,78,229,154
09/02/2008 06:00,299,211,438,259
09/02/2008 07:00,509,279,664,377
09/02/2008 08:00,770,572,962,846
09/02/2008 09:00,1094,1136,1498,1699
09/02/2008 10:00,1802,3039,2909,3687
09/02/2008 11:00,2883,4616,5690,5428
09/02/2008 12:00,4988,5485,8612,7348
09/02/2008 13:00,5903,6450,9866,10690
09/02/2008 14:00,4343,7413,10659,11811
09/02/2008 15:00,3953,7928,11105,10298
09/02/2008 16:00,3682,7313,11468,9281
09/02/2008 17:00,3702,7665,10717,7858
09/02/2008 18:00,3898,5163,6863,5425
09/02/2008 19:00,2938,2678,3774,2208
09/02/2008 20:00,2586,1764,2639,999
09/02/2008 21:00,2012,1219,2452,920
09/02/2008 22:00,2316,947,2437,530
09/02/2008 23:00,1614,542,2458,454
10/02/2008 00:00,945,321,2103,287
10/02/2008 01:00,681,574,1472,210
10/02/2008 02:00,687,510,1538,211
10/02/2008 03:00,846,1461,2297,238
10/02/2008 04:00,305,331,992,72
10/02/2008 05:00,90,80,139,121
10/02/2008 06:00,156,170,196,107
10/02/2008 07:00,175,156,243,146
10/02/2008 08:00,262,194,305,192
10/02/2008 09:00,613,479,578,421
10/02/2008 10:00,1444,2217,1085,1191
10/02/2008 11:00,1937,3408,2510,2363
10/02/2008 12:00,2040,4169,4608,4479
10/02/2008 13:00,2472,5231,5883,5262
10/02/2008 14:00,3198,4236,6590,5619
10/02/2008 15:00,2380,3106,7174,5929
10/02/2008 16:00,2341,3468,8199,6116
10/02/2008 17:00,2612,4899,6630,5099
10/02/2008 18:00,2508,3324,3954,3162
10/02/2008 19:00,2115,2017,1852,1312
10/02/2008 20:00,2033,1248,1278,712
10/02/2008 21:00,1408,1093,980,508
10/02/2008 22:00,1334,967,768,259
10/02/2008 23:00,802,571,686,251
11/02/2008 00:00,240,332,299,116
11/02/2008 01:00,169,152,222,37
11/02/2008 02:00,72,204,154,50
11/02/2008 03:00,83,101,143,92
11/02/2008 04:00,29,54,134,27
11/02/2008 05:00,110,93,309,189
11/02/2008 06:00,637,406,702,441
11/02/2008 07:00,1788,672,1314,813
11/02/2008 08:00,3227,1396,3251,1380
11/02/2008 09:00,3364,2264,2703,1470
11/02/2008 10:00,3112,3256,2417,3827
11/02/2008 11:00,3564,3749,4105,4065
11/02/2008 12:00,6836,4514,7193,6033
11/02/2008 13:00,11111,6381,10452,7847
11/02/2008 14:00,6491,5299,6601,5822
11/02/2008 15:00,3121,5162,6063,6203
11/02/2008 16:00,3297,6096,7023,6509
11/02/2008 17:00,4184,6462,9479,6671
11/02/2008 18:00,3789,5542,6817,4608
11/02/2008 19:00,2204,1326,2936,1834
11/02/2008 20:00,1669,1051,1686,1023
11/02/2008 21:00,1253,921,1230,594
11/02/2008 22:00,1159,742,1053,362
11/02/2008 23:00,741,563,801,201
12/02/2008 00:00,276,227,486,92
12/02/2008 01:00,103,169,188,34
12/02/2008 02:00,86,192,194,27
12/02/2008 03:00,153,124,268,114
12/02/2008 04:00,60,32,174,42
12/02/2008 05:00,144,103,325,172
12/02/2008 06:00,691,339,783,552
12/02/2008 07:00,1447,677,1661,758
12/02/2008 08:00,3063,1392,4412,1532
12/02/2008 09:00,2509,2461,3469,1706
12/02/2008 10:00,2278,2754,2772,3391
12/02/2008 11:00,3214,3579,3872,4474
12/02/2008 12:00,6426,4813,6732,5773
12/02/2008 13:00,10251,6223,10118,7554
12/02/2008 14:00,6674,5104,7410,5990
12/02/2008 15:00,2963,5311,6489,6112
12/02/2008 16:00,3287,5695,7568,6360
12/02/2008 17:00,3932,6350,10297,6618
12/02/2008 18:00,3794,6083,8303,4843
12/02/2008 19:00,2241,2328,3660,1962
12/02/2008 20:00,1849,1878,2182,994
12/02/2008 21:00,1164,1344,1621,588
12/02/2008 22:00,1143,961,1201,345
12/02/2008 23:00,837,746,924,187
13/02/2008 00:00,265,214,450,126
13/02/2008 01:00,109,89,210,35
13/02/2008 02:00,122,103,206,60
13/02/2008 03:00,60,127,172,66
13/02/2008 04:00,36,45,195,68
13/02/2008 05:00,118,72,318,161
13/02/2008 06:00,731,257,837,360
13/02/2008 07:00,1472,627,1661,760
13/02/2008 08:00,3065,1588,3935,1696
13/02/2008 09:00,2810,1873,3215,2179
13/02/2008 10:00,2578,4983,2495,3455
13/02/2008 11:00,3709,5608,4034,4383
13/02/2008 12:00,6163,5303,6978,5957
13/02/2008 13:00,9656,6735,10183,7587
13/02/2008 14:00,6176,5309,7338,6470
13/02/2008 15:00,3181,5911,6501,6744
13/02/2008 16:00,3345,6464,7969,7161
13/02/2008 17:00,4263,6781,10916,7430
13/02/2008 18:00,4013,7495,9255,5632
13/02/2008 19:00,2367,2316,3914,2171
13/02/2008 20:00,2088,1848,2173,1403
13/02/2008 21:00,1418,1307,1740,645
13/02/2008 22:00,1465,854,1429,329
13/02/2008 23:00,797,637,1203,392
14/02/2008 00:00,451,247,553,122
14/02/2008 01:00,167,134,222,33
14/02/2008 02:00,113,192,200,60
14/02/2008 03:00,121,206,303,61
14/02/2008 04:00,41,103,391,107
14/02/2008 05:00,126,94,340,221
14/02/2008 06:00,678,304,720,532
14/02/2008 07:00,1488,701,1463,1030
14/02/2008 08:00,2426,2082,3530,1745
14/02/2008 09:00,2196,2395,2694,2165
14/02/2008 10:00,2593,2791,2538,2971
14/02/2008 11:00,2608,3957,3841,4190
14/02/2008 12:00,3605,5712,7087,7308
14/02/2008 13:00,4492,7471,9432,11092
14/02/2008 14:00,3818,6613,6445,9047
14/02/2008 15:00,4099,6541,6399,9875
14/02/2008 16:00,4305,7212,7476,9624
14/02/2008 17:00,4951,5896,10428,9824
14/02/2008 18:00,4208,5289,10614,7143
14/02/2008 19:00,2842,2363,6143,3980
14/02/2008 20:00,3073,1520,3717,2592
14/02/2008 21:00,1704,1043,2080,1100
14/02/2008 22:00,1736,805,1455,525
14/02/2008 23:00,1041,543,1205,266
15/02/2008 00:00,626,268,828,214
15/02/2008 01:00,286,176,415,72
15/02/2008 02:00,284,150,333,131
15/02/2008 03:00,324,215,383,61
15/02/2008 04:00,130,70,222,94
15/02/2008 05:00,146,83,322,198
15/02/2008 06:00,705,343,714,501
15/02/2008 07:00,1229,731,1588,937
15/02/2008 08:00,2271,1469,3422,1586
15/02/2008 09:00,2049,1578,2546,2181
15/02/2008 10:00,2346,2390,2444,3081
15/02/2008 11:00,2744,3296,3909,4641
15/02/2008 12:00,3807,4040,7293,6747
15/02/2008 13:00,4719,5241,10830,8462
15/02/2008 14:00,4144,4832,7862,7665
15/02/2008 15:00,4136,5334,7814,7459
15/02/2008 16:00,4137,5871,9196,7640
15/02/2008 17:00,4648,6829,11479,7410
15/02/2008 18:00,4191,5317,8711,4842
15/02/2008 19:00,2555,3220,4454,2323
15/02/2008 20:00,2451,2341,2774,1196
15/02/2008 21:00,1685,1698,2287,755
15/02/2008 22:00,1752,1442,2228,502
15/02/2008 23:00,1543,1104,2049,284
16/02/2008 00:00,829,613,1542,204
16/02/2008 01:00,599,540,1089,127
16/02/2008 02:00,512,514,950,110
16/02/2008 03:00,333,754,1378,154
16/02/2008 04:00,122,173,554,59
16/02/2008 05:00,127,74,212,119
16/02/2008 06:00,279,205,486,181
16/02/2008 07:00,477,282,652,393
16/02/2008 08:00,786,531,909,789
16/02/2008 09:00,1191,1055,1489,2480
16/02/2008 10:00,2180,2822,2925,4791
16/02/2008 11:00,3830,4541,5691,5150
16/02/2008 12:00,6104,5946,8590,6710
16/02/2008 13:00,7938,6520,9670,8048
16/02/2008 14:00,7444,6626,10237,8531
16/02/2008 15:00,3517,7286,10625,8456
16/02/2008 16:00,3515,7662,11524,7946
16/02/2008 17:00,3554,7865,10584,6614
16/02/2008 18:00,3441,5322,6639,4153
16/02/2008 19:00,2744,3174,3558,1810
16/02/2008 20:00,2205,2237,2470,902
16/02/2008 21:00,1814,1909,2257,717
16/02/2008 22:00,2033,1593,2434,580
16/02/2008 23:00,1282,1158,2326,376
17/02/2008 00:00,760,909,1950,232
17/02/2008 01:00,409,781,1322,160
17/02/2008 02:00,500,809,1398,153
17/02/2008 03:00,584,1549,2258,183
17/02/2008 04:00,153,408,883,24
17/02/2008 05:00,69,96,131,64
17/02/2008 06:00,83,176,194,90
17/02/2008 07:00,115,154,228,113
17/02/2008 08:00,176,229,307,182
17/02/2008 09:00,843,467,564,439
17/02/2008 10:00,1592,1592,1190,1548
17/02/2008 11:00,2245,2754,2520,2078
17/02/2008 12:00,3512,3343,4989,3788
17/02/2008 13:00,4584,4307,6305,4641
17/02/2008 14:00,4241,4535,6436,5164
17/02/2008 15:00,2311,4253,6757,4910
17/02/2008 16:00,2404,4427,8022,5037
17/02/2008 17:00,2841,4887,6418,4506
17/02/2008 18:00,2626,3045,3761,2792
17/02/2008 19:00,1958,2193,1910,1228
17/02/2008 20:00,2022,1551,1287,565
17/02/2008 21:00,1304,1274,967,474
17/02/2008 22:00,1270,1018,766,249
17/02/2008 23:00,653,658,683,194
18/02/2008 00:00,214,325,276,92
18/02/2008 01:00,163,144,219,47
18/02/2008 02:00,111,172,177,64
18/02/2008 03:00,80,119,154,40
18/02/2008 04:00,61,126,128,99
18/02/2008 05:00,95,75,278,169
18/02/2008 06:00,621,362,649,321
18/02/2008 07:00,917,631,1290,593
18/02/2008 08:00,1285,1342,3123,1438
18/02/2008 09:00,1562,1484,2576,1914
18/02/2008 10:00,1796,2557,2266,2717
18/02/2008 11:00,2824,4111,3517,3795
18/02/2008 12:00,5512,4253,6285,4912
18/02/2008 13:00,7015,5039,9555,6658
18/02/2008 14:00,3821,4209,5664,5340
18/02/2008 15:00,2875,4321,4695,4787
18/02/2008 16:00,2927,4979,5750,5066
18/02/2008 17:00,3741,5219,8231,5428
18/02/2008 18:00,3137,4614,6210,3702
18/02/2008 19:00,1836,1550,2368,1719
18/02/2008 20:00,1584,1067,1439,850
18/02/2008 21:00,1070,925,1093,485
18/02/2008 22:00,939,690,782,309
18/02/2008 23:00,547,540,539,211
19/02/2008 00:00,194,312,318,61
19/02/2008 01:00,81,186,160,30
19/02/2008 02:00,93,145,153,27
19/02/2008 03:00,111,186,190,30
19/02/2008 04:00,56,59,131,91
19/02/2008 05:00,131,84,265,180
19/02/2008 06:00,594,361,714,441
19/02/2008 07:00,1068,599,1491,731
19/02/2008 08:00,2389,1326,3763,1316
19/02/2008 09:00,2015,1852,2999,1472
19/02/2008 10:00,2189,3261,2315,3311
19/02/2008 11:00,2913,3856,3008,3503
19/02/2008 12:00,4952,4061,5335,4786
19/02/2008 13:00,7234,4559,8638,6041
19/02/2008 14:00,5222,4019,5897,4572
19/02/2008 15:00,2818,4300,4819,4807
19/02/2008 16:00,3138,5092,6025,5270
19/02/2008 17:00,3792,4915,8722,5404
19/02/2008 18:00,3482,4654,7238,3701
19/02/2008 19:00,2049,2325,3131,1695
19/02/2008 20:00,1713,1335,1783,853
19/02/2008 21:00,1246,980,1374,568
19/02/2008 22:00,1045,714,1114,286
19/02/2008 23:00,731,475,828,175
20/02/2008 00:00,289,246,410,67
20/02/2008 01:00,122,139,193,51
20/02/2008 02:00,98,93,209,30
20/02/2008 03:00,77,66,149,43
20/02/2008 04:00,43,45,163,128
20/02/2008 05:00,131,67,317,196
20/02/2008 06:00,607,334,784,484
20/02/2008 07:00,1151,672,1498,835
20/02/2008 08:00,2411,1619,3466,1706
20/02/2008 09:00,2105,1604,3040,2164
20/02/2008 10:00,2056,2653,2440,2626
20/02/2008 11:00,2321,3177,3602,3750
20/02/2008 12:00,3144,5065,5754,5309
20/02/2008 13:00,3737,6490,8984,7106
20/02/2008 14:00,3011,5272,6117,5698
20/02/2008 15:00,3165,5277,5525,5619
20/02/2008 16:00,3157,5813,6604,5377
20/02/2008 17:00,3745,5209,9328,5672
20/02/2008 18:00,3604,5116,8084,3823
20/02/2008 19:00,2264,2050,3707,1851
20/02/2008 20:00,1856,1688,1935,1025
20/02/2008 21:00,1434,1191,1580,579
20/02/2008 22:00,1228,838,1427,279
20/02/2008 23:00,739,621,1076,201
21/02/2008 00:00,334,346,541,97
21/02/2008 01:00,152,148,284,63
21/02/2008 02:00,129,221,190,48
21/02/2008 03:00,99,187,287,47
21/02/2008 04:00,76,55,531,152
21/02/2008 05:00,154,104,370,261
21/02/2008 06:00,647,295,769,537
21/02/2008 07:00,1193,821,1523,683
21/02/2008 08:00,2391,2280,3529,1484
21/02/2008 09:00,2268,2200,2641,1984
21/02/2008 10:00,1946,2544,2546,2560
21/02/2008 11:00,2411,3302,3539,3663
21/02/2008 12:00,3094,4416,6631,5478
21/02/2008 13:00,3796,6250,8778,7589
21/02/2008 14:00,3314,5192,5639,5678
21/02/2008 15:00,3096,5341,5744,6182
21/02/2008 16:00,3336,6058,6657,6508
21/02/2008 17:00,4110,6523,10157,7070
21/02/2008 18:00,4479,6990,10865,5687
21/02/2008 19:00,2861,2841,6339,3342
21/02/2008 20:00,2387,1660,3830,2323
21/02/2008 21:00,1534,1211,2166,991
21/02/2008 22:00,1283,849,1508,420
21/02/2008 23:00,936,593,1291,224
22/02/2008 00:00,565,292,841,173
22/02/2008 01:00,305,209,364,74
22/02/2008 02:00,246,256,357,33
22/02/2008 03:00,132,235,336,94
22/02/2008 04:00,109,83,213,95
22/02/2008 05:00,161,91,293,275
22/02/2008 06:00,639,265,735,484
22/02/2008 07:00,1295,701,1468,942
22/02/2008 08:00,2449,2028,3479,1663
22/02/2008 09:00,2761,2490,2944,2182
22/02/2008 10:00,2492,3902,2463,3944
22/02/2008 11:00,2772,4748,3757,4235
22/02/2008 12:00,3704,4679,7047,5555
22/02/2008 13:00,6884,5786,10603,6896
22/02/2008 14:00,3804,5744,7794,6542
22/02/2008 15:00,3901,6112,7460,6553
22/02/2008 16:00,3611,6358,8672,6580
22/02/2008 17:00,3826,6629,10820,6273
22/02/2008 18:00,3932,6038,8330,4863
22/02/2008 19:00,2875,2584,4254,2337
22/02/2008 20:00,2557,1661,2853,1211
22/02/2008 21:00,2050,1101,2328,783
22/02/2008 22:00,1866,953,2293,569
22/02/2008 23:00,1554,574,2196,328
23/02/2008 00:00,969,333,1786,195
23/02/2008 01:00,720,284,1109,122
23/02/2008 02:00,453,448,975,113
23/02/2008 03:00,437,806,1351,207
23/02/2008 04:00,149,228,509,52
