"Hourly By Entrance - Week 31, 2008",,,,,,,,,,,,,,
Location Address: Dublin BID,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Clerys,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,494,0,356,0,417,0,453,0,642,0,912,0,949,0
01:00,230,0,180,0,209,0,181,0,349,0,611,0,719,0
02:00,187,0,168,0,116,0,132,0,259,0,416,0,568,0
03:00,225,0,182,0,138,0,133,0,269,0,351,0,792,0
04:00,98,0,70,0,95,0,58,0,102,0,146,0,193,0
05:00,107,0,112,0,120,0,128,0,159,0,62,0,47,0
06:00,492,0,576,0,421,0,505,0,433,0,226,0,83,0
07:00,917,0,1331,0,1347,0,1136,0,1007,0,489,0,193,0
08:00,1914,0,2193,0,2463,0,2678,0,1796,0,683,0,326,0
09:00,1874,0,1715,0,2531,0,2586,0,1793,0,1316,0,669,0
10:00,2187,0,2160,0,2463,0,2744,0,2353,0,2718,0,1626,0
11:00,2596,0,3203,0,2373,0,3311,0,3271,0,2648,0,2348,0
12:00,3319,0,4043,0,3245,0,3692,0,3623,0,3197,0,2531,0
13:00,4645,0,3996,0,4585,0,4092,0,4011,0,4363,0,2659,0
14:00,4702,0,4248,0,4541,0,3643,0,4359,0,4391,0,3302,0
15:00,4787,0,4817,0,3735,0,4088,0,4740,0,4418,0,2884,0
16:00,5631,0,6028,0,4664,0,4499,0,4766,0,4082,0,2715,0
17:00,6546,0,6667,0,4489,0,5232,0,5668,0,5544,0,3078,0
18:00,4684,0,5089,0,3633,0,4300,0,4954,0,4087,0,4256,0
19:00,2115,0,2411,0,2521,0,2880,0,2644,0,2452,0,2154,0
20:00,1626,0,2121,0,1926,0,2673,0,2068,0,2059,0,1826,0
21:00,1553,0,1606,0,1753,0,2218,0,1919,0,1774,0,1637,0
22:00,1712,0,1797,0,1760,0,1816,0,2028,0,2169,0,1800,0
23:00,955,0,1004,0,910,0,1093,0,1526,0,1718,0,1266,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at Card Gallery,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,522,0,425,0,477,0,482,0,1061,0,1768,0,1943,0
01:00,423,0,183,0,249,0,271,0,478,0,1000,0,1183,0
02:00,254,0,143,0,191,0,197,0,486,0,960,0,1256,0
03:00,185,0,183,0,98,0,184,0,379,0,1053,0,1972,0
04:00,156,0,208,0,166,0,117,0,175,0,328,0,355,0
05:00,229,0,328,0,302,0,230,0,228,0,239,0,138,0
06:00,569,0,618,0,550,0,536,0,508,0,340,0,133,0
07:00,868,0,1111,0,1316,0,1437,0,1171,0,482,0,310,0
08:00,2445,0,2205,0,2194,0,3003,0,2230,0,749,0,316,0
09:00,2547,0,2311,0,2333,0,2965,0,2779,0,1489,0,624,0
10:00,2001,0,2567,0,2194,0,2885,0,3234,0,2863,0,1408,0
11:00,4131,0,3518,0,3596,0,3464,0,4270,0,5758,0,3129,0
12:00,6319,0,6022,0,6162,0,5362,0,6829,0,7081,0,6160,0
13:00,10050,0,9013,0,9399,0,8680,0,8055,0,8875,0,6474,0
14:00,9232,0,8443,0,8703,0,7820,0,6949,0,10185,0,7621,0
15:00,8815,0,8976,0,7993,0,7211,0,7238,0,10302,0,8482,0
16:00,7281,0,6420,0,7726,0,8133,0,7859,0,9825,0,8274,0
17:00,8870,0,8326,0,9153,0,9680,0,8717,0,8362,0,6561,0
18:00,6190,0,7110,0,7110,0,8700,0,6181,0,5985,0,4087,0
19:00,3131,0,3406,0,3363,0,5931,0,3679,0,3248,0,2271,0
20:00,1729,0,1913,0,2107,0,4361,0,2506,0,2071,0,1768,0
21:00,1773,0,1499,0,1970,0,2492,0,2200,0,2603,0,2115,0
22:00,1955,0,1816,0,1434,0,2304,0,2740,0,3420,0,2692,0
23:00,967,0,1005,0,851,0,1622,0,2001,0,2504,0,1748,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at M&S,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,384,0,302,0,430,0,546,0,610,0,742,0,1580,0
01:00,117,0,104,0,167,0,241,0,246,0,534,0,1432,0
02:00,80,0,111,0,132,0,203,0,178,0,636,0,1427,0
03:00,290,0,201,0,239,0,358,0,231,0,968,0,1715,0
04:00,156,0,114,0,114,0,619,0,165,0,283,0,1438,0
05:00,273,0,241,0,258,0,375,0,284,0,148,0,496,0
06:00,935,0,882,0,908,0,697,0,819,0,333,0,313,0
07:00,1642,0,1625,0,1713,0,1216,0,1980,0,445,0,380,0
08:00,3767,0,3435,0,3849,0,3181,0,3929,0,739,0,526,0
09:00,2968,0,2887,0,2884,0,2386,0,3393,0,1521,0,862,0
10:00,3151,0,3110,0,3336,0,2248,0,3697,0,3645,0,1709,0
11:00,4960,0,4445,0,4550,0,3017,0,5275,0,7297,0,3669,0
12:00,6728,0,6608,0,7335,0,6418,0,9441,0,9541,0,5808,0
13:00,8459,0,9681,0,10972,0,9436,0,13390,0,11539,0,6773,0
14:00,7442,0,8024,0,9886,0,4974,0,8946,0,12129,0,6534,0
15:00,8516,0,8338,0,8737,0,5089,0,7661,0,10448,0,7289,0
16:00,8661,0,8413,0,5912,0,6013,0,7719,0,8289,0,6537,0
17:00,9465,0,9394,0,8210,0,8838,0,10859,0,8096,0,6239,0
18:00,6000,0,6574,0,9777,0,8217,0,8108,0,6303,0,4673,0
19:00,3442,0,3442,0,3931,0,4289,0,3532,0,3274,0,2554,0
20:00,2513,0,2312,0,2884,0,2972,0,2203,0,2529,0,1446,0
21:00,2039,0,1948,0,2051,0,1846,0,1714,0,1982,0,996,0
22:00,1773,0,1501,0,1715,0,1207,0,1219,0,1682,0,762,0
23:00,952,0,822,0,946,0,1093,0,933,0,1434,0,632,0
,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Easons,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,15,0,11,0,8,0,5,0,22,0,33,0,9,0
01:00,3,0,8,0,4,0,1,0,3,0,20,0,5,0
02:00,6,0,13,0,5,0,5,0,21,0,61,0,6,0
03:00,71,0,65,0,27,0,33,0,91,0,206,0,308,0
04:00,109,0,137,0,40,0,56,0,75,0,168,0,260,0
05:00,82,0,112,0,108,0,130,0,124,0,88,0,67,0
06:00,295,0,407,0,311,0,277,0,274,0,175,0,109,0
07:00,570,0,864,0,901,0,769,0,351,0,437,0,156,0
08:00,1473,0,2142,0,2424,0,2460,0,2456,0,1039,0,268,0
09:00,2033,0,2900,0,2793,0,2878,0,2897,0,1927,0,879,0
10:00,2874,0,3261,0,3619,0,4102,0,3040,0,4508,0,1540,0
11:00,4750,0,4773,0,6693,0,5902,0,4343,0,6528,0,2814,0
12:00,6026,0,6512,0,6065,0,6429,0,6111,0,7127,0,4077,0
13:00,7330,0,7315,0,7419,0,7709,0,7481,0,7309,0,5011,0
14:00,5060,0,6503,0,6508,0,7652,0,7440,0,8754,0,5285,0
15:00,6270,0,6600,0,7021,0,8246,0,8169,0,8715,0,6240,0
16:00,6806,0,7778,0,7602,0,8821,0,8382,0,8188,0,5993,0
17:00,7495,0,7904,0,8978,0,9475,0,7914,0,7368,0,6011,0
18:00,5203,0,5815,0,7090,0,7647,0,4711,0,5403,0,4002,0
19:00,2829,0,3282,0,3217,0,4665,0,3457,0,3095,0,2298,0
20:00,1730,0,2116,0,1563,0,2740,0,2429,0,1737,0,1458,0
21:00,774,0,500,0,329,0,577,0,623,0,740,0,565,0
22:00,32,0,57,0,16,0,82,0,79,0,18,0,26,0
23:00,17,0,46,0,10,0,53,0,22,0,7,0,12,0
,,,,,,,,,,,,,,
Entrance Name: Henry Street at Butlers,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,129,0,115,0,117,0,80,0,147,0,272,0,320,0
01:00,77,0,131,0,49,0,24,0,105,0,125,0,165,0
02:00,104,0,74,0,67,0,53,0,118,0,153,0,129,0
03:00,38,0,128,0,44,0,14,0,125,0,193,0,278,0
04:00,65,0,119,0,106,0,108,0,146,0,65,0,50,0
05:00,214,0,275,0,266,0,252,0,257,0,126,0,54,0
06:00,358,0,436,0,396,0,327,0,544,0,264,0,137,0
07:00,804,0,817,0,832,0,844,0,1144,0,398,0,212,0
08:00,1300,0,1761,0,1741,0,1326,0,3059,0,963,0,392,0
09:00,1615,0,1871,0,2229,0,1894,0,2720,0,1879,0,708,0
10:00,2075,0,2653,0,2880,0,2506,0,3383,0,3482,0,1350,0
11:00,3084,0,3710,0,4392,0,3887,0,4150,0,6254,0,2452,0
12:00,4564,0,4993,0,5245,0,5285,0,5833,0,5662,0,3980,0
