"Hourly By Entrance - Week 10, 2008",,,,,,,,,,,,,,
Location Address: Dublin BID,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Clerys,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,230,0,217,0,290,0,345,0,469,0,997,0,906,0
01:00,133,0,84,0,131,0,147,0,286,0,670,0,553,0
02:00,64,0,113,0,97,0,221,0,262,0,450,0,642,0
03:00,75,0,87,0,91,0,105,0,218,0,423,0,780,0
04:00,35,0,50,0,16,0,34,0,66,0,154,0,176,0
05:00,121,0,130,0,123,0,119,0,152,0,123,0,90,0
06:00,605,0,567,0,572,0,565,0,567,0,307,0,106,0
07:00,227,0,1365,0,1181,0,1189,0,1165,0,648,0,171,0
08:00,432,0,2423,0,2345,0,2490,0,2271,0,979,0,275,0
09:00,2309,0,2218,0,1885,0,2424,0,2134,0,1589,0,723,0
10:00,2415,0,2009,0,2060,0,2287,0,2583,0,3447,0,1450,0
11:00,2729,0,2532,0,2506,0,2384,0,3620,0,6637,0,1937,0
12:00,3530,0,4425,0,3033,0,2985,0,4559,0,6346,0,2829,0
13:00,5743,0,6345,0,3431,0,3917,0,6190,0,5720,0,3396,0
14:00,5682,0,5685,0,3047,0,3371,0,7136,0,4117,0,3113,0
15:00,2990,0,3178,0,3129,0,3293,0,3704,0,6497,0,2726,0
16:00,3070,0,3240,0,3133,0,3784,0,3803,0,6055,0,2319,0
17:00,4009,0,3206,0,3721,0,4093,0,4135,0,4851,0,2426,0
18:00,2777,0,3160,0,3179,0,3609,0,3514,0,4036,0,2274,0
19:00,1976,0,2280,0,2243,0,2820,0,3114,0,3193,0,1919,0
20:00,1353,0,1587,0,1927,0,2414,0,2612,0,2790,0,1641,0
21:00,1031,0,1277,0,1290,0,1700,0,1884,0,2096,0,1127,0
22:00,995,0,1315,0,1515,0,1377,0,1947,0,2233,0,1105,0
23:00,588,0,756,0,745,0,782,0,1497,0,1483,0,600,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at Card Gallery,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,307,0,342,0,514,0,665,0,701,0,2388,0,2689,0
01:00,174,0,155,0,218,0,251,0,282,0,1734,0,2052,0
02:00,62,0,101,0,138,0,254,0,381,0,1285,0,2055,0
03:00,108,0,163,0,187,0,258,0,278,0,1445,0,2649,0
04:00,153,0,105,0,118,0,139,0,218,0,606,0,976,0
05:00,290,0,359,0,265,0,317,0,315,0,253,0,163,0
06:00,858,0,794,0,915,0,727,0,921,0,537,0,244,0
07:00,1328,0,1542,0,1561,0,1476,0,1407,0,664,0,269,0
08:00,3220,0,3083,0,3876,0,3727,0,3167,0,902,0,314,0
09:00,2969,0,2597,0,2995,0,3020,0,2624,0,2035,0,753,0
10:00,2428,0,1927,0,2628,0,2785,0,3893,0,5281,0,1671,0
11:00,3212,0,3515,0,3454,0,3907,0,5658,0,6466,0,4693,0
12:00,5631,0,6125,0,6394,0,7112,0,8537,0,8338,0,6668,0
13:00,9214,0,9983,0,10068,0,10012,0,11268,0,9892,0,8283,0
14:00,6788,0,6473,0,7351,0,7540,0,8538,0,9607,0,8018,0
15:00,4789,0,4865,0,6988,0,7429,0,6735,0,8986,0,5941,0
16:00,5490,0,6628,0,7594,0,7632,0,8552,0,10778,0,8041,0
17:00,7771,0,8340,0,9266,0,10531,0,10009,0,9629,0,6093,0
18:00,6214,0,8458,0,9120,0,12095,0,9431,0,8303,0,4310,0
19:00,2790,0,4418,0,5100,0,9124,0,6118,0,5187,0,2214,0
20:00,1738,0,2459,0,2814,0,5572,0,4033,0,4201,0,1452,0
21:00,1294,0,1638,0,1784,0,2741,0,3291,0,3774,0,1068,0
22:00,998,0,1570,0,1552,0,1959,0,2911,0,3417,0,801,0
23:00,791,0,1114,0,1378,0,1150,0,3083,0,3342,0,514,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at M&S,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,286,0,321,0,241,0,253,0,589,0,1162,0,1523,0
01:00,217,0,186,0,86,0,90,0,263,0,792,0,1186,0
02:00,252,0,169,0,106,0,111,0,229,0,762,0,1417,0
03:00,136,0,132,0,91,0,86,0,334,0,1281,0,2246,0
04:00,152,0,69,0,112,0,106,0,201,0,349,0,695,0
05:00,279,0,237,0,234,0,223,0,174,0,215,0,90,0
06:00,688,0,740,0,598,0,569,0,669,0,369,0,236,0
07:00,1377,0,1904,0,1583,0,1662,0,1710,0,656,0,289,0
08:00,3571,0,3730,0,2672,0,2806,0,3984,0,1159,0,441,0
09:00,2563,0,3117,0,2766,0,2904,0,3012,0,1797,0,896,0
10:00,2305,0,2541,0,2801,0,2941,0,3312,0,3644,0,1597,0
11:00,3090,0,4322,0,3945,0,4142,0,5091,0,6831,0,3284,0
12:00,6994,0,9488,0,7448,0,7820,0,9276,0,10767,0,4097,0
13:00,10947,0,12069,0,10839,0,11381,0,11881,0,12359,0,5776,0
14:00,4958,0,6974,0,8545,0,8972,0,4740,0,10302,0,7033,0
15:00,5199,0,3208,0,6945,0,7292,0,6145,0,12048,0,6953,0
16:00,6509,0,4433,0,7658,0,8041,0,9507,0,12025,0,6701,0
17:00,8264,0,8157,0,9845,0,10337,0,11648,0,9527,0,5017,0
18:00,5719,0,6168,0,6648,0,6980,0,7559,0,5128,0,2368,0
19:00,2557,0,2481,0,2409,0,2529,0,3571,0,2654,0,1175,0
20:00,1758,0,1504,0,1513,0,1589,0,2382,0,2238,0,791,0
21:00,1328,0,1128,0,1057,0,1110,0,2055,0,2086,0,590,0
22:00,940,0,843,0,839,0,881,0,1683,0,1804,0,527,0
23:00,652,0,534,0,576,0,595,0,1594,0,2099,0,373,0
,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Easons,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,40,0,26,0,42,0,42,0,11,0,122,0,125,0
01:00,17,0,10,0,16,0,20,0,14,0,102,0,110,0
02:00,70,0,72,0,105,0,113,0,198,0,421,0,644,0
03:00,106,0,72,0,132,0,158,0,215,0,880,0,1431,0
04:00,73,0,32,0,56,0,54,0,79,0,189,0,376,0
05:00,190,0,113,0,117,0,126,0,157,0,90,0,94,0
06:00,385,0,430,0,387,0,323,0,377,0,188,0,119,0
07:00,747,0,744,0,804,0,872,0,743,0,351,0,134,0
08:00,1790,0,1711,0,2642,0,2211,0,2285,0,1080,0,236,0
09:00,5140,0,5362,0,2668,0,2385,0,6319,0,4464,0,557,0
10:00,5425,0,5563,0,2768,0,2962,0,7045,0,8090,0,1758,0
11:00,4765,0,6516,0,4528,0,3921,0,7074,0,8934,0,4581,0
12:00,4560,0,5337,0,5823,0,5957,0,7140,0,9059,0,3932,0
13:00,6357,0,6995,0,8026,0,8101,0,8630,0,6837,0,5394,0
14:00,5082,0,5652,0,6399,0,6470,0,7295,0,7823,0,5059,0
15:00,5814,0,6231,0,6909,0,7000,0,8252,0,9530,0,4538,0
16:00,5591,0,6696,0,7478,0,8020,0,7916,0,9380,0,5127,0
17:00,6420,0,6547,0,8163,0,8725,0,7932,0,8163,0,5100,0
18:00,941,0,2147,0,2235,0,2706,0,2755,0,2386,0,1656,0
19:00,266,0,458,0,376,0,683,0,621,0,399,0,300,0
20:00,221,0,311,0,323,0,467,0,395,0,348,0,253,0
21:00,204,0,223,0,239,0,311,0,347,0,302,0,179,0
