"Hourly By Entrance - Week 45, 2008",,,,,,,,,,,,,,
Location Address: Dublin BID,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Clerys,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,270,0,315,0,327,0,505,0,486,0,891,0,723,0
01:00,137,0,148,0,180,0,235,0,369,0,564,0,498,0
02:00,114,0,225,0,159,0,196,0,308,0,544,0,499,0
03:00,96,0,199,0,243,0,273,0,304,0,475,0,621,0
04:00,69,0,121,0,108,0,119,0,144,0,199,0,210,0
05:00,164,0,196,0,197,0,202,0,190,0,140,0,64,0
06:00,591,0,582,0,635,0,575,0,613,0,321,0,121,0
07:00,1350,0,1067,0,1131,0,1099,0,1101,0,441,0,96,0
08:00,2378,0,2489,0,2478,0,2583,0,2778,0,874,0,0,0
09:00,1964,0,2023,0,2113,0,2132,0,2039,0,1401,0,0,0
10:00,2239,0,2174,0,2013,0,2327,0,2405,0,2602,0,0,0
11:00,2851,0,2570,0,3354,0,2598,0,3944,0,4869,0,1681,0
12:00,3760,0,3160,0,4558,0,3145,0,5560,0,4688,0,2875,0
13:00,6329,0,3522,0,3900,0,3826,0,6460,0,4023,0,2755,0
14:00,2834,0,3508,0,3197,0,3203,0,3475,0,3853,0,3324,0
15:00,3529,0,2986,0,3349,0,3586,0,3857,0,3766,0,3985,0
16:00,3394,0,3460,0,3535,0,3908,0,4248,0,3580,0,4343,0
17:00,3838,0,4329,0,4713,0,5575,0,4880,0,3488,0,4567,0
18:00,3106,0,3350,0,3608,0,3998,0,3896,0,3042,0,3849,0
19:00,2142,0,2236,0,2345,0,2693,0,2478,0,2544,0,2595,0
20:00,1804,0,1811,0,1958,0,2380,0,2535,0,3079,0,1795,0
21:00,1285,0,1377,0,1580,0,2023,0,1884,0,1569,0,1380,0
22:00,1027,0,1339,0,1345,0,1624,0,2001,0,1618,0,1051,0
23:00,936,0,999,0,907,0,1029,0,1576,0,1593,0,843,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at Card Gallery,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,404,0,344,0,502,0,743,0,783,0,2144,0,1797,0
01:00,269,0,133,0,211,0,294,0,314,0,1376,0,1217,0
02:00,155,0,162,0,148,0,279,0,336,0,1149,0,952,0
03:00,142,0,155,0,180,0,325,0,360,0,2159,0,1865,0
04:00,103,0,159,0,178,0,212,0,309,0,455,0,396,0
05:00,333,0,273,0,250,0,273,0,343,0,274,0,95,0
06:00,884,0,654,0,616,0,740,0,873,0,456,0,141,0
07:00,1763,0,803,0,1401,0,1475,0,1454,0,527,0,277,0
08:00,4017,0,2033,0,3080,0,3362,0,3053,0,899,0,255,0
09:00,3417,0,2584,0,3008,0,3074,0,2984,0,1576,0,656,0
10:00,2647,0,2645,0,2778,0,2528,0,2947,0,3094,0,1298,0
11:00,3840,0,3391,0,3238,0,3496,0,4497,0,5837,0,2974,0
12:00,6063,0,5394,0,6570,0,6278,0,7320,0,9314,0,4595,0
13:00,9110,0,9239,0,9670,0,9641,0,9261,0,9877,0,6733,0
14:00,7063,0,5550,0,7485,0,6557,0,7188,0,10745,0,6977,0
15:00,8072,0,5578,0,7490,0,6803,0,7784,0,10901,0,8689,0
16:00,8189,0,7477,0,8260,0,7522,0,9339,0,9952,0,8116,0
17:00,11007,0,11123,0,11485,0,12475,0,11696,0,9458,0,9079,0
18:00,8298,0,8390,0,9510,0,12100,0,9661,0,6287,0,4865,0
19:00,3952,0,4150,0,4877,0,8672,0,5306,0,3210,0,1925,0
20:00,2338,0,2628,0,2996,0,5868,0,3490,0,2140,0,1643,0
21:00,1470,0,1883,0,2303,0,2759,0,2987,0,1872,0,1010,0
22:00,1130,0,1425,0,1694,0,1789,0,2898,0,1852,0,767,0
23:00,957,0,1022,0,1242,0,1199,0,2492,0,2098,0,593,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at M&S,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,673,0,328,0,486,0,715,0,600,0,659,0,1377,0
01:00,407,0,138,0,244,0,335,0,239,0,474,0,1247,0
02:00,488,0,165,0,219,0,273,0,171,0,561,0,1243,0
03:00,624,0,133,0,232,0,457,0,223,0,857,0,1495,0
04:00,281,0,124,0,139,0,199,0,157,0,248,0,1253,0
05:00,251,0,230,0,348,0,323,0,274,0,128,0,430,0
06:00,581,0,619,0,734,0,731,0,803,0,293,0,270,0
07:00,1217,0,1213,0,1514,0,1416,0,1953,0,391,0,328,0
08:00,1967,0,2980,0,4486,0,3634,0,3883,0,652,0,456,0
09:00,2124,0,2406,0,3227,0,2753,0,3351,0,1349,0,749,0
10:00,2647,0,2628,0,3150,0,2850,0,3653,0,3237,0,1489,0
11:00,4334,0,3873,0,3691,0,3805,0,5214,0,6485,0,3203,0
12:00,7085,0,6348,0,7655,0,6504,0,9343,0,8487,0,5079,0
13:00,9513,0,10395,0,10199,0,10068,0,13249,0,10263,0,5921,0
14:00,7553,0,7160,0,6516,0,7004,0,8853,0,10789,0,5711,0
15:00,6554,0,5870,0,6277,0,6667,0,7581,0,9293,0,6374,0
16:00,6025,0,6531,0,7827,0,7771,0,7637,0,7373,0,5714,0
17:00,7584,0,8481,0,9382,0,11322,0,10746,0,7201,0,5456,0
18:00,5015,0,5955,0,7494,0,10317,0,8022,0,5606,0,4085,0
19:00,2617,0,3073,0,3802,0,6078,0,3495,0,2911,0,2235,0
20:00,1777,0,1961,0,2184,0,3856,0,2180,0,2248,0,1265,0
21:00,1369,0,1478,0,1905,0,2481,0,1696,0,1761,0,869,0
22:00,1091,0,1164,0,1757,0,1814,0,1207,0,1495,0,664,0
23:00,814,0,969,0,1105,0,1475,0,922,0,1275,0,552,0
,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Easons,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,304,0,230,0,326,0,338,0,130,0,462,0,203,0
01:00,241,0,137,0,170,0,144,0,85,0,286,0,223,0
02:00,165,0,109,0,117,0,143,0,105,0,252,0,147,0
03:00,99,0,176,0,111,0,208,0,88,0,252,0,209,0
04:00,47,0,48,0,48,0,72,0,66,0,72,0,66,0
05:00,102,0,134,0,109,0,113,0,58,0,38,0,21,0
06:00,277,0,286,0,274,0,303,0,158,0,138,0,138,0
07:00,788,0,677,0,723,0,767,0,705,0,267,0,88,0
08:00,2102,0,2096,0,1870,0,2382,0,2408,0,929,0,196,0
09:00,3417,0,2329,0,2456,0,2490,0,2437,0,2675,0,572,0
10:00,4738,0,2935,0,3047,0,4104,0,4196,0,4706,0,1463,0
11:00,4950,0,4025,0,4663,0,4363,0,5420,0,6333,0,2666,0
12:00,4990,0,5751,0,5680,0,5825,0,5948,0,7109,0,3249,0
13:00,6571,0,7279,0,8627,0,8523,0,8052,0,8841,0,4711,0
14:00,5368,0,5892,0,7239,0,6944,0,7254,0,9363,0,6720,0
15:00,6409,0,6023,0,7455,0,7185,0,8401,0,9042,0,7328,0
16:00,7221,0,7192,0,8290,0,7966,0,8449,0,7499,0,7396,0
17:00,8502,0,8951,0,9679,0,6229,0,6917,0,3467,0,3070,0
18:00,6090,0,6639,0,7278,0,4427,0,4186,0,2226,0,1847,0
19:00,3350,0,3880,0,3759,0,2704,0,2686,0,1287,0,1061,0
20:00,1986,0,2391,0,2107,0,2098,0,1883,0,830,0,735,0
21:00,1228,0,1580,0,1584,0,869,0,1206,0,538,0,681,0
22:00,1035,0,1342,0,1166,0,536,0,994,0,476,0,514,0
23:00,893,0,1040,0,722,0,380,0,724,0,367,0,317,0
,,,,,,,,,,,,,,
Entrance Name: Henry Street at Butlers,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,129,0,80,0,85,0,137,0,147,0,235,0,236,0
01:00,65,0,41,0,45,0,66,0,73,0,164,0,186,0
02:00,90,0,58,0,100,0,94,0,100,0,153,0,161,0
03:00,93,0,96,0,99,0,71,0,92,0,159,0,224,0
04:00,96,0,76,0,128,0,135,0,111,0,68,0,73,0
05:00,212,0,202,0,288,0,289,0,287,0,128,0,35,0
06:00,362,0,463,0,468,0,455,0,411,0,234,0,123,0
07:00,544,0,734,0,899,0,800,0,747,0,376,0,130,0
08:00,975,0,1206,0,1194,0,1306,0,1162,0,790,0,169,0
09:00,1599,0,1712,0,2410,0,2339,0,1929,0,1803,0,459,0
10:00,2138,0,3499,0,4415,0,3899,0,3643,0,4313,0,1921,0
11:00,3536,0,4535,0,4829,0,4475,0,4180,0,5321,0,2642,0
12:00,4438,0,5834,0,6048,0,5267,0,5245,0,7069,0,3992,0
13:00,5930,0,7089,0,7413,0,6521,0,6786,0,8921,0,5628,0
14:00,5638,0,6050,0,6035,0,5096,0,5893,0,8376,0,6392,0
15:00,6156,0,6217,0,5702,0,5593,0,6338,0,8396,0,6679,0
16:00,5741,0,6206,0,6103,0,5907,0,6668,0,7932,0,6079,0
17:00,5631,0,5960,0,5672,0,6561,0,6289,0,7283,0,4946,0
18:00,3468,0,3802,0,4435,0,5819,0,4267,0,4606,0,3361,0
19:00,1509,0,1635,0,2177,0,3619,0,2056,0,1899,0,1620,0
20:00,876,0,927,0,1126,0,2485,0,1006,0,841,0,803,0
21:00,534,0,597,0,659,0,1176,0,685,0,716,0,527,0
22:00,310,0,337,0,472,0,457,0,447,0,490,0,454,0
23:00,158,0,211,0,263,0,262,0,380,0,360,0,298,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at Korkys,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,447,0,260,0,434,0,527,0,657,0,1112,0,1081,0
01:00,288,0,122,0,133,0,175,0,303,0,746,0,753,0
02:00,265,0,67,0,76,0,176,0,243,0,621,0,672,0
03:00,313,0,86,0,99,0,200,0,231,0,1137,0,1035,0
04:00,175,0,110,0,246,0,148,0,174,0,359,0,474,0
05:00,168,0,205,0,232,0,234,0,231,0,130,0,106,0
06:00,385,0,388,0,461,0,408,0,410,0,365,0,113,0
07:00,675,0,1111,0,977,0,813,0,905,0,503,0,180,0
08:00,1460,0,2197,0,2276,0,2129,0,2005,0,741,0,255,0
09:00,1705,0,2121,0,2399,0,2163,0,2200,0,1170,0,477,0
10:00,2190,0,2471,0,2427,0,2054,0,2638,0,2581,0,1201,0
11:00,3811,0,3624,0,3857,0,2889,0,3822,0,5291,0,2626,0
12:00,4831,0,6314,0,6700,0,5540,0,7133,0,7710,0,4713,0
13:00,7798,0,9950,0,10674,0,9821,0,10859,0,9328,0,6243,0
14:00,7437,0,7753,0,7831,0,6911,0,7987,0,10737,0,7317,0
15:00,7696,0,7085,0,7045,0,5969,0,7539,0,10933,0,7051,0
16:00,7797,0,7371,0,7626,0,7448,0,8848,0,10779,0,6784,0
17:00,7235,0,8763,0,10607,0,9663,0,9141,0,9367,0,5817,0
18:00,4641,0,5901,0,7237,0,9868,0,6107,0,5630,0,3392,0
19:00,2227,0,2531,0,3168,0,5985,0,3058,0,2931,0,2049,0
20:00,1271,0,1289,0,1608,0,3237,0,2033,0,1885,0,1329,0
21:00,925,0,982,0,1127,0,1615,0,1406,0,1677,0,892,0
22:00,933,0,856,0,1071,0,1214,0,1482,0,1740,0,750,0
23:00,497,0,624,0,757,0,883,0,1164,0,1371,0,552,0
