"Hourly By Entrance - Week 11, 2008",,,,,,,,,,,,,,
Location Address: Dublin BID,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Clerys,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,236,0,179,0,182,0,352,0,582,0,879,0,659,0
01:00,88,0,61,0,78,0,101,0,271,0,684,0,522,0
02:00,52,0,69,0,398,0,133,0,213,0,448,0,596,0
03:00,130,0,63,0,653,0,86,0,308,0,399,0,834,0
04:00,77,0,22,0,128,0,26,0,101,0,200,0,230,0
05:00,127,0,134,0,176,0,139,0,147,0,109,0,84,0
06:00,480,0,520,0,656,0,497,0,521,0,279,0,141,0
07:00,1231,0,1446,0,1410,0,922,0,1358,0,409,0,188,0
08:00,2133,0,2550,0,2478,0,1492,0,1874,0,647,0,402,0
09:00,2049,0,2488,0,3269,0,2011,0,2349,0,1158,0,790,0
10:00,2215,0,2112,0,3645,0,2414,0,2608,0,2583,0,1552,0
11:00,3148,0,2427,0,4138,0,2477,0,2821,0,3509,0,2227,0
12:00,4276,0,3339,0,4566,0,2987,0,3447,0,4352,0,2786,0
13:00,5861,0,4236,0,4668,0,4576,0,4498,0,4934,0,3050,0
14:00,3546,0,3058,0,3885,0,3296,0,4590,0,5430,0,3896,0
15:00,2873,0,2985,0,3493,0,4189,0,5074,0,4437,0,3651,0
16:00,3180,0,2973,0,3204,0,4241,0,4254,0,3885,0,3225,0
17:00,4236,0,3762,0,4494,0,4308,0,4560,0,3992,0,3257,0
18:00,3023,0,2668,0,3358,0,3272,0,3428,0,3079,0,3126,0
19:00,1869,0,1692,0,2300,0,2991,0,3029,0,2410,0,2934,0
20:00,1499,0,1447,0,1733,0,2242,0,2467,0,2069,0,2692,0
21:00,1102,0,1152,0,1179,0,1405,0,1900,0,1907,0,2169,0
22:00,923,0,1015,0,1286,0,1412,0,2189,0,1872,0,2128,0
23:00,520,0,587,0,840,0,1129,0,1604,0,1366,0,1601,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at Card Gallery,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,111,0,366,0,343,0,619,0,885,0,2209,0,1388,0
01:00,145,0,758,0,129,0,235,0,437,0,1399,0,1209,0
02:00,69,0,84,0,103,0,210,0,452,0,1380,0,1322,0
03:00,112,0,164,0,200,0,318,0,311,0,1746,0,1951,0
04:00,148,0,81,0,190,0,218,0,234,0,956,0,631,0
05:00,340,0,325,0,401,0,387,0,341,0,282,0,240,0
06:00,732,0,718,0,763,0,800,0,797,0,396,0,243,0
07:00,1095,0,1695,0,1404,0,1259,0,1753,0,567,0,306,0
08:00,3227,0,4169,0,1781,0,2896,0,3599,0,988,0,325,0
09:00,3220,0,3263,0,2315,0,3172,0,2852,0,1738,0,798,0
10:00,2625,0,2904,0,2191,0,2590,0,3191,0,2673,0,2081,0
11:00,2917,0,3891,0,3473,0,3453,0,4613,0,5586,0,5588,0
12:00,5164,0,6894,0,6308,0,6298,0,8258,0,8326,0,9026,0
13:00,9530,0,9857,0,9908,0,10249,0,10081,0,8241,0,10594,0
14:00,5977,0,6059,0,6989,0,6588,0,8206,0,8441,0,11648,0
15:00,5050,0,4759,0,4995,0,4829,0,8640,0,8430,0,11418,0
16:00,6128,0,5614,0,5498,0,6841,0,9914,0,7873,0,12100,0
17:00,8318,0,7622,0,9204,0,9746,0,10471,0,7063,0,10980,0
18:00,6783,0,6886,0,7888,0,10828,0,9307,0,5453,0,8789,0
19:00,3370,0,3398,0,4667,0,9241,0,5473,0,3396,0,5349,0
20:00,1808,0,1876,0,2355,0,5439,0,3814,0,2267,0,3244,0
21:00,1242,0,1322,0,1752,0,2738,0,3358,0,2063,0,2855,0
22:00,1051,0,937,0,1284,0,1810,0,3006,0,2015,0,2964,0
23:00,730,0,671,0,1316,0,1602,0,2706,0,1839,0,2510,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at M&S,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,153,0,265,0,279,0,567,0,710,0,792,0,1471,0
01:00,101,0,117,0,119,0,231,0,312,0,574,0,1353,0
02:00,81,0,104,0,140,0,185,0,320,0,730,0,1419,0
03:00,64,0,214,0,161,0,210,0,510,0,1114,0,1789,0
04:00,80,0,72,0,131,0,125,0,227,0,252,0,392,0
05:00,255,0,248,0,210,0,248,0,204,0,135,0,115,0
06:00,565,0,912,0,715,0,788,0,549,0,297,0,181,0
07:00,1512,0,1737,0,1815,0,1810,0,1143,0,408,0,329,0
08:00,2936,0,3373,0,3664,0,3864,0,3105,0,564,0,433,0
09:00,2632,0,2876,0,2965,0,2953,0,2802,0,1483,0,917,0
10:00,2874,0,2699,0,3059,0,3019,0,3101,0,4422,0,1971,0
11:00,4387,0,3909,0,3948,0,3798,0,4823,0,9472,0,4184,0
12:00,7492,0,7302,0,7442,0,5552,0,7648,0,10545,0,6520,0
13:00,11317,0,9685,0,10599,0,9310,0,10594,0,11852,0,6068,0
14:00,4423,0,4655,0,6112,0,6506,0,8937,0,12934,0,4963,0
15:00,4166,0,4953,0,5280,0,6200,0,9849,0,12465,0,5486,0
16:00,6615,0,5746,0,6435,0,7662,0,10636,0,10802,0,4272,0
17:00,8215,0,8775,0,9401,0,10014,0,11087,0,9054,0,3964,0
18:00,5365,0,5984,0,7094,0,9068,0,6746,0,7135,0,4051,0
19:00,2231,0,2420,0,2789,0,4939,0,2706,0,3354,0,1855,0
20:00,1410,0,1597,0,1722,0,3082,0,2042,0,2947,0,1167,0
21:00,1048,0,1202,0,1475,0,1802,0,1662,0,2211,0,905,0
