"Hourly By Entrance - Week 16, 2008",,,,,,,,,,,,,,
Location Address: Dublin BID,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Clerys,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,311,0,236,0,423,0,378,0,461,0,1000,0,957,0
01:00,106,0,73,0,144,0,204,0,259,0,645,0,659,0
02:00,85,0,87,0,121,0,183,0,230,0,438,0,590,0
03:00,147,0,88,0,115,0,92,0,328,0,402,0,702,0
04:00,89,0,64,0,61,0,79,0,118,0,157,0,347,0
05:00,168,0,116,0,147,0,113,0,140,0,99,0,111,0
06:00,605,0,531,0,648,0,657,0,483,0,210,0,88,0
07:00,1339,0,1178,0,1371,0,1127,0,1252,0,466,0,202,0
08:00,2416,0,2190,0,2822,0,2292,0,2764,0,774,0,342,0
09:00,2270,0,2065,0,2243,0,2328,0,2361,0,1327,0,708,0
10:00,2589,0,1847,0,2094,0,2226,0,2340,0,2170,0,1278,0
11:00,2609,0,2042,0,2296,0,2359,0,2639,0,2995,0,2073,0
12:00,3285,0,3166,0,3486,0,3033,0,3266,0,3426,0,2140,0
13:00,5593,0,3999,0,5800,0,3967,0,4308,0,3850,0,2428,0
14:00,3512,0,4470,0,6166,0,5066,0,3412,0,3849,0,2947,0
15:00,5063,0,5111,0,6753,0,6046,0,3852,0,3838,0,2839,0
16:00,6190,0,5348,0,9075,0,6237,0,3877,0,3688,0,2843,0
17:00,6314,0,3978,0,8290,0,8038,0,4143,0,3381,0,2488,0
18:00,4468,0,3467,0,6124,0,6699,0,3193,0,3083,0,1877,0
19:00,1752,0,2076,0,2305,0,2604,0,2239,0,2188,0,1485,0
20:00,1513,0,1760,0,1693,0,2123,0,2034,0,2229,0,1446,0
21:00,1245,0,1442,0,1593,0,1860,0,1840,0,2063,0,1521,0
22:00,1213,0,1357,0,1423,0,1422,0,1884,0,2097,0,1240,0
23:00,733,0,899,0,894,0,952,0,1439,0,1525,0,894,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at Card Gallery,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,393,0,439,0,561,0,735,0,1018,0,1934,0,1537,0
01:00,236,0,125,0,218,0,284,0,469,0,1116,0,1073,0
