"Hourly By Entrance - Week 33, 2008",,,,,,,,,,,,,,
Location Address: Dublin BID,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Clerys,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,462,0,282,0,345,0,733,0,636,0,787,0,741,0
01:00,259,0,100,0,234,0,429,0,304,0,459,0,549,0
02:00,179,0,121,0,184,0,290,0,297,0,427,0,582,0
03:00,65,0,146,0,121,0,265,0,267,0,390,0,908,0
04:00,88,0,69,0,56,0,47,0,70,0,142,0,232,0
05:00,124,0,114,0,128,0,136,0,169,0,122,0,67,0
06:00,490,0,420,0,448,0,432,0,478,0,277,0,124,0
07:00,1002,0,922,0,969,0,888,0,963,0,471,0,230,0
08:00,2198,0,1995,0,2167,0,1983,0,1842,0,805,0,355,0
09:00,1861,0,2023,0,2298,0,1871,0,1914,0,1624,0,907,0
10:00,2205,0,2110,0,2429,0,2306,0,2424,0,2370,0,1709,0
11:00,2770,0,2840,0,3009,0,2962,0,2654,0,3089,0,3062,0
12:00,3314,0,3704,0,3544,0,3914,0,3558,0,3184,0,4011,0
13:00,4258,0,4268,0,4538,0,4836,0,4755,0,3639,0,4319,0
14:00,3767,0,4152,0,4382,0,5084,0,4178,0,4126,0,3452,0
15:00,3716,0,3753,0,5480,0,6457,0,4022,0,3542,0,3186,0
16:00,3916,0,4287,0,5849,0,7691,0,4475,0,3033,0,2711,0
17:00,4370,0,5252,0,5249,0,9365,0,4445,0,4646,0,8031,0
18:00,3158,0,4058,0,4284,0,6189,0,3217,0,6110,0,4360,0
19:00,2178,0,2393,0,2494,0,2280,0,2286,0,3366,0,2710,0
20:00,1786,0,1834,0,1758,0,2525,0,1977,0,2565,0,1743,0
21:00,1292,0,1331,0,1534,0,1887,0,1863,0,2051,0,1519,0
22:00,1588,0,1362,0,1618,0,1736,0,1838,0,2385,0,1521,0
23:00,872,0,823,0,1006,0,1217,0,1343,0,1660,0,976,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at Card Gallery,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
