"Hourly By Entrance - Week 6, 2008",,,,,,,,,,,,,,
Location Address: Dublin BID,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Clerys,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,249,0,277,0,262,0,643,0,549,0,802,0,945,0
01:00,176,0,107,0,131,0,241,0,252,0,486,0,681,0
02:00,93,0,142,0,73,0,225,0,251,0,455,0,687,0
03:00,144,0,131,0,69,0,233,0,174,0,446,0,846,0
04:00,55,0,79,0,50,0,143,0,85,0,122,0,305,0
05:00,117,0,157,0,130,0,170,0,143,0,107,0,90,0
06:00,692,0,660,0,763,0,786,0,690,0,299,0,156,0
07:00,1451,0,1293,0,1446,0,1527,0,1345,0,509,0,175,0
08:00,1517,0,2269,0,2332,0,2867,0,2461,0,770,0,262,0
09:00,1778,0,1745,0,3174,0,2160,0,2104,0,1094,0,613,0
10:00,2078,0,2055,0,3694,0,1813,0,2489,0,1802,0,1444,0
11:00,2596,0,2137,0,4925,0,2361,0,3095,0,2883,0,1937,0
12:00,6396,0,2882,0,5542,0,3997,0,4158,0,4988,0,2040,0
13:00,8765,0,5945,0,10174,0,3454,0,4560,0,5903,0,2472,0
14:00,4747,0,3409,0,5276,0,3359,0,3647,0,4343,0,3198,0
15:00,2634,0,2969,0,2961,0,3184,0,3946,0,3953,0,2380,0
16:00,2941,0,3028,0,3472,0,3549,0,4042,0,3682,0,2341,0
17:00,3847,0,3893,0,5917,0,4584,0,4444,0,3702,0,2612,0
18:00,3454,0,3595,0,6441,0,3844,0,4032,0,3898,0,2508,0
19:00,1984,0,2215,0,3525,0,2659,0,2694,0,2938,0,2115,0
20:00,1483,0,1776,0,1819,0,2310,0,2619,0,2586,0,2033,0
21:00,1195,0,1015,0,1563,0,1667,0,1695,0,2012,0,1408,0
22:00,1124,0,1113,0,5840,0,1328,0,1914,0,2316,0,1334,0
23:00,723,0,945,0,1662,0,1014,0,1351,0,1614,0,802,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at Card Gallery,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,263,0,349,0,457,0,819,0,892,0,2356,0,2701,0
01:00,340,0,152,0,213,0,449,0,401,0,1388,0,1889,0
02:00,181,0,179,0,138,0,388,0,411,0,1281,0,1983,0
03:00,159,0,182,0,209,0,406,0,351,0,1499,0,2715,0
04:00,175,0,194,0,154,0,170,0,235,0,528,0,1164,0
05:00,236,0,283,0,520,0,438,0,420,0,280,0,206,0
06:00,779,0,832,0,843,0,764,0,832,0,544,0,226,0
07:00,1565,0,1902,0,2009,0,1865,0,2001,0,718,0,295,0
08:00,3475,0,3587,0,3817,0,4002,0,3716,0,952,0,290,0
09:00,2811,0,2625,0,2945,0,3011,0,3155,0,1679,0,604,0
10:00,2292,0,2290,0,2559,0,2555,0,2916,0,3270,0,1179,0
11:00,2985,0,3064,0,3352,0,3390,0,4583,0,6478,0,2926,0
12:00,5591,0,5487,0,6814,0,6883,0,7041,0,9513,0,4592,0
13:00,9216,0,9022,0,9842,0,9692,0,10230,0,10104,0,6777,0
14:00,6954,0,6842,0,7939,0,7725,0,8456,0,12192,0,8510,0
15:00,5205,0,5457,0,6646,0,7978,0,8559,0,11823,0,8248,0
16:00,6140,0,6606,0,7486,0,8537,0,9092,0,11045,0,8364,0
17:00,10432,0,10773,0,11399,0,11911,0,11697,0,11058,0,7840,0
18:00,8447,0,8180,0,11179,0,13126,0,10515,0,9261,0,5428,0
19:00,3742,0,3853,0,5097,0,9239,0,5709,0,4753,0,2410,0
20:00,1945,0,2168,0,2457,0,5726,0,3713,0,3494,0,1559,0
21:00,1503,0,1563,0,1572,0,2813,0,3137,0,3311,0,1215,0
22:00,967,0,1187,0,3102,0,2067,0,3166,0,2996,0,1058,0
23:00,627,0,927,0,1698,0,1632,0,3184,0,3174,0,800,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at M&S,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,199,0,337,0,416,0,563,0,774,0,1503,0,2219,0
01:00,167,0,123,0,237,0,273,0,426,0,1068,0,1661,0
02:00,149,0,218,0,402,0,210,0,345,0,1030,0,1809,0
03:00,154,0,282,0,252,0,360,0,385,0,1512,0,2905,0
04:00,171,0,224,0,250,0,554,0,226,0,563,0,1220,0
05:00,235,0,300,0,312,0,394,0,346,0,210,0,138,0
06:00,690,0,583,0,844,0,765,0,801,0,421,0,239,0
07:00,1204,0,1366,0,1507,0,1316,0,1477,0,680,0,286,0
08:00,3155,0,4021,0,3932,0,3578,0,3638,0,1146,0,413,0
09:00,2490,0,3080,0,3221,0,2655,0,2834,0,1729,0,778,0
10:00,2410,0,2402,0,2448,0,2415,0,2535,0,3165,0,1339,0
11:00,3222,0,3329,0,3498,0,3131,0,3693,0,5782,0,2610,0
12:00,7116,0,6389,0,6020,0,6807,0,6774,0,8442,0,4909,0
13:00,11367,0,9981,0,9093,0,9880,0,10317,0,10256,0,6062,0
14:00,3655,0,5722,0,6046,0,5363,0,7278,0,9455,0,5531,0
15:00,4288,0,4645,0,5555,0,5616,0,7789,0,10278,0,6369,0
16:00,6176,0,5825,0,6574,0,6414,0,8407,0,10983,0,7490,0
17:00,8100,0,7223,0,8378,0,9576,0,9925,0,8670,0,5376,0
18:00,5411,0,5156,0,6387,0,8808,0,7191,0,5502,0,3445,0
19:00,2434,0,2416,0,3074,0,4542,0,3523,0,3507,0,1937,0
20:00,1726,0,1629,0,1997,0,3169,0,2553,0,2646,0,1402,0
21:00,1340,0,1259,0,1608,0,1968,0,2196,0,2506,0,1070,0
22:00,963,0,874,0,1344,0,1327,0,2323,0,2649,0,861,0
23:00,549,0,847,0,1119,0,1145,0,2027,0,2568,0,818,0
,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Easons,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,279,0,281,0,217,0,333,0,172,0,328,0,321,0
01:00,320,0,230,0,146,0,360,0,132,0,496,0,574,0
02:00,253,0,189,0,113,0,272,0,168,0,375,0,510,0
