"Hourly By Entrance - Week 43, 2008",,,,,,,,,,,,,,
Location Address: Dublin BID,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Clerys,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,396,0,246,0,275,0,356,0,525,0,843,0,794,0
01:00,238,0,142,0,118,0,205,0,321,0,465,0,1015,0
02:00,251,0,166,0,116,0,220,0,250,0,569,0,576,0
03:00,162,0,139,0,90,0,162,0,260,0,431,0,147,0
04:00,75,0,76,0,35,0,58,0,105,0,122,0,80,0
05:00,168,0,129,0,117,0,137,0,146,0,67,0,80,0
06:00,832,0,480,0,501,0,608,0,481,0,208,0,152,0
07:00,1255,0,1176,0,1074,0,1343,0,1086,0,448,0,197,0
08:00,2437,0,2442,0,2108,0,2704,0,2041,0,689,0,423,0
09:00,1998,0,2030,0,1943,0,2627,0,1898,0,1096,0,964,0
10:00,2319,0,2532,0,1858,0,2274,0,1809,0,2063,0,1864,0
11:00,2557,0,2985,0,2609,0,2404,0,2364,0,2379,0,2709,0
12:00,3009,0,4734,0,4961,0,2939,0,5365,0,3019,0,4193,0
13:00,3534,0,6815,0,7404,0,3675,0,7803,0,3075,0,4759,0
14:00,3301,0,6278,0,11458,0,2820,0,7865,0,3255,0,3148,0
15:00,3530,0,3127,0,3541,0,3389,0,4096,0,3254,0,2509,0
16:00,2779,0,3219,0,3532,0,3244,0,3507,0,3622,0,2755,0
17:00,3376,0,3192,0,3885,0,3723,0,3831,0,3050,0,2804,0
18:00,2610,0,2869,0,3385,0,3561,0,3297,0,2864,0,2834,0
19:00,1941,0,2157,0,2177,0,2571,0,2532,0,1977,0,2097,0
20:00,1606,0,1638,0,1980,0,2266,0,2503,0,2059,0,1959,0
21:00,1228,0,1313,0,1334,0,1491,0,1747,0,1818,0,1627,0
22:00,1176,0,1095,0,1272,0,1275,0,1584,0,1841,0,1652,0
23:00,770,0,676,0,884,0,936,0,1408,0,1331,0,1023,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at Card Gallery,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,452,0,359,0,420,0,830,0,379,0,1927,0,1550,0
01:00,219,0,130,0,140,0,312,0,119,0,1230,0,1981,0
02:00,91,0,141,0,143,0,389,0,206,0,1069,0,1489,0
03:00,184,0,110,0,156,0,345,0,184,0,1313,0,360,0
04:00,430,0,66,0,121,0,103,0,226,0,416,0,111,0
05:00,212,0,266,0,272,0,259,0,241,0,289,0,93,0
06:00,1086,0,656,0,552,0,542,0,825,0,430,0,140,0
07:00,1493,0,1452,0,1476,0,1588,0,1566,0,522,0,251,0
08:00,3067,0,3277,0,3426,0,3194,0,2997,0,828,0,454,0
09:00,2700,0,2692,0,2654,0,2921,0,2652,0,1385,0,953,0
10:00,2635,0,2387,0,2528,0,2659,0,2700,0,2300,0,2182,0
11:00,3339,0,3317,0,4155,0,2808,0,3642,0,3803,0,4316,0
12:00,5670,0,5594,0,6427,0,4498,0,7040,0,6615,0,6880,0
13:00,8942,0,9296,0,9881,0,6805,0,9900,0,7962,0,8196,0
14:00,6307,0,8242,0,9024,0,4496,0,9485,0,9308,0,7558,0
15:00,5243,0,4857,0,7868,0,4159,0,7198,0,9538,0,9678,0
16:00,5369,0,5698,0,7681,0,5331,0,8790,0,8681,0,9297,0
17:00,7493,0,7359,0,9129,0,8214,0,8989,0,7856,0,8620,0
18:00,6499,0,7406,0,8764,0,10424,0,8939,0,6480,0,5486,0
19:00,3506,0,4208,0,4928,0,7748,0,5309,0,3280,0,2965,0
20:00,2164,0,2305,0,2955,0,4842,0,3314,0,2545,0,2265,0
21:00,1398,0,1715,0,2209,0,1251,0,2529,0,2209,0,1876,0
22:00,911,0,1354,0,1723,0,623,0,2339,0,2201,0,1534,0
23:00,674,0,870,0,1558,0,560,0,2313,0,1857,0,1372,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at M&S,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,458,0,366,0,504,0,776,0,660,0,633,0,1571,0
01:00,226,0,127,0,184,0,299,0,264,0,455,0,1424,0
02:00,127,0,150,0,158,0,339,0,189,0,541,0,1418,0
03:00,210,0,171,0,175,0,588,0,246,0,825,0,1706,0
04:00,170,0,127,0,171,0,245,0,173,0,239,0,1429,0
05:00,237,0,228,0,264,0,337,0,302,0,124,0,491,0
06:00,842,0,703,0,745,0,725,0,883,0,282,0,309,0
07:00,1548,0,1246,0,1609,0,1338,0,2145,0,377,0,375,0
08:00,2563,0,3807,0,3133,0,4150,0,4262,0,628,0,521,0
09:00,2263,0,2553,0,2569,0,2992,0,3679,0,1298,0,855,0
10:00,2812,0,2663,0,2747,0,2937,0,4010,0,3115,0,1699,0
11:00,4534,0,4011,0,3885,0,3466,0,5724,0,6239,0,3653,0
12:00,7123,0,6798,0,6533,0,6777,0,10254,0,8164,0,5791,0
13:00,10960,0,11686,0,11022,0,10847,0,14542,0,9872,0,6751,0
14:00,8370,0,7433,0,7788,0,7195,0,9717,0,10378,0,6512,0
15:00,5994,0,3928,0,6003,0,7466,0,8321,0,8939,0,7267,0
16:00,5485,0,6196,0,6155,0,8026,0,8383,0,7092,0,6515,0
17:00,8631,0,9184,0,9432,0,12099,0,11794,0,6927,0,6220,0
18:00,5789,0,7376,0,6840,0,11074,0,8805,0,5392,0,4658,0
19:00,2838,0,4022,0,3388,0,6918,0,3835,0,2800,0,2548,0
20:00,1948,0,2374,0,2299,0,3981,0,2392,0,2162,0,1441,0
21:00,1517,0,1682,0,1807,0,2529,0,1862,0,1694,0,991,0
22:00,1116,0,1305,0,1395,0,1913,0,1324,0,1437,0,758,0
23:00,881,0,1198,0,1237,0,1548,0,1012,0,1226,0,629,0
,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Easons,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,543,0,240,0,239,0,342,0,419,0,881,0,552,0
01:00,278,0,145,0,129,0,193,0,256,0,517,0,921,0
02:00,269,0,131,0,105,0,215,0,279,0,626,0,820,0
03:00,169,0,228,0,200,0,291,0,332,0,801,0,323,0
04:00,91,0,65,0,44,0,106,0,147,0,199,0,119,0
05:00,136,0,112,0,132,0,119,0,82,0,103,0,67,0
06:00,407,0,325,0,241,0,338,0,289,0,286,0,137,0
07:00,745,0,759,0,710,0,784,0,672,0,311,0,129,0
08:00,1621,0,1687,0,1651,0,2610,0,1439,0,1031,0,260,0
09:00,1929,0,1630,0,1549,0,3101,0,1675,0,1607,0,1455,0
10:00,2819,0,5862,0,4432,0,3207,0,5689,0,2922,0,4248,0
11:00,3871,0,6369,0,6195,0,4301,0,6526,0,4682,0,3948,0
12:00,6098,0,6532,0,6451,0,5320,0,7179,0,6125,0,4411,0
13:00,7714,0,6301,0,8592,0,7040,0,7392,0,7642,0,4812,0
14:00,6508,0,5484,0,7103,0,5504,0,6849,0,7921,0,5366,0
15:00,4550,0,6324,0,7648,0,6673,0,7424,0,8608,0,6021,0
16:00,5546,0,6944,0,8053,0,6938,0,7547,0,7662,0,5788,0
17:00,6844,0,6721,0,8247,0,7830,0,7612,0,7098,0,6528,0
18:00,5413,0,5435,0,6921,0,7004,0,6494,0,4662,0,5061,0
19:00,3405,0,3395,0,3226,0,4740,0,4625,0,2197,0,2917,0
20:00,2752,0,1775,0,2105,0,3062,0,3206,0,1640,0,2434,0
21:00,1436,0,1561,0,1552,0,1882,0,2105,0,1358,0,1775,0
22:00,848,0,1157,0,1319,0,1747,0,1727,0,1475,0,1589,0
23:00,556,0,625,0,941,0,943,0,1420,0,1101,0,1149,0
,,,,,,,,,,,,,,
Entrance Name: Henry Street at Butlers,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,110,0,87,0,72,0,138,0,165,0,213,0,212,0
01:00,50,0,39,0,40,0,69,0,86,0,152,0,176,0
