"Hourly By Entrance - Week 35, 2008",,,,,,,,,,,,,,
Location Address: Dublin BID,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Clerys,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,455,0,351,0,400,0,418,0,572,0,835,0,882,0
01:00,265,0,151,0,207,0,162,0,267,0,509,0,597,0
02:00,174,0,210,0,143,0,172,0,238,0,448,0,613,0
03:00,54,0,148,0,118,0,179,0,184,0,438,0,621,0
04:00,69,0,33,0,43,0,116,0,139,0,121,0,174,0
05:00,112,0,155,0,124,0,141,0,163,0,101,0,98,0
06:00,457,0,444,0,455,0,490,0,463,0,211,0,99,0
07:00,993,0,957,0,954,0,1074,0,925,0,424,0,187,0
08:00,1721,0,1900,0,1983,0,1795,0,1741,0,583,0,267,0
09:00,1969,0,1879,0,2004,0,1849,0,1825,0,1173,0,875,0
10:00,2349,0,2336,0,2217,0,2041,0,2470,0,1989,0,1612,0
11:00,3007,0,2783,0,2721,0,2680,0,2806,0,2522,0,2970,0
12:00,3370,0,3446,0,3201,0,3241,0,3449,0,3044,0,3410,0
13:00,3952,0,4162,0,3973,0,4014,0,3811,0,3717,0,3055,0
14:00,3688,0,3748,0,3754,0,3968,0,3756,0,4113,0,3399,0
15:00,3752,0,3822,0,3657,0,3969,0,3767,0,3840,0,3927,0
16:00,3646,0,3785,0,3692,0,4280,0,3682,0,3953,0,3598,0
17:00,4159,0,4148,0,3949,0,4502,0,3734,0,3555,0,3796,0
18:00,3573,0,3175,0,3157,0,5109,0,3086,0,2851,0,3481,0
19:00,2065,0,2079,0,2075,0,2464,0,2115,0,1988,0,1972,0
20:00,1583,0,1646,0,1666,0,2301,0,2041,0,2124,0,1719,0
21:00,1384,0,1580,0,1457,0,1887,0,2023,0,1990,0,1568,0
22:00,1365,0,1568,0,1550,0,1605,0,1773,0,2129,0,1269,0
23:00,773,0,956,0,916,0,963,0,1319,0,1683,0,875,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at Card Gallery,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,562,0,527,0,783,0,832,0,1074,0,1874,0,2353,0
01:00,625,0,217,0,491,0,490,0,600,0,1303,0,1552,0
02:00,339,0,174,0,620,0,402,0,552,0,1260,0,1579,0
03:00,319,0,129,0,1118,0,362,0,352,0,1451,0,2195,0
04:00,222,0,104,0,204,0,197,0,199,0,391,0,593,0
05:00,292,0,253,0,250,0,304,0,283,0,255,0,193,0
06:00,635,0,571,0,566,0,589,0,542,0,405,0,134,0
07:00,1218,0,1274,0,1237,0,1224,0,1240,0,453,0,218,0
08:00,2172,0,2534,0,1936,0,2019,0,1024,0,762,0,318,0
09:00,2108,0,2566,0,2333,0,2149,0,2279,0,1438,0,700,0
