"Hourly By Entrance - Week 41, 2008",,,,,,,,,,,,,,
Location Address: Dublin BID,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Clerys,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,302,0,368,0,322,0,438,0,669,0,921,0,952,0
01:00,206,0,188,0,176,0,200,0,495,0,563,0,729,0
02:00,165,0,262,0,125,0,261,0,438,0,476,0,775,0
03:00,122,0,174,0,129,0,204,0,232,0,461,0,855,0
04:00,72,0,78,0,66,0,151,0,114,0,120,0,240,0
05:00,231,0,181,0,168,0,186,0,154,0,86,0,94,0
06:00,613,0,813,0,691,0,674,0,638,0,299,0,161,0
07:00,1129,0,1459,0,1140,0,1160,0,1237,0,500,0,201,0
08:00,2372,0,3033,0,2409,0,2264,0,2610,0,715,0,383,0
09:00,2051,0,3295,0,2058,0,2193,0,2819,0,1383,0,705,0
10:00,2344,0,2955,0,2133,0,2443,0,3161,0,2528,0,1121,0
11:00,2916,0,3524,0,2504,0,2702,0,3334,0,2880,0,1607,0
12:00,4077,0,4101,0,4466,0,3394,0,3578,0,3625,0,2512,0
13:00,4625,0,5092,0,7189,0,5066,0,4772,0,4346,0,2455,0
14:00,3471,0,3989,0,5166,0,3623,0,4950,0,5241,0,2574,0
15:00,3438,0,4484,0,4757,0,3698,0,5278,0,4472,0,2621,0
16:00,3079,0,4467,0,3472,0,3576,0,5398,0,3764,0,2422,0
17:00,3966,0,4900,0,3773,0,4003,0,5451,0,3506,0,2502,0
18:00,3069,0,3810,0,3228,0,3774,0,4290,0,3388,0,2434,0
19:00,1943,0,2213,0,2646,0,2738,0,3063,0,3031,0,2316,0
20:00,1797,0,1809,0,2187,0,2652,0,2160,0,2677,0,2171,0
21:00,1391,0,1370,0,1808,0,2070,0,1886,0,2478,0,1508,0
22:00,1400,0,1265,0,1518,0,1620,0,1723,0,2248,0,1537,0
23:00,935,0,868,0,1105,0,1196,0,1646,0,1722,0,780,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at Card Gallery,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,379,0,522,0,540,0,958,0,1110,0,1943,0,2681,0
01:00,251,0,182,0,260,0,358,0,558,0,1311,0,1746,0
02:00,107,0,217,0,175,0,710,0,516,0,926,0,1715,0
03:00,112,0,281,0,214,0,500,0,456,0,1564,0,2479,0
04:00,79,0,98,0,174,0,166,0,190,0,560,0,901,0
05:00,234,0,348,0,278,0,314,0,285,0,191,0,168,0
06:00,665,0,758,0,587,0,685,0,616,0,639,0,215,0
07:00,1487,0,1315,0,1353,0,1533,0,1534,0,585,0,247,0
08:00,3353,0,3409,0,2430,0,3065,0,2825,0,847,0,309,0
09:00,3124,0,3142,0,2491,0,3115,0,3121,0,1677,0,605,0
10:00,3010,0,2435,0,2463,0,3184,0,3274,0,3248,0,1413,0
11:00,3904,0,3873,0,4059,0,4156,0,4346,0,5858,0,2868,0
12:00,6773,0,5828,0,7211,0,6450,0,6695,0,8653,0,5073,0
13:00,9482,0,8289,0,9862,0,9586,0,9648,0,9965,0,7007,0
14:00,6869,0,7451,0,8912,0,6758,0,7856,0,11053,0,7890,0
15:00,6333,0,6975,0,6389,0,6248,0,7772,0,11421,0,8478,0
16:00,6356,0,7003,0,6988,0,7864,0,8842,0,11319,0,8294,0
17:00,8119,0,8864,0,8972,0,9762,0,10015,0,10271,0,7939,0
18:00,6075,0,6781,0,7155,0,10457,0,7530,0,7897,0,4707,0
19:00,4189,0,4548,0,5331,0,8975,0,4576,0,4954,0,3033,0
20:00,2161,0,2698,0,3190,0,5437,0,2860,0,3582,0,2048,0
21:00,1756,0,2383,0,2709,0,2667,0,2576,0,3436,0,1496,0
22:00,1348,0,1873,0,2083,0,1358,0,2212,0,3250,0,1095,0
23:00,849,0,1070,0,1542,0,1066,0,2323,0,3071,0,991,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at M&S,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,525,0,516,0,513,0,777,0,641,0,844,0,1572,0
01:00,265,0,182,0,208,0,426,0,257,0,607,0,1425,0
02:00,150,0,223,0,183,0,274,0,184,0,722,0,1419,0
03:00,247,0,135,0,200,0,483,0,239,0,1100,0,1707,0
04:00,197,0,166,0,126,0,195,0,168,0,320,0,1430,0
05:00,262,0,291,0,262,0,359,0,293,0,166,0,492,0
06:00,972,0,675,0,729,0,840,0,856,0,377,0,310,0
07:00,1706,0,1473,0,1595,0,1525,0,2081,0,503,0,375,0
08:00,2700,0,4256,0,2904,0,3891,0,4134,0,838,0,521,0
09:00,2455,0,3268,0,2881,0,3008,0,3568,0,1731,0,856,0
10:00,3096,0,3047,0,3143,0,3137,0,3889,0,4153,0,1701,0
11:00,5097,0,3774,0,4045,0,4497,0,5551,0,8317,0,3655,0
12:00,8043,0,6984,0,6522,0,6890,0,9944,0,10882,0,5794,0
13:00,12291,0,10836,0,11532,0,10920,0,14102,0,13159,0,6754,0
14:00,9381,0,5689,0,8247,0,7472,0,9423,0,13833,0,6515,0
15:00,6480,0,5767,0,5654,0,6925,0,8069,0,11916,0,7270,0
16:00,5710,0,6400,0,6102,0,8905,0,8129,0,9454,0,6518,0
17:00,9533,0,9042,0,9303,0,12909,0,11437,0,9233,0,6223,0
18:00,6376,0,6614,0,7276,0,11063,0,8538,0,7188,0,4660,0
19:00,3127,0,3339,0,3533,0,5995,0,3720,0,3733,0,2549,0
20:00,2145,0,2501,0,2470,0,4456,0,2320,0,2883,0,1443,0
21:00,1667,0,1905,0,2023,0,3010,0,1806,0,2259,0,992,0
22:00,1220,0,1517,0,1512,0,2030,0,1284,0,1917,0,759,0
23:00,1006,0,1106,0,1491,0,1778,0,981,0,1635,0,629,0
,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Easons,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,420,0,231,0,295,0,415,0,492,0,782,0,1219,0
01:00,208,0,134,0,177,0,264,0,342,0,606,0,790,0
02:00,139,0,144,0,181,0,214,0,433,0,689,0,879,0
03:00,103,0,144,0,129,0,223,0,446,0,1006,0,1700,0
04:00,34,0,47,0,72,0,68,0,121,0,232,0,315,0
05:00,100,0,79,0,96,0,119,0,214,0,109,0,112,0
06:00,333,0,332,0,374,0,433,0,367,0,288,0,309,0
07:00,635,0,1091,0,637,0,707,0,893,0,339,0,94,0
08:00,1993,0,2940,0,1584,0,1846,0,1806,0,721,0,176,0
09:00,2329,0,3500,0,2511,0,2274,0,2851,0,1773,0,686,0
10:00,2843,0,3549,0,6192,0,3314,0,3857,0,4689,0,2842,0
11:00,4437,0,5106,0,6517,0,4402,0,4847,0,6346,0,3701,0
12:00,6812,0,6793,0,6609,0,6012,0,6309,0,7318,0,3634,0
13:00,8128,0,8421,0,7473,0,8915,0,8362,0,8440,0,4748,0
14:00,7065,0,6888,0,6664,0,6976,0,8298,0,9564,0,5711,0
15:00,7082,0,7376,0,7624,0,7749,0,8797,0,9599,0,6222,0
16:00,7265,0,7676,0,7474,0,8433,0,9455,0,9057,0,5792,0
17:00,7923,0,8774,0,7623,0,8965,0,9079,0,9158,0,5271,0
18:00,5282,0,6341,0,5828,0,7920,0,7115,0,6864,0,3797,0
19:00,3249,0,2992,0,4012,0,5686,0,3223,0,4983,0,3250,0
20:00,2134,0,1741,0,2668,0,4150,0,2010,0,2897,0,2395,0
21:00,1436,0,1409,0,2175,0,2416,0,1465,0,2523,0,1833,0
22:00,1292,0,1173,0,1734,0,1451,0,1197,0,2133,0,1343,0
23:00,860,0,791,0,941,0,984,0,1210,0,1654,0,995,0
,,,,,,,,,,,,,,
Entrance Name: Henry Street at Butlers,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,158,0,68,0,68,0,168,0,158,0,259,0,231,0
01:00,44,0,28,0,47,0,50,0,91,0,162,0,197,0
02:00,99,0,68,0,107,0,100,0,110,0,132,0,149,0
03:00,80,0,66,0,77,0,76,0,84,0,182,0,280,0
04:00,81,0,93,0,74,0,117,0,159,0,72,0,97,0
05:00,233,0,246,0,273,0,250,0,232,0,123,0,38,0
06:00,464,0,485,0,373,0,470,0,403,0,268,0,103,0
07:00,805,0,788,0,711,0,754,0,746,0,398,0,116,0
08:00,1785,0,1804,0,886,0,1480,0,1412,0,896,0,139,0
09:00,1773,0,2246,0,1246,0,2232,0,2049,0,1709,0,241,0
10:00,2884,0,2765,0,4247,0,3138,0,3089,0,4431,0,1902,0
11:00,3699,0,3507,0,4240,0,4258,0,4045,0,5470,0,2468,0
12:00,4281,0,4673,0,5302,0,5393,0,5459,0,8119,0,3502,0
13:00,6143,0,5848,0,6967,0,6416,0,7058,0,9564,0,5254,0
14:00,5139,0,5090,0,5651,0,5566,0,5876,0,9858,0,6060,0
15:00,5548,0,5044,0,5333,0,5979,0,6622,0,9377,0,6344,0
16:00,5512,0,5112,0,5164,0,6149,0,7104,0,8685,0,5788,0
17:00,5886,0,4961,0,4838,0,6957,0,6717,0,7899,0,4523,0
18:00,3753,0,3602,0,4038,0,6269,0,4287,0,4925,0,3050,0
19:00,1614,0,1552,0,2022,0,3459,0,1654,0,2029,0,1346,0
20:00,1001,0,955,0,1134,0,2485,0,761,0,1050,0,683,0
21:00,625,0,595,0,532,0,1335,0,538,0,962,0,507,0
22:00,393,0,319,0,445,0,435,0,372,0,633,0,465,0
23:00,179,0,271,0,250,0,262,0,345,0,412,0,308,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at Korkys,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,375,0,294,0,375,0,613,0,735,0,1231,0,1115,0
01:00,231,0,134,0,118,0,185,0,340,0,829,0,778,0
02:00,128,0,74,0,70,0,237,0,273,0,686,0,695,0
03:00,74,0,77,0,89,0,272,0,260,0,1253,0,1071,0
04:00,107,0,123,0,202,0,181,0,196,0,399,0,492,0
05:00,201,0,193,0,200,0,292,0,260,0,146,0,111,0
06:00,531,0,357,0,397,0,470,0,460,0,406,0,119,0
07:00,887,0,1035,0,857,0,1106,0,1017,0,561,0,187,0
08:00,2027,0,2375,0,2012,0,3136,0,2248,0,823,0,265,0
09:00,2107,0,2207,0,2096,0,2804,0,2470,0,1297,0,493,0
10:00,2298,0,1996,0,2092,0,2419,0,2962,0,2860,0,1240,0
