"Hourly By Entrance - Week 34, 2008",,,,,,,,,,,,,,
Location Address: Dublin BID,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Clerys,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
03:00,51,0,94,0,69,0,190,0,147,0,134,0,229,0
04:00,106,0,130,0,116,0,83,0,105,0,113,0,62,0
05:00,238,0,258,0,279,0,232,0,220,0,121,0,53,0
06:00,482,0,457,0,524,0,484,0,435,0,222,0,81,0
07:00,1062,0,835,0,987,0,919,0,793,0,369,0,151,0
08:00,1752,0,1686,0,1978,0,1340,0,1537,0,864,0,312,0
09:00,2243,0,1910,0,2483,0,1886,0,1880,0,1752,0,608,0
10:00,2965,0,2695,0,3137,0,3108,0,3547,0,3464,0,2189,0
11:00,4100,0,3706,0,4524,0,4476,0,4736,0,5077,0,3551,0
12:00,5361,0,5076,0,5769,0,5835,0,5971,0,5644,0,4004,0
13:00,6577,0,6943,0,6833,0,7749,0,7293,0,7131,0,3917,0
14:00,5901,0,6240,0,6190,0,6548,0,6479,0,7929,0,4693,0
15:00,6957,0,6514,0,6721,0,7105,0,6816,0,7278,0,4770,0
16:00,8649,0,7342,0,7577,0,7366,0,7695,0,7541,0,6502,0
17:00,9339,0,7938,0,7643,0,8567,0,7081,0,6473,0,8098,0
18:00,5486,0,5318,0,5716,0,6087,0,4884,0,4215,0,4035,0
19:00,2239,0,2211,0,2466,0,3684,0,2546,0,1935,0,1476,0
20:00,1184,0,1083,0,1424,0,2650,0,1334,0,1037,0,861,0
21:00,983,0,774,0,955,0,1141,0,959,0,852,0,724,0
22:00,569,0,511,0,529,0,458,0,568,0,487,0,541,0
23:00,275,0,248,0,306,0,344,0,453,0,337,0,280,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at Korkys,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,293,0,341,0,367,0,676,0,810,0,881,0,852,0
01:00,186,0,155,0,132,0,234,0,371,0,534,0,573,0
02:00,101,0,87,0,85,0,194,0,304,0,573,0,558,0
03:00,67,0,91,0,102,0,206,0,287,0,1168,0,762,0
04:00,115,0,144,0,129,0,131,0,212,0,265,0,268,0
05:00,165,0,226,0,191,0,225,0,277,0,66,0,67,0
06:00,439,0,412,0,376,0,461,0,437,0,244,0,56,0
07:00,587,0,1193,0,925,0,735,0,962,0,283,0,131,0
08:00,1648,0,2731,0,2274,0,1794,0,2240,0,524,0,191,0
09:00,1877,0,2546,0,2230,0,1974,0,2255,0,899,0,402,0
10:00,1879,0,2302,0,2036,0,2196,0,2727,0,1940,0,922,0
11:00,2576,0,3409,0,3240,0,3313,0,4434,0,3502,0,1987,0
12:00,4776,0,6445,0,5543,0,6604,0,8354,0,4360,0,3088,0
13:00,9495,0,11729,0,9296,0,11977,0,10599,0,4648,0,3793,0
14:00,7011,0,9492,0,7709,0,8469,0,8525,0,5430,0,3800,0
15:00,6750,0,8182,0,7174,0,8292,0,7891,0,5484,0,3462,0
16:00,7240,0,7810,0,7652,0,8669,0,9203,0,5553,0,3081,0
17:00,7815,0,8767,0,9828,0,9704,0,8881,0,5415,0,2479,0
18:00,5858,0,6006,0,6931,0,9656,0,5656,0,3139,0,1702,0
19:00,2365,0,2999,0,3101,0,6891,0,3050,0,1844,0,1134,0
20:00,1253,0,1797,0,1791,0,3239,0,2167,0,1353,0,940,0
21:00,872,0,1216,0,1228,0,1729,0,1478,0,1153,0,644,0
22:00,900,0,1215,0,1220,0,1441,0,1522,0,1209,0,487,0
23:00,493,0,699,0,736,0,865,0,1276,0,926,0,381,0
