"Hourly By Entrance - Week 25, 2008",,,,,,,,,,,,,,
Location Address: Dublin BID,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Clerys,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,563,0,377,0,317,0,405,0,674,0,820,0,946,0
01:00,190,0,152,0,152,0,160,0,335,0,583,0,904,0
02:00,122,0,159,0,108,0,150,0,216,0,455,0,1021,0
03:00,110,0,204,0,132,0,166,0,175,0,442,0,770,0
04:00,56,0,50,0,53,0,41,0,78,0,188,0,267,0
05:00,128,0,116,0,122,0,112,0,90,0,61,0,49,0
06:00,483,0,477,0,574,0,505,0,522,0,344,0,101,0
07:00,1052,0,1052,0,1218,0,1298,0,1148,0,746,0,155,0
08:00,2033,0,2277,0,2167,0,2130,0,1863,0,1022,0,243,0
09:00,1978,0,1940,0,2102,0,1850,0,1799,0,1403,0,580,0
10:00,2028,0,2012,0,2161,0,1894,0,2299,0,2170,0,983,0
11:00,2493,0,2566,0,2518,0,2375,0,2584,0,2836,0,1547,0
12:00,3500,0,3179,0,3356,0,3538,0,3667,0,3328,0,1937,0
13:00,3866,0,3531,0,3979,0,4393,0,4675,0,3792,0,2476,0
14:00,3441,0,3503,0,3343,0,4414,0,5168,0,4587,0,2534,0
15:00,3297,0,3455,0,3777,0,4915,0,5051,0,4317,0,2697,0
16:00,3426,0,3548,0,4117,0,4397,0,6377,0,3455,0,2681,0
17:00,3693,0,4426,0,5115,0,4836,0,5830,0,3410,0,3877,0
18:00,3047,0,4087,0,4109,0,4855,0,5142,0,3362,0,3399,0
19:00,2031,0,1669,0,2416,0,2519,0,2478,0,2732,0,1706,0
20:00,1329,0,1437,0,1693,0,1859,0,1887,0,1978,0,1148,0
21:00,1126,0,1126,0,1384,0,1578,0,1521,0,1456,0,881,0
22:00,1252,0,1210,0,1198,0,1500,0,1681,0,1592,0,1438,0
23:00,987,0,849,0,931,0,986,0,1645,0,1912,0,1177,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at Card Gallery,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,567,0,715,0,522,0,700,0,1346,0,2213,0,1913,0
01:00,285,0,266,0,290,0,306,0,486,0,1680,0,1362,0
02:00,182,0,157,0,235,0,239,0,454,0,1153,0,1160,0
03:00,123,0,180,0,187,0,236,0,263,0,1371,0,1962,0
04:00,139,0,157,0,192,0,121,0,200,0,874,0,988,0
05:00,215,0,239,0,76,0,191,0,253,0,186,0,180,0
06:00,608,0,614,0,721,0,525,0,621,0,396,0,231,0
07:00,1059,0,1378,0,1264,0,1088,0,1314,0,713,0,263,0
08:00,1783,0,3181,0,1419,0,2888,0,2433,0,1167,0,319,0
09:00,2384,0,2626,0,2962,0,2170,0,2818,0,1605,0,578,0
10:00,2581,0,2633,0,2849,0,2425,0,3711,0,3253,0,925,0
11:00,4175,0,3625,0,3620,0,4231,0,4707,0,5161,0,2186,0
12:00,6075,0,5806,0,5681,0,6274,0,7122,0,6479,0,4730,0
13:00,10005,0,9228,0,6457,0,9640,0,10491,0,7342,0,6430,0
14:00,8257,0,6698,0,4304,0,6898,0,9488,0,8448,0,8120,0
15:00,7405,0,6004,0,4669,0,6769,0,8847,0,10054,0,9311,0
16:00,7757,0,6373,0,6046,0,7531,0,8639,0,10548,0,8674,0
17:00,8589,0,8141,0,7837,0,9212,0,9826,0,9338,0,6750,0
18:00,5756,0,5606,0,5719,0,9003,0,7104,0,6045,0,3606,0
19:00,2644,0,2743,0,2957,0,5579,0,4086,0,2884,0,1886,0
20:00,1529,0,1780,0,1555,0,3494,0,2445,0,1883,0,1194,0
21:00,1058,0,1130,0,1338,0,2023,0,1878,0,1437,0,721,0
22:00,1602,0,1677,0,1476,0,1983,0,3108,0,2462,0,1705,0
23:00,1084,0,1228,0,1591,0,2050,0,3257,0,2427,0,2293,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at M&S,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,523,0,269,0,332,0,687,0,583,0,769,0,1271,0
01:00,306,0,141,0,128,0,295,0,236,0,555,0,1154,0
02:00,129,0,103,0,132,0,202,0,171,0,661,0,1150,0
03:00,263,0,154,0,164,0,316,0,223,0,1004,0,1381,0
04:00,124,0,56,0,95,0,209,0,159,0,295,0,1160,0
05:00,236,0,284,0,249,0,361,0,273,0,155,0,402,0
06:00,628,0,832,0,743,0,907,0,784,0,347,0,254,0
07:00,1186,0,1478,0,1528,0,1882,0,1895,0,462,0,308,0
08:00,3249,0,1976,0,3334,0,3128,0,3759,0,766,0,425,0
09:00,2570,0,2691,0,2845,0,3183,0,3245,0,1576,0,695,0
10:00,3045,0,2444,0,2797,0,3533,0,3534,0,3777,0,1376,0
11:00,3619,0,3369,0,3760,0,4558,0,5039,0,7563,0,2952,0
12:00,6477,0,5875,0,5458,0,8510,0,9018,0,9877,0,4670,0
13:00,9189,0,10196,0,7457,0,13816,0,12790,0,11941,0,5448,0
14:00,8522,0,7449,0,5575,0,8646,0,8540,0,12554,0,5256,0
15:00,7606,0,7526,0,5392,0,5927,0,7315,0,10820,0,5865,0
16:00,7234,0,7614,0,5981,0,4519,0,7376,0,8589,0,5259,0
