"Hourly By Entrance - Week 39, 2008",,,,,,,,,,,,,,
Location Address: Dublin BID,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Clerys,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,502,0,393,0,427,0,431,0,578,0,1048,0,852,0
01:00,299,0,165,0,175,0,211,0,336,0,677,0,653,0
02:00,217,0,137,0,149,0,249,0,389,0,530,0,842,0
03:00,154,0,132,0,185,0,188,0,289,0,435,0,943,0
04:00,118,0,67,0,83,0,80,0,182,0,176,0,258,0
05:00,153,0,184,0,160,0,166,0,202,0,126,0,78,0
06:00,541,0,576,0,521,0,537,0,559,0,252,0,121,0
07:00,954,0,939,0,1028,0,1003,0,1098,0,429,0,193,0
08:00,2055,0,1981,0,2329,0,2100,0,2312,0,693,0,306,0
09:00,1865,0,1823,0,2516,0,2129,0,2248,0,1148,0,694,0
10:00,2063,0,1945,0,2334,0,2086,0,2306,0,1909,0,1270,0
11:00,2419,0,2300,0,2436,0,2522,0,2519,0,3016,0,1774,0
12:00,3950,0,3211,0,3128,0,3339,0,3914,0,3787,0,2281,0
13:00,5734,0,5160,0,3743,0,4514,0,4493,0,3782,0,2954,0
14:00,3138,0,4808,0,3224,0,5053,0,4612,0,4831,0,3850,0
15:00,3132,0,4729,0,3420,0,5329,0,4522,0,5357,0,3276,0
16:00,3396,0,4561,0,3661,0,3909,0,4391,0,3685,0,2841,0
17:00,3598,0,4147,0,3088,0,4051,0,3998,0,3668,0,2785,0
18:00,2637,0,2830,0,3047,0,3354,0,3094,0,2912,0,2329,0
19:00,1921,0,1901,0,2218,0,2738,0,2772,0,2343,0,2004,0
20:00,1846,0,2004,0,2125,0,2770,0,2822,0,2778,0,2308,0
21:00,1247,0,1379,0,1598,0,2064,0,2240,0,2147,0,1750,0
22:00,1262,0,1365,0,1371,0,1413,0,2050,0,2256,0,1416,0
23:00,768,0,989,0,989,0,1116,0,1625,0,1781,0,972,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at Card Gallery,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,1134,0,570,0,562,0,870,0,1118,0,2357,0,2132,0
01:00,505,0,243,0,245,0,417,0,533,0,1524,0,1280,0
02:00,212,0,251,0,303,0,386,0,450,0,1265,0,1448,0
03:00,159,0,231,0,206,0,399,0,482,0,1851,0,2248,0
04:00,161,0,123,0,161,0,106,0,172,0,483,0,772,0
05:00,301,0,422,0,424,0,323,0,347,0,210,0,130,0
06:00,749,0,826,0,700,0,728,0,879,0,465,0,231,0
07:00,1266,0,1156,0,1368,0,1346,0,1444,0,537,0,289,0
08:00,2525,0,2612,0,2562,0,2883,0,2774,0,723,0,375,0
09:00,2620,0,2526,0,2706,0,2838,0,2061,0,1381,0,682,0
10:00,2593,0,2512,0,2300,0,2394,0,2346,0,2430,0,1343,0
11:00,3619,0,3354,0,3094,0,3453,0,4453,0,6414,0,2872,0
12:00,5981,0,5886,0,5499,0,5770,0,7324,0,8812,0,4970,0
13:00,8835,0,9647,0,9067,0,9817,0,10390,0,10158,0,6636,0
14:00,6506,0,8478,0,6527,0,8538,0,9465,0,11338,0,9471,0
15:00,5932,0,5896,0,6686,0,6877,0,8505,0,11581,0,8826,0
16:00,6903,0,5570,0,6806,0,5934,0,8624,0,10470,0,8076,0
17:00,7714,0,7214,0,7232,0,9161,0,9189,0,10251,0,6633,0
18:00,4980,0,5131,0,5975,0,9056,0,6769,0,6200,0,3472,0
19:00,3048,0,3070,0,4074,0,7795,0,5214,0,4058,0,2295,0
20:00,1939,0,2312,0,2860,0,5585,0,4141,0,3198,0,1998,0
21:00,1415,0,1576,0,2301,0,3095,0,3382,0,3054,0,1482,0
22:00,1344,0,1360,0,1789,0,1985,0,3103,0,3215,0,1048,0
23:00,1086,0,968,0,1341,0,1880,0,2637,0,3195,0,959,0
,,,,,,,,,,,,,,
Entrance Name: Grafton St at M&S,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,397,0,359,0,512,0,646,0,606,0,813,0,1484,0
01:00,164,0,146,0,143,0,353,0,243,0,584,0,1346,0
02:00,95,0,173,0,104,0,213,0,174,0,695,0,1340,0
03:00,134,0,167,0,94,0,300,0,227,0,1059,0,1612,0
04:00,140,0,157,0,195,0,156,0,160,0,308,0,1351,0
05:00,231,0,311,0,278,0,318,0,278,0,160,0,465,0
06:00,503,0,669,0,680,0,760,0,810,0,363,0,293,0
07:00,1558,0,1424,0,1604,0,1567,0,1966,0,485,0,355,0
08:00,2644,0,3127,0,3083,0,3120,0,3906,0,807,0,493,0
09:00,2087,0,3000,0,1939,0,2540,0,3371,0,1666,0,809,0
10:00,2547,0,2927,0,2347,0,2824,0,3675,0,3996,0,1606,0
11:00,3750,0,3570,0,3423,0,4057,0,5246,0,8003,0,3451,0
12:00,6281,0,6089,0,6398,0,6445,0,9394,0,10469,0,5468,0
13:00,10833,0,10767,0,10260,0,9511,0,13323,0,12660,0,6375,0
14:00,7902,0,6652,0,6745,0,7217,0,8902,0,13308,0,6149,0
15:00,4969,0,5288,0,6236,0,6046,0,7624,0,11463,0,6861,0
16:00,5318,0,4728,0,6178,0,7166,0,7680,0,9095,0,6152,0
17:00,8071,0,8636,0,9444,0,10113,0,10805,0,8883,0,5873,0
18:00,5344,0,5760,0,6598,0,9765,0,8067,0,6915,0,4399,0
19:00,2452,0,3018,0,3196,0,5682,0,3514,0,3592,0,2405,0
20:00,1644,0,2093,0,1965,0,3637,0,2192,0,2774,0,1361,0
21:00,1294,0,1451,0,1549,0,2246,0,1706,0,2174,0,936,0
22:00,876,0,1101,0,1187,0,1694,0,1213,0,1844,0,716,0
23:00,760,0,960,0,875,0,1292,0,928,0,1573,0,594,0
,,,,,,,,,,,,,,
Entrance Name: O'Connell Street at Easons,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,118,0,103,0,134,0,482,0,560,0,1026,0,1067,0
01:00,129,0,118,0,149,0,255,0,353,0,632,0,531,0
02:00,106,0,83,0,93,0,222,0,310,0,782,0,859,0
03:00,92,0,65,0,61,0,213,0,345,0,816,0,932,0
04:00,73,0,42,0,42,0,58,0,99,0,249,0,202,0
05:00,130,0,139,0,127,0,92,0,91,0,131,0,70,0
06:00,372,0,280,0,276,0,284,0,275,0,241,0,200,0
07:00,645,0,587,0,679,0,600,0,716,0,307,0,182,0
08:00,1210,0,1402,0,2336,0,2023,0,1921,0,657,0,220,0
09:00,3681,0,3428,0,2974,0,2053,0,1954,0,2362,0,516,0
10:00,5928,0,4586,0,2724,0,3722,0,4257,0,4947,0,1209,0
11:00,5891,0,5053,0,3991,0,4939,0,5676,0,7004,0,2343,0
12:00,6572,0,5691,0,5733,0,5833,0,6553,0,7475,0,3240,0
13:00,6786,0,6856,0,7665,0,6754,0,7335,0,8189,0,3586,0
14:00,6147,0,5337,0,6284,0,5294,0,7486,0,8392,0,4708,0
15:00,7018,0,5757,0,7326,0,5845,0,7906,0,9086,0,5303,0
16:00,7696,0,7008,0,7997,0,7240,0,8494,0,8789,0,6027,0
17:00,7437,0,7072,0,6752,0,8557,0,8210,0,8705,0,5658,0
18:00,4784,0,4235,0,6018,0,6860,0,5275,0,5907,0,3961,0
19:00,2219,0,2575,0,3235,0,4503,0,3794,0,3298,0,2587,0
20:00,1826,0,2132,0,2629,0,4305,0,3426,0,3102,0,2326,0
21:00,858,0,740,0,1866,0,2234,0,2644,0,2501,0,1883,0
22:00,612,0,609,0,1537,0,1623,0,2125,0,2220,0,1280,0
23:00,509,0,558,0,1077,0,1151,0,1648,0,1733,0,1012,0
,,,,,,,,,,,,,,
Entrance Name: Henry Street at Butlers,,,,,,,,,,,,,,
,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,Sun,
Time,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
00:00,100,0,127,0,111,0,114,0,168,0,263,0,311,0
01:00,75,0,43,0,41,0,72,0,55,0,172,0,176,0
02:00,61,0,68,0,86,0,87,0,121,0,209,0,174,0
03:00,87,0,64,0,118,0,71,0,96,0,142,0,192,0
04:00,80,0,120,0,109,0,146,0,146,0,46,0,33,0
05:00,332,0,251,0,254,0,355,0,348,0,165,0,34,0
06:00,442,0,487,0,378,0,391,0,390,0,241,0,142,0
07:00,616,0,891,0,745,0,736,0,816,0,407,0,118,0
08:00,355,0,981,0,1918,0,1591,0,1214,0,651,0,214,0
09:00,1057,0,2553,0,2299,0,2029,0,2087,0,2321,0,468,0
10:00,1653,0,4216,0,2735,0,3605,0,4359,0,5443,0,1212,0
11:00,4435,0,4071,0,3851,0,4210,0,4573,0,5794,0,2237,0
12:00,4024,0,4622,0,5128,0,4556,0,4977,0,6209,0,3500,0
13:00,5863,0,5529,0,6619,0,5830,0,6257,0,8355,0,4639,0
14:00,5453,0,4072,0,5257,0,4021,0,5918,0,7195,0,4982,0
15:00,5634,0,4612,0,5959,0,4339,0,6427,0,6558,0,5315,0
16:00,5883,0,5019,0,5806,0,4721,0,6154,0,6932,0,5778,0
17:00,5454,0,5949,0,5761,0,5528,0,5847,0,7837,0,4908,0
18:00,3871,0,3974,0,3891,0,5297,0,4035,0,4981,0,2927,0
19:00,1560,0,1618,0,1866,0,3832,0,2281,0,2058,0,1388,0
20:00,953,0,1027,0,1017,0,2489,0,1345,0,897,0,644,0
21:00,632,0,680,0,666,0,1023,0,823,0,806,0,459,0
